caldt,vwretd,vwretx,ewretd,ewretx,totval,totcnt,usdval,usdcnt,spindx,sprtrn
2004/12/29,0.000177,0.000024,0.001577,0.001387,11168166200.00,500,11167897400.00,500,1213.45,-0.000074
2004/12/30,0.000114,0.000052,0.001584,0.001512,11168751100.00,500,11168166200.00,500,1213.55,0.000082
2004/12/31,-0.001332,-0.001332,-0.000592,-0.000592,11174847000.00,500,11168751100.00,500,1211.92,-0.001343
2005/01/03,-0.008183,-0.008187,-0.012294,-0.012301,11083347700.00,500,11174847000.00,500,1202.08,-0.008119
2005/01/04,-0.011433,-0.011542,-0.015047,-0.015064,10955420000.00,500,11083347700.00,500,1188.05,-0.011671
2005/01/05,-0.003554,-0.003648,-0.007284,-0.007343,10915459400.00,500,10955420000.00,500,1183.74,-0.003628
2005/01/06,0.003732,0.003503,0.002761,0.002655,10953701000.00,500,10915459400.00,500,1187.89,0.003506
2005/01/07,-0.001434,-0.001441,-0.001763,-0.001776,10937920600.00,500,10953701000.00,500,1186.19,-0.001431
2005/01/10,0.003391,0.003378,0.002987,0.002947,10974873200.00,500,10937920600.00,500,1190.25,0.003423
2005/01/11,-0.006016,-0.006082,-0.006779,-0.006818,10908126600.00,500,10974873200.00,500,1182.99,-0.006100
2005/01/12,0.004448,0.004327,0.004595,0.004490,10955325600.00,500,10908126600.00,500,1187.70,0.003981
2005/01/13,-0.008636,-0.008636,-0.005768,-0.005768,10860714000.00,500,10955325600.00,500,1177.45,-0.008630
2005/01/14,0.006056,0.006056,0.007857,0.007857,10926599700.00,500,10860714000.00,500,1184.52,0.006005
2005/01/18,0.009760,0.009746,0.010120,0.010109,11033087700.00,500,10926599700.00,500,1195.98,0.009675
2005/01/19,-0.009411,-0.009472,-0.009043,-0.009062,10928580500.00,500,11033087700.00,500,1184.63,-0.009490
2005/01/20,-0.007726,-0.007744,-0.007664,-0.007684,10843949400.00,500,10928580500.00,500,1175.41,-0.007783
2005/01/21,-0.006536,-0.006547,-0.006446,-0.006451,10772957400.00,500,10843949400.00,500,1167.87,-0.006415
2005/01/24,-0.003465,-0.003476,-0.005610,-0.005620,10735505500.00,500,10772957400.00,500,1163.75,-0.003528
2005/01/25,0.003904,0.003904,0.002278,0.002278,10777709500.00,500,10735505500.00,500,1168.41,0.004004
2005/01/26,0.004918,0.004889,0.007013,0.006976,10830405000.00,500,10777709500.00,500,1174.07,0.004844
2005/01/27,0.000607,0.000515,0.002911,0.002809,10835979500.00,500,10830405000.00,500,1174.55,0.000409
2005/01/28,-0.002654,-0.002721,-0.003655,-0.003780,10803871600.00,500,10835979500.00,500,1171.36,-0.002716
2005/01/31,0.008530,0.008530,0.011129,0.011129,10893939400.00,500,10803871600.00,500,1181.27,0.008460
2005/02/01,0.006962,0.006958,0.006881,0.006868,10968587800.00,500,10893939400.00,500,1189.41,0.006891
2005/02/02,0.003312,0.003185,0.003900,0.003804,11003521500.00,500,10968587800.00,500,1193.19,0.003178
2005/02/03,-0.002412,-0.002712,-0.002253,-0.002345,10973681500.00,500,11003521500.00,500,1189.89,-0.002766
2005/02/04,0.011111,0.011099,0.012074,0.012045,11095487200.00,500,10973681500.00,500,1203.03,0.011043
2005/02/07,-0.001094,-0.001127,-0.001593,-0.001651,11083138100.00,500,11095487200.00,500,1201.72,-0.001089
2005/02/08,0.000797,0.000587,0.001038,0.000966,11089646500.00,500,11083138100.00,500,1202.30,0.000483
2005/02/09,-0.008406,-0.008664,-0.010818,-0.010944,10993570200.00,500,11089646500.00,500,1191.99,-0.008575
2005/02/10,0.004295,0.004258,0.003191,0.003106,11040932500.00,500,10993570200.00,500,1197.01,0.004211
2005/02/11,0.007176,0.006953,0.010229,0.010122,11117627000.00,500,11040932500.00,500,1205.30,0.006926
2005/02/14,0.000858,0.000749,-0.000223,-0.000324,11125810100.00,500,11117627000.00,500,1206.14,0.000697
2005/02/15,0.003244,0.003156,0.004055,0.004015,11160594200.00,500,11125810100.00,500,1210.12,0.003300
2005/02/16,0.000143,0.000028,0.000152,-0.000021,11160911800.00,500,11160594200.00,500,1210.34,0.000182
2005/02/17,-0.007787,-0.007826,-0.008615,-0.008688,11073526000.00,500,11160911800.00,500,1200.75,-0.007923
2005/02/18,0.000722,0.000722,-0.000300,-0.000300,11081461800.00,500,11073526000.00,500,1201.59,0.000700
2005/02/22,-0.014433,-0.014455,-0.015392,-0.015424,10920544700.00,500,11081461800.00,500,1184.16,-0.014506
2005/02/23,0.005704,0.005631,0.005369,0.005305,10982040000.00,500,10920544700.00,500,1190.80,0.005607
2005/02/24,0.008175,0.007849,0.008998,0.008870,11068236900.00,500,10982040000.00,500,1200.20,0.007894
2005/02/25,0.009481,0.009366,0.009817,0.009591,11169435700.00,500,11068236900.00,500,1211.37,0.009307
2005/02/28,-0.006486,-0.006502,-0.006096,-0.006121,11090951900.00,500,11169435700.00,500,1203.60,-0.006414
2005/03/01,0.005575,0.005566,0.007869,0.007858,11153335800.00,500,11090951900.00,500,1210.41,0.005658
2005/03/02,0.000169,-0.000179,-0.001310,-0.001469,11151412200.00,500,11153335800.00,500,1210.08,-0.000273
2005/03/03,0.000380,0.000372,0.000966,0.000937,11155563700.00,500,11151412200.00,500,1210.47,0.000322
2005/03/04,0.009668,0.009665,0.009692,0.009688,11263764500.00,500,11155563700.00,500,1222.12,0.009624
2005/03/07,0.002533,0.002493,0.004604,0.004525,11291866600.00,500,11263764500.00,500,1225.31,0.002610
2005/03/08,-0.004759,-0.004863,-0.006207,-0.006337,11236937300.00,500,11291866600.00,500,1219.43,-0.004799
2005/03/09,-0.009975,-0.010072,-0.009955,-0.010075,11123761800.00,500,11236937300.00,500,1207.01,-0.010185
2005/03/10,0.001724,0.001687,0.000800,0.000770,11142811000.00,500,11123761800.00,500,1209.25,0.001856
2005/03/11,-0.007113,-0.007391,-0.005851,-0.006054,11060472900.00,500,11142811000.00,500,1200.08,-0.007583
2005/03/14,0.005530,0.005498,0.007648,0.007618,11125083400.00,500,11064257400.00,500,1206.83,0.005625
2005/03/15,-0.007464,-0.007468,-0.008026,-0.008044,11041998200.00,500,11125083400.00,500,1197.75,-0.007524
2005/03/16,-0.007990,-0.008083,-0.009949,-0.010053,10952741100.00,500,11041998200.00,500,1188.07,-0.008082
2005/03/17,0.001737,0.001727,0.002342,0.002308,10971657300.00,500,10952741100.00,500,1190.21,0.001801
2005/03/18,-0.000502,-0.000506,-0.001955,-0.001990,10965865500.00,500,10971657300.00,500,1189.65,-0.000471
2005/03/21,-0.004879,-0.004879,-0.002487,-0.002487,10912047100.00,500,10965865500.00,500,1183.78,-0.004934
2005/03/22,-0.010080,-0.010109,-0.008919,-0.008985,10801737900.00,500,10912047100.00,500,1171.71,-0.010196
2005/03/23,0.000719,0.000704,-0.000504,-0.000531,10809370000.00,500,10801737900.00,500,1172.53,0.000700
2005/03/24,-0.000851,-0.000851,0.000795,0.000794,10800106400.00,500,10809370000.00,500,1171.42,-0.000947
2005/03/28,0.002432,0.002432,0.000045,0.000045,10836024700.00,500,10809729600.00,500,1174.28,0.002441
2005/03/29,-0.007431,-0.007682,-0.009451,-0.009769,10752784400.00,500,10836024700.00,500,1165.36,-0.007596
2005/03/30,0.013874,0.013750,0.014225,0.014138,10900635400.00,500,10752784400.00,500,1181.41,0.013773
2005/03/31,-0.000626,-0.000638,0.002173,0.002139,10900580800.00,500,10900635400.00,500,1180.59,-0.000694
2005/04/01,-0.006551,-0.006555,-0.005078,-0.005083,10828928200.00,500,10900580800.00,500,1172.92,-0.006497
2005/04/04,0.003059,0.002946,0.001565,0.001542,10860826900.00,500,10828928200.00,500,1176.12,0.002728
2005/04/05,0.004415,0.004399,0.003522,0.003504,10908608700.00,500,10860826900.00,500,1181.39,0.004481
2005/04/06,0.002461,0.002240,0.002528,0.002440,10933043500.00,500,10908608700.00,500,1184.07,0.002269
2005/04/07,0.005962,0.005900,0.006326,0.006230,10997490700.00,500,10933043500.00,500,1191.14,0.005971
2005/04/08,-0.008262,-0.008262,-0.008521,-0.008521,10906445600.00,500,10997490700.00,500,1181.20,-0.008345
2005/04/11,-0.000000,-0.000014,-0.000513,-0.000555,10906298300.00,500,10906445600.00,500,1181.21,0.000008
2005/04/12,0.005602,0.005544,0.005373,0.005333,10966763600.00,500,10906298300.00,500,1187.76,0.005545
2005/04/13,-0.011597,-0.011696,-0.014267,-0.014334,10838494700.00,500,10966763600.00,500,1173.79,-0.011762
2005/04/14,-0.009980,-0.009980,-0.013162,-0.013162,10730328800.00,500,10838494700.00,500,1162.05,-0.010002
2005/04/15,-0.016666,-0.016669,-0.020835,-0.020841,10551494200.00,500,10730328800.00,500,1142.62,-0.016720
2005/04/18,0.002891,0.002888,0.004546,0.004542,10581723400.00,500,10551494200.00,500,1145.98,0.002941
2005/04/19,0.006010,0.006010,0.009642,0.009642,10645271600.00,500,10581723400.00,500,1152.78,0.005934
2005/04/20,-0.013100,-0.013172,-0.014052,-0.014075,10505057900.00,500,10645271600.00,500,1137.50,-0.013255
2005/04/21,0.019396,0.019381,0.020001,0.019982,10708653200.00,500,10505057900.00,500,1159.95,0.019736
2005/04/22,-0.006543,-0.006583,-0.008664,-0.008695,10638198900.00,500,10708653200.00,500,1152.12,-0.006750
2005/04/25,0.008570,0.008570,0.009680,0.009680,10729377300.00,500,10638198900.00,500,1162.10,0.008662
2005/04/26,-0.008713,-0.008717,-0.010096,-0.010104,10635834300.00,500,10729377300.00,500,1151.74,-0.008915
2005/04/27,0.004135,0.004030,0.002619,0.002498,10678701000.00,500,10635834300.00,500,1156.38,0.004029
2005/04/28,-0.011232,-0.011562,-0.012540,-0.012745,10555240800.00,500,10678701000.00,500,1143.22,-0.011380
2005/04/29,0.011924,0.011920,0.011416,0.011400,10683198400.00,500,10555240800.00,500,1156.85,0.011922
2005/05/02,0.004631,0.004631,0.005001,0.005001,10733111500.00,500,10683198400.00,500,1162.16,0.004590
2005/05/03,-0.000665,-0.000665,-0.000055,-0.000055,10725968700.00,500,10733111500.00,500,1161.17,-0.000852
2005/05/04,0.012439,0.012238,0.014967,0.014837,10857237000.00,500,10725968700.00,500,1175.65,0.012470
2005/05/05,-0.002367,-0.002403,-0.003606,-0.003675,10831200600.00,500,10857237000.00,500,1172.63,-0.002569
2005/05/06,-0.001131,-0.001189,0.001063,0.001000,10818393000.00,500,10831200600.00,500,1171.35,-0.001092
2005/05/09,0.006458,0.006445,0.007554,0.007521,10887677100.00,500,10818393000.00,500,1178.84,0.006394
2005/05/10,-0.010715,-0.010738,-0.010364,-0.010399,10770763200.00,500,10887677100.00,500,1166.22,-0.010705
2005/05/11,0.004677,0.004163,0.003795,0.003623,10815603600.00,500,10770763200.00,500,1171.11,0.004193
2005/05/12,-0.010012,-0.010106,-0.011451,-0.011553,10706313700.00,500,10815603600.00,500,1159.36,-0.010033
2005/05/13,-0.004432,-0.004545,-0.005101,-0.005168,10657646500.00,500,10706313700.00,500,1154.05,-0.004580
2005/05/16,0.010269,0.010155,0.011562,0.011496,10765866600.00,500,10657646500.00,500,1165.69,0.010086
2005/05/17,0.006984,0.006852,0.008178,0.008097,10839634500.00,500,10765866600.00,500,1173.80,0.006957
2005/05/18,0.010300,0.010102,0.014124,0.013907,10949136600.00,500,10839634500.00,500,1185.56,0.010019
2005/05/19,0.004722,0.004711,0.004925,0.004908,10996509900.00,500,10949136600.00,500,1191.08,0.004656
2005/05/20,-0.001613,-0.001614,0.000920,0.000915,10978384800.00,500,10996509900.00,500,1189.28,-0.001511
2005/05/23,0.003976,0.003969,0.003855,0.003835,11021958500.00,500,10978384800.00,500,1193.86,0.003851
2005/05/24,0.000168,0.000157,-0.000445,-0.000462,11023689100.00,500,11021958500.00,500,1194.07,0.000176
2005/05/25,-0.003358,-0.003412,-0.003850,-0.003930,10986073100.00,500,11023689100.00,500,1190.01,-0.003400
2005/05/26,0.006507,0.006393,0.007675,0.007586,11056303500.00,500,10986073100.00,500,1197.62,0.006395
2005/05/27,0.001139,0.001023,0.001837,0.001603,11067621600.00,500,11056303500.00,500,1198.78,0.000969
2005/05/31,-0.006018,-0.006024,-0.003023,-0.003029,10972857600.00,500,11067621600.00,500,1191.50,-0.006073
2005/06/01,0.009253,0.008933,0.008662,0.008528,11070616500.00,500,10972857600.00,500,1202.27,0.009039
2005/06/02,0.001899,0.001892,0.003030,0.003002,11091565400.00,500,11070616500.00,500,1204.29,0.001680
2005/06/03,-0.006863,-0.006878,-0.005786,-0.005797,11015280200.00,500,11091565400.00,500,1196.02,-0.006867
2005/06/06,0.001293,0.001244,0.001407,0.001327,11028983600.00,500,11015280200.00,500,1197.51,0.001246
2005/06/07,-0.000229,-0.000290,0.000044,-0.000037,11025790000.00,500,11028983600.00,500,1197.26,-0.000209
2005/06/08,-0.002030,-0.002192,-0.001407,-0.001610,11001616400.00,500,11025790000.00,500,1194.67,-0.002163
2005/06/09,0.005391,0.005365,0.005364,0.005347,11060638300.00,500,11001616400.00,500,1200.93,0.005240
2005/06/10,-0.002336,-0.002340,-0.001668,-0.001675,11034671700.00,500,11060638300.00,500,1198.11,-0.002348
2005/06/13,0.002484,0.002200,0.004317,0.004131,11058951000.00,500,11034671700.00,500,1200.82,0.002262
2005/06/14,0.002762,0.002741,0.004209,0.004158,11089254400.00,500,11058951000.00,500,1203.91,0.002573
2005/06/15,0.002341,0.002312,0.002085,0.002029,11114894200.00,500,11089254400.00,500,1206.58,0.002218
2005/06/16,0.003619,0.003609,0.004800,0.004766,11155009800.00,500,11114894200.00,500,1210.96,0.003630
2005/06/17,0.004866,0.004864,0.004699,0.004693,11209266700.00,500,11155009800.00,500,1216.96,0.004955
2005/06/20,-0.000713,-0.000715,-0.001289,-0.001313,11201248300.00,500,11209266700.00,500,1216.10,-0.000707
2005/06/21,-0.002065,-0.002080,-0.001296,-0.001337,11177945300.00,500,11201248300.00,500,1213.61,-0.002048
2005/06/22,0.000285,0.000264,0.000588,0.000538,11180894900.00,500,11177945300.00,500,1213.88,0.000222
2005/06/23,-0.010609,-0.010818,-0.009681,-0.009694,11059938500.00,500,11180894900.00,500,1200.73,-0.010833
2005/06/24,-0.007590,-0.007590,-0.008542,-0.008542,10976048500.00,500,11059938500.00,500,1191.57,-0.007629
2005/06/27,-0.000732,-0.000732,-0.001493,-0.001493,10968017900.00,500,10976048500.00,500,1190.69,-0.000739
2005/06/28,0.009353,0.009168,0.012306,0.012067,11068568900.00,500,10968017900.00,500,1201.57,0.009138
2005/06/29,-0.001211,-0.001338,-0.001023,-0.001109,11053760400.00,500,11068568900.00,500,1199.85,-0.001431
2005/06/30,-0.007188,-0.007207,-0.004546,-0.004574,10968272300.00,500,11053760400.00,500,1191.33,-0.007101
2005/07/01,0.002837,0.002727,0.003400,0.003376,11005557900.00,500,10968272300.00,500,1194.44,0.002611
2005/07/05,0.009006,0.008994,0.009283,0.009262,11110289100.00,500,11011340700.00,500,1204.99,0.008833
2005/07/06,-0.008072,-0.008307,-0.006507,-0.006632,11017991400.00,500,11110289100.00,500,1194.94,-0.008340
2005/07/07,0.002497,0.002434,0.002800,0.002706,11044808800.00,500,11017991400.00,500,1197.87,0.002452
2005/07/08,0.011644,0.011644,0.012437,0.012437,11173158400.00,500,11044808800.00,500,1211.86,0.011679
2005/07/11,0.006320,0.006307,0.007811,0.007771,11243628100.00,500,11173158400.00,500,1219.44,0.006255
2005/07/12,0.002328,0.002281,0.001573,0.001552,11269274200.00,500,11243628100.00,500,1222.21,0.002272
2005/07/13,0.000996,0.000878,0.000764,0.000659,11279172600.00,500,11269274200.00,500,1223.29,0.000884
2005/07/14,0.002641,0.002641,0.002190,0.002190,11308957200.00,500,11279172600.00,500,1226.50,0.002624
2005/07/15,0.001158,0.001156,0.001080,0.001075,11322223100.00,500,11308957200.00,500,1227.92,0.001158
2005/07/18,-0.005506,-0.005506,-0.002387,-0.002387,11259735900.00,500,11322223100.00,500,1221.13,-0.005530
2005/07/19,0.006830,0.006827,0.008165,0.008163,11336626000.00,500,11259735900.00,500,1229.35,0.006731
2005/07/20,0.004731,0.004637,0.007078,0.007043,11388944500.00,500,11336626000.00,500,1235.20,0.004759
2005/07/21,-0.006551,-0.006554,-0.008469,-0.008480,11313401800.00,500,11388944500.00,500,1227.04,-0.006606
2005/07/22,0.005308,0.005270,0.006969,0.006940,11375647000.00,500,11315766600.00,500,1233.68,0.005411
2005/07/25,-0.003734,-0.003734,-0.004549,-0.004549,11333009500.00,500,11375647000.00,500,1229.03,-0.003769
2005/07/26,0.001625,0.001625,0.003672,0.003672,11351422800.00,500,11333009500.00,500,1231.16,0.001733
2005/07/27,0.004746,0.004615,0.004184,0.004068,11403795800.00,500,11351422800.00,500,1236.79,0.004573
2005/07/28,0.005865,0.005583,0.006939,0.006773,11467464900.00,500,11403795800.00,500,1243.72,0.005603
2005/07/29,-0.007682,-0.007702,-0.005868,-0.005900,11375061100.00,500,11467464900.00,500,1234.18,-0.007671
2005/08/01,0.000921,0.000918,0.000387,0.000368,11385420200.00,500,11375061100.00,500,1235.35,0.000948
2005/08/02,0.007203,0.007203,0.006123,0.006123,11467563000.00,500,11385420200.00,500,1244.12,0.007099
2005/08/03,0.000961,0.000757,0.000363,0.000212,11476228200.00,500,11467563000.00,500,1245.04,0.000739
2005/08/04,-0.007454,-0.007469,-0.008504,-0.008552,11390517800.00,500,11476228200.00,500,1235.86,-0.007373
2005/08/05,-0.007581,-0.007608,-0.009807,-0.009838,11303885600.00,500,11390517800.00,500,1226.42,-0.007638
2005/08/08,-0.002690,-0.002755,-0.002931,-0.003010,11272476900.00,500,11303885600.00,500,1223.13,-0.002683
2005/08/09,0.006739,0.006735,0.005105,0.005095,11348401200.00,500,11272476900.00,500,1231.38,0.006745
2005/08/10,-0.001457,-0.001879,-0.000590,-0.000746,11327167500.00,500,11348401200.00,500,1229.13,-0.001827
2005/08/11,0.007087,0.006963,0.006884,0.006788,11401490500.00,500,11313540400.00,500,1237.81,0.007062
2005/08/12,-0.005901,-0.005912,-0.005015,-0.005040,11334720800.00,500,11402126700.00,500,1230.39,-0.005994
2005/08/15,0.002988,0.002850,0.004091,0.003949,11341309900.00,500,11308517200.00,500,1233.87,0.002828
2005/08/16,-0.011863,-0.011874,-0.012995,-0.013018,11206842400.00,500,11341309900.00,500,1219.34,-0.011776
2005/08/17,0.000947,0.000666,0.001288,0.001087,11213453300.00,500,11206842400.00,500,1220.24,0.000738
2005/08/18,-0.000896,-0.000934,-0.002354,-0.002408,11202974600.00,500,11213453300.00,500,1219.02,-0.001000
2005/08/19,0.000645,0.000555,0.002170,0.002143,11217538100.00,500,11211295900.00,500,1219.71,0.000566
2005/08/22,0.001575,0.001575,0.001035,0.001035,11235207800.00,500,11217538100.00,500,1221.73,0.001656
2005/08/23,-0.003400,-0.003416,-0.002749,-0.002789,11196827000.00,500,11235207800.00,500,1217.57,-0.003405
2005/08/24,-0.006496,-0.006556,-0.004144,-0.004205,11123424500.00,500,11196827000.00,500,1209.59,-0.006554
2005/08/25,0.002298,0.002290,0.003322,0.003312,11148891800.00,500,11123424500.00,500,1212.39,0.002315
2005/08/26,-0.005893,-0.005908,-0.006323,-0.006353,11082169600.00,500,11148891800.00,500,1205.10,-0.006013
2005/08/29,0.006146,0.006011,0.005729,0.005647,11149136000.00,500,11082169600.00,500,1212.28,0.005958
2005/08/30,-0.003062,-0.003183,-0.003729,-0.003926,11110362100.00,500,11145379600.00,500,1208.41,-0.003192
2005/08/31,0.010118,0.009789,0.011654,0.011533,11254185300.00,500,11110362100.00,500,1220.33,0.009864
2005/09/01,0.001168,0.001166,0.000800,0.000791,11267315900.00,500,11254185300.00,500,1221.59,0.001033
2005/09/02,-0.002892,-0.002919,-0.003304,-0.003345,11233998300.00,500,11267315900.00,500,1218.02,-0.002922
2005/09/06,0.012683,0.012650,0.011754,0.011687,11376121200.00,500,11233998300.00,500,1233.39,0.012619
2005/09/07,0.002604,0.002433,0.003500,0.003273,11403799800.00,500,11376121200.00,500,1236.36,0.002408
2005/09/08,-0.003834,-0.003858,-0.005089,-0.005135,11359807600.00,500,11403799800.00,500,1231.67,-0.003793
2005/09/09,0.007993,0.007993,0.008867,0.008867,11448147600.00,500,11359807600.00,500,1241.48,0.007965
2005/09/12,-0.000658,-0.000702,0.001548,0.001522,11439933800.00,500,11448147600.00,500,1240.56,-0.000741
2005/09/13,-0.007330,-0.007603,-0.006677,-0.006876,11352954500.00,500,11439933800.00,500,1231.20,-0.007545
2005/09/14,-0.003321,-0.003343,-0.003756,-0.003818,11315000700.00,500,11352954500.00,500,1227.16,-0.003281
2005/09/15,0.000423,0.000381,-0.001169,-0.001233,11319423100.00,500,11315000700.00,500,1227.73,0.000464
2005/09/16,0.008105,0.008093,0.006563,0.006532,11411042300.00,500,11319423100.00,500,1237.91,0.008292
2005/09/19,-0.005402,-0.005402,-0.008020,-0.008020,11349394800.00,500,11411042300.00,500,1231.02,-0.005566
2005/09/20,-0.007778,-0.007787,-0.008858,-0.008906,11261021300.00,500,11349394800.00,500,1221.34,-0.007863
2005/09/21,-0.009393,-0.009421,-0.011366,-0.011422,11154932600.00,500,11261021300.00,500,1210.20,-0.009121
2005/09/22,0.003907,0.003694,0.003833,0.003811,11196139800.00,500,11154932600.00,500,1214.62,0.003652
2005/09/23,0.000566,0.000566,0.003852,0.003852,11202895800.00,500,11196139800.00,500,1215.29,0.000552
2005/09/26,0.000305,0.000305,0.000041,0.000041,11206346600.00,500,11202895800.00,500,1215.63,0.000280
2005/09/27,0.000078,0.000063,0.000635,0.000596,11207050100.00,500,11206346600.00,500,1215.66,0.000025
2005/09/28,0.001166,0.000981,0.001883,0.001670,11218241800.00,500,11207050100.00,500,1216.89,0.001012
2005/09/29,0.008925,0.008884,0.008371,0.008313,11317902400.00,500,11218241800.00,500,1227.68,0.008867
2005/09/30,0.001059,0.001055,0.004899,0.004895,11328229800.00,500,11317902400.00,500,1228.81,0.000920
2005/10/03,-0.001686,-0.001689,0.000358,0.000351,11303777800.00,499,11273756100.00,499,1226.70,-0.001717
2005/10/04,-0.009810,-0.009915,-0.009834,-0.009854,11199097700.00,500,11311250900.00,500,1214.47,-0.009970
2005/10/05,-0.014432,-0.014791,-0.017744,-0.017998,11033449400.00,500,11199097700.00,500,1196.39,-0.014887
2005/10/06,-0.004147,-0.004154,-0.006821,-0.006836,10987616100.00,500,11033449400.00,500,1191.49,-0.004096
2005/10/07,0.003787,0.003773,0.003585,0.003544,11029074700.00,500,10987616100.00,500,1195.90,0.003701
2005/10/10,-0.007140,-0.007140,-0.012457,-0.012457,10950323100.00,500,11029074700.00,500,1187.33,-0.007166
2005/10/11,-0.001927,-0.001997,-0.005032,-0.005078,10933762700.00,500,10955646400.00,500,1184.87,-0.002072
2005/10/12,-0.005934,-0.006048,-0.008166,-0.008252,10867632400.00,500,10933762700.00,500,1177.68,-0.006068
2005/10/13,-0.000623,-0.000632,-0.000770,-0.000783,10860764100.00,500,10867632400.00,500,1176.84,-0.000713
2005/10/14,0.008248,0.008245,0.009675,0.009671,10950335600.00,500,10860764100.00,500,1186.57,0.008268
2005/10/17,0.003047,0.003047,0.004665,0.004665,10983698600.00,500,10950335600.00,500,1190.10,0.002975
2005/10/18,-0.009960,-0.009962,-0.010718,-0.010724,10874275000.00,500,10983698600.00,500,1178.14,-0.010050
2005/10/19,0.015021,0.014929,0.012839,0.012820,11036617500.00,500,10874275000.00,500,1195.76,0.014956
2005/10/20,-0.015011,-0.015041,-0.012057,-0.012078,10870626100.00,500,11036617500.00,500,1177.80,-0.015020
2005/10/21,0.001616,0.001616,0.003404,0.003404,10889232700.00,500,10870626100.00,500,1179.59,0.001520
2005/10/24,0.016779,0.016750,0.017327,0.017302,11063011500.00,500,10880780500.00,499,1199.38,0.016777
2005/10/25,-0.002480,-0.002480,-0.003413,-0.003413,11043318000.00,500,11063011500.00,499,1196.54,-0.002368
2005/10/26,-0.004176,-0.004189,-0.004524,-0.004548,10997062600.00,500,11043318000.00,500,1191.38,-0.004312
2005/10/27,-0.010418,-0.010551,-0.013538,-0.013656,10881027300.00,500,10997062600.00,500,1178.90,-0.010475
2005/10/28,0.016581,0.016495,0.016937,0.016739,11057533600.00,500,10881027300.00,500,1198.41,0.016549
2005/10/31,0.007511,0.007511,0.011551,0.011551,11126639300.00,500,11057533600.00,500,1207.01,0.007176
2005/11/01,-0.003382,-0.003382,-0.002202,-0.002202,11089295100.00,500,11126639300.00,500,1202.76,-0.003521
2005/11/02,0.010144,0.010007,0.012303,0.012191,11200265700.00,500,11089295100.00,500,1214.76,0.009977
2005/11/03,0.004592,0.004265,0.003805,0.003686,11248050200.00,500,11200265700.00,500,1219.94,0.004264
2005/11/04,0.000277,0.000275,0.000487,0.000478,11250940500.00,500,11248050200.00,500,1220.14,0.000164
2005/11/07,0.002369,0.002327,0.002595,0.002534,11277124000.00,500,11250940500.00,500,1222.81,0.002188
2005/11/08,-0.002964,-0.003440,-0.005584,-0.005830,11238367800.00,500,11277124000.00,500,1218.59,-0.003451
2005/11/09,0.001656,0.001606,0.002374,0.002295,11256417200.00,500,11238367800.00,500,1220.65,0.001690
2005/11/10,0.008832,0.008646,0.009033,0.008913,11353941500.00,500,11256417200.00,500,1230.96,0.008446
2005/11/11,0.003027,0.003027,0.002335,0.002335,11388310400.00,500,11353941500.00,500,1234.72,0.003055
2005/11/14,-0.000716,-0.000830,-0.000984,-0.001214,11378860500.00,500,11388310400.00,500,1233.76,-0.000778
2005/11/15,-0.003739,-0.003851,-0.004045,-0.004115,11335045200.00,500,11378860500.00,500,1229.01,-0.003850
2005/11/16,0.002052,0.001850,0.001987,0.001786,11356020100.00,500,11335045200.00,500,1231.21,0.001790
2005/11/17,0.009395,0.009376,0.012650,0.012597,11462489700.00,500,11356020100.00,500,1242.80,0.009414
2005/11/18,0.004443,0.004316,0.003615,0.003546,11512354600.00,500,11462489700.00,500,1248.27,0.004401
2005/11/21,0.005291,0.005283,0.005288,0.005266,11576538500.00,500,11515890800.00,500,1254.85,0.005271
2005/11/22,0.005053,0.005002,0.004968,0.004916,11634439900.00,500,11576538500.00,500,1261.23,0.005084
2005/11/23,0.003624,0.003573,0.003452,0.003411,11676009800.00,500,11634439900.00,500,1265.61,0.003473
2005/11/25,0.002014,0.002002,0.001850,0.001831,11698576000.00,500,11676009800.00,500,1268.25,0.002086
2005/11/28,-0.008404,-0.008530,-0.008946,-0.009024,11598785000.00,500,11698576000.00,500,1257.46,-0.008508
2005/11/29,0.000076,-0.000114,0.000758,0.000516,11597457900.00,500,11598785000.00,500,1257.48,0.000016
2005/11/30,-0.006012,-0.006338,-0.003196,-0.003358,11545923500.00,500,11597457900.00,500,1249.48,-0.006362
2005/12/01,0.012035,0.012031,0.014325,0.014306,11684855000.00,500,11545923500.00,500,1264.67,0.012157
2005/12/02,0.000414,0.000414,0.001173,0.001173,11707164200.00,500,11696633400.00,500,1265.08,0.000324
2005/12/05,-0.002464,-0.002508,-0.003679,-0.003735,11677985500.00,500,11707164200.00,500,1262.09,-0.002363
2005/12/06,0.001262,0.001244,0.001929,0.001896,11692515100.00,500,11677985500.00,500,1263.70,0.001276
2005/12/07,-0.004769,-0.004967,-0.004499,-0.004745,11634437800.00,500,11692515100.00,500,1257.37,-0.005009
2005/12/08,-0.001017,-0.001109,0.000164,0.000102,11621534800.00,500,11634437800.00,500,1255.84,-0.001217
2005/12/09,0.002859,0.002849,0.004675,0.004656,11654527800.00,500,11621534800.00,500,1259.37,0.002811
2005/12/12,0.001008,0.000973,0.001214,0.001190,11665873500.00,500,11654527800.00,500,1260.43,0.000842
2005/12/13,0.005631,0.005550,0.005016,0.004819,11730615600.00,500,11665873500.00,500,1267.43,0.005554
2005/12/14,0.004246,0.004168,0.004604,0.004528,11779355900.00,500,11730615600.00,500,1272.74,0.004190
