date,ticker,priceClosing
20060713,A,28.47000000
20060713,AA,30.99000000
20060713,AAP,28.85000000
20060713,AAPL,52.25000000
20060713,ABC,41.55000000
20060713,ABMD,13.27000000
20060713,ABT,43.99000000
20060713,ACAS,33.55000000
20060713,ACE,50.00000000
20060713,ACF,26.26000000
20060713,ACN,28.05000000
20060713,ACS,49.41000000
20060713,ADBE,28.10000000
20060713,ADCT,15.14000000
20060713,ADI,31.18000000
20060713,ADM,41.63000000
20060713,ADP,42.93000000
20060713,ADPT,4.00000000
20060713,ADS,53.09000000
20060713,ADSK,30.64000000
20060713,AEE,50.58000000
20060713,AEP,34.72000000
20060713,AES,19.17000000
20060713,AET,38.50000000
20060713,AFL,45.24000000
20060713,AGN,104.44000000
20060713,AIG,58.36000000
20060713,AIH,-8.64500000
20060713,AIV,45.95000000
20060713,AIZ,47.94000000
20060713,AJG,24.96000000
20060713,AKAM,31.26000000
20060713,AKS,13.24000000
20060713,ALB,45.15000000
20060713,ALGN,6.66000000
20060713,ALK,36.20000000
20060713,ALL,54.89000000
20060713,ALXN,34.10000000
20060713,AMAT,15.46000000
20060713,AMB,51.45000000
20060713,AMCC,2.28000000
20060713,AMD,22.13000000
20060713,AME,42.78000000
20060713,AMG,87.00000000
20060713,AMGN,65.61000000
20060713,AMP,41.53000000
20060713,AMR,24.99000000
20060713,AMSG,22.16000000
20060713,AMT,31.15000000
20060713,AMZN,33.73000000
20060713,AN,20.41000000
20060713,ANDW,8.31000000
20060713,ANF,54.38000000
20060713,ANSS,41.72000000
20060713,AOC,33.03000000
20060713,AOS,42.88000000
20060713,APA,67.51000000
20060713,APC,45.12000000
20060713,APD,62.42000000
20060713,APH,51.87000000
20060713,APOL,49.07000000
20060713,APY,2.30000000
20060713,ARE,91.00000000
20060713,ARG,35.99000000
20060713,ASH,63.85000000
20060713,ASN,50.76000000
20060713,ATI,61.27000000
20060713,ATVI,10.91000000
20060713,AVB,112.89000000
20060713,AVP,31.01000000
20060713,AVY,57.38000000
20060713,AVZ,17.51000000
20060713,AW,10.00000000
20060713,AXP,51.25000000
20060713,AYE,38.16000000
20060713,AYI,41.38000000
20060713,AZO,85.25000000
20060713,BA,79.59000000
20060713,BAC,47.98000000
20060713,BAX,37.00000000
20060713,BBBY,32.22000000
20060713,BBT,39.89000000
20060713,BBY,46.50000000
20060713,BC,28.25000000
20060713,BCR,72.41000000
20060713,BDK,76.01000000
20060713,BDX,58.84000000
20060713,BEN,83.66000000
20060713,BGG,29.06000000
20060713,BHI,81.89000000
20060713,BIIB,45.21000000
20060713,BK,31.54000000
20060713,BLI,16.27000000
20060713,BLK,135.83000000
20060713,BLL,35.64000000
20060713,BLS,34.34000000
20060713,BMC,22.46000000
20060713,BMS,29.12000000
20060713,BMY,24.78000000
20060713,BRCM,27.89000000
20060713,BRL,45.91000000
20060713,BSX,15.98000000
20060713,BTU,54.74000000
20060713,BWA,60.81000000
20060713,BXP,92.95000000
20060713,C,47.87000000
20060713,CA,19.48000000
20060713,CAG,22.00000000
20060713,CAH,63.37000000
20060713,CAM,48.84000000
20060713,CAT,69.70000000
20060713,CB,49.30000000
20060713,CBE,88.89000000
20060713,CBG,23.60000000
20060713,CBS,26.95000000
20060713,CCI,34.33000000
20060713,CCL,39.64000000
20060713,CD,15.38000000
20060713,CDNS,16.10000000
20060713,CE,19.65000000
20060713,CEG,54.75000000
20060713,CELG,46.77000000
20060713,CEPH,62.34000000
20060713,CERN,34.35000000
20060713,CF,13.34000000
20060713,CFS,2.48000000
20060713,CHD,35.70000000
20060713,CHK,29.30000000
20060713,CHP,7.29000000
20060713,CHRW,48.34000000
20060713,CHTR,1.15000000
20060713,CI,103.36000000
20060713,CIEN,3.99000000
20060713,CIK,3.95000000
20060713,CINF,47.08000000
20060713,CIT,50.34000000
20060713,CL,61.60000000
20060713,CLF,36.99000000
20060713,CLX,60.16000000
20060713,CMA,51.86000000
20060713,CMCSA,31.50000000
20060713,CME,465.85000000
20060713,CMG,55.01000000
20060713,CMI,115.54000000
20060713,CMS,13.27000000
20060713,CMT,5.63000000
20060713,CMVT,17.79000000
20060713,CNC,20.94000000
20060713,CNO,22.40000000
20060713,CNP,12.60000000
20060713,CNX,43.60000000
20060713,COF,83.63000000
20060713,COG,46.58000000
20060713,COH,27.38000000
20060713,COL,54.59000000
20060713,COO,44.09000000
20060713,COP,67.08000000
20060713,COST,55.05000000
20060713,CPB,36.85000000
20060713,CPRT,25.60000000
20060713,CR,38.24000000
20060713,CRM,22.22000000
20060713,CSC,53.00000000
20060713,CSCO,18.02000000
20060713,CSX,64.55000000
20060713,CTAS,37.10000000
20060713,CTB,10.09000000
20060713,CTL,36.58000000
20060713,CTSH,63.66000000
20060713,CTXS,34.94000000
20060713,CVG,18.70000000
20060713,CVH,55.97000000
20060713,CVS,32.09000000
20060713,CVX,64.94000000
20060713,CZN,12.59000000
20060713,D,75.00000000
20060713,DD,39.55000000
20060713,DDR,53.41000000
20060713,DDS,29.69000000
20060713,DE,76.36000000
20060713,DELL,21.70000000
20060713,DF,37.24000000
20060713,DG,13.94000000
20060713,DGX,59.26000000
20060713,DHI,22.86000000
20060713,DHR,62.00000000
20060713,DIS,28.70000000
20060713,DISCA,14.03000000
20060713,DISH,30.53000000
20060713,DJ,33.61000000
20060713,DLR,25.32000000
20060713,DLTR,25.34000000
20060713,DLX,14.37000000
20060713,DNB,67.15000000
20060713,DNR,31.07000000
20060713,DO,77.45000000
20060713,DOV,47.26000000
20060713,DRE,35.50000000
20060713,DRI,35.23000000
20060713,DTE,41.63000000
20060713,DUK,29.44000000
20060713,DV,20.17000000
20060713,DVA,48.32000000
20060713,DVN,59.87000000
20060713,DYN,5.09000000
20060713,EBAY,26.58000000
20060713,EBIX,16.25000000
20060713,ECL,40.26000000
20060713,ED,45.20000000
20060713,EFX,32.18000000
20060713,EIX,38.96000000
20060713,EL,37.77000000
20060713,EMC,9.98000000
20060713,EMN,51.56000000
20060713,EMR,79.91000000
20060713,ENDP,30.42000000
20060713,EOG,69.50000000
20060713,EOP,37.21000000
20060713,EP,15.05000000
20060713,EQIX,48.24000000
20060713,EQR,45.46000000
20060713,EQT,34.05000000
20060713,ERTS,43.52000000
20060713,ESRX,71.35000000
20060713,ESS,116.20000000
20060713,ESV,42.63000000
20060713,ET,20.30000000
20060713,ETN,69.21000000
20060713,ETR,73.36000000
20060713,EW,44.66000000
20060713,EXC,57.70000000
20060713,EXPD,52.30000000
20060713,EXPE,13.61000000
20060713,EXR,16.06000000
20060713,F,6.56000000
20060713,FAST,35.21000000
20060713,FCX,53.18000000
20060713,FD,34.55000000
20060713,FDC,42.83000000
20060713,FDO,21.80000000
20060713,FDX,110.55000000
20060713,FE,53.77000000
20060713,FFIV,47.53000000
20060713,FHN,39.14000000
20060713,FII,31.21000000
20060713,FIS,34.00000000
20060713,FISV,43.07000000
20060713,FITB,36.50000000
20060713,FL,26.59000000
20060713,FLIR,26.30000000
20060713,FLR,89.72000000
20060713,FLS,54.27000000
20060713,FLT,2.29000000
20060713,FMC,62.81000000
20060713,FO,72.01000000
20060713,FOSL,17.80000000
20060713,FPL,41.49000000
20060713,FRC,42.90000000
20060713,FRT,72.34000000
20060713,FRX,38.40000000
20060713,FTI,67.74000000
20060713,GCI,54.64000000
20060713,GD,68.56000000
20060713,GDW,72.80000000
20060713,GE,32.67000000
20060713,GENZ,62.94000000
20060713,GFI,22.95000000
20060713,GFR,19.01000000
20060713,GGP,45.40000000
20060713,GILD,61.10000000
20060713,GIS,52.23000000
20060713,GLBC,16.03000000
20060713,GLW,20.65000000
20060713,GM,28.32000000
20060713,GME,39.34000000
20060713,GNW,34.11000000
20060713,GOLD,22.15000000
20060713,GOOG,408.83000000
20060713,GPC,41.24000000
20060713,GPN,40.50000000
20060713,GPS,16.51000000
20060713,GR,38.75000000
20060713,GRMN,97.79000000
20060713,GS,142.55000000
20060713,GT,10.08000000
20060713,GTW,2.05000000
20060713,GWW,72.57000000
20060713,HAL,73.73000000
20060713,HANS,47.05000000
20060713,HAR,82.60000000
20060713,HAS,17.74000000
20060713,HBAN,23.13000000
20060713,HCA,43.53000000
20060713,HCBK,13.16000000
20060713,HCP,26.65000000
20060713,HCR,47.79000000
20060713,HD,34.07000000
20060713,HDI,52.02000000
20060713,HES,54.14000000
20060713,HIG,81.65000000
20060713,HLT,26.21000000
20060713,HMA,19.86000000
20060713,HOC,48.93000000
20060713,HOLX,44.55000000
20060713,HON,37.99000000
20060713,HOT,56.98000000
20060713,HP,27.94000000
20060713,HPC,14.85000000
20060713,HPQ,31.22000000
20060713,HRB,23.36000000
20060713,HRL,36.91000000
20060713,HRS,40.15000000
20060713,HSIC,48.62000000
20060713,HSP,42.37000000
20060713,HST,22.25000000
20060713,HSY,56.44000000
20060713,HUM,55.96000000
20060713,IACI,24.85000000
20060713,IBM,74.24000000
20060713,ICE,59.80000000
20060713,IDNX,7.27000000
20060713,IDXX,72.69000000
20060713,IFF,34.74000000
20060713,IKN,12.73000000
20060713,ILMN,29.31000000
20060713,IMS,13.90000000
20060713,INCY,4.20000000
20060713,INFO,2.61000000
20060713,INTC,17.72000000
20060713,INTU,28.65000000
20060713,IP,31.70000000
20060713,IPG,7.98000000
20060713,IR,38.50000000
20060713,IRM,35.25000000
20060713,ISRG,114.62000000
20060713,IT,13.21000000
20060713,ITG,50.61000000
20060713,ITI,2.35000000
20060713,ITT,47.66000000
20060713,ITW,44.54000000
20060713,JBHT,23.84000000
20060713,JBL,24.65000000
20060713,JCI,82.87000000
20060713,JCP,64.78000000
20060713,JDSU,2.08000000
20060713,JEC,75.24000000
20060713,JEF,26.80000000
20060713,JKHY,17.95000000
20060713,JNJ,60.27000000
20060713,JNPR,14.35000000
20060713,JNS,16.84000000
20060713,JNY,29.49000000
20060713,JOYG,40.70000000
20060713,JPM,41.39000000
20060713,JWN,34.19000000
20060713,K,47.97000000
20060713,KBH,41.67000000
20060713,KEY,34.62000000
20060713,KEYS,40.46000000
20060713,KFT,30.31000000
20060713,KG,16.94000000
20060713,KIM,36.86000000
20060713,KLAC,40.50000000
20060713,KMB,59.99000000
20060713,KMI,99.88000000
20060713,KMX,33.51000000
20060713,KO,43.10000000
20060713,KR,21.81000000
20060713,KSE,40.27000000
20060713,KSS,55.72000000
20060713,KSU,25.64000000
20060713,LB,12.16000000
20060713,LDG,42.47000000
20060713,LEE,26.12000000
20060713,LEG,23.14000000
20060713,LEN,41.07000000
20060713,LH,62.13000000
20060713,LIZ,34.96000000
20060713,LKQX,20.50000000
20060713,LLL,74.28000000
20060713,LLTC,31.29000000
20060713,LLY,54.88000000
20060713,LM,94.99000000
20060713,LMT,74.73000000
20060713,LNC,54.85000000
20060713,LNT,34.49000000
20060713,LNX,6.84000000
20060713,LOW,27.96000000
20060713,LPX,19.49000000
20060713,LRCX,42.55000000
20060713,LTBG,12.52000000
20060713,LTD,24.28000000
20060713,LTR,35.41000000
20060713,LU,2.13000000
20060713,LUK,27.72000000
20060713,LUV,16.35000000
20060713,LVLT,4.11000000
20060713,LXK,55.24000000
20060713,MA,44.72000000
20060713,MAA,55.43000000
20060713,MAC,71.53000000
20060713,MAR,36.15000000
20060713,MAS,27.27000000
20060713,MAT,16.16000000
20060713,MBI,56.79000000
20060713,MCD,33.17000000
20060713,MCHP,33.13000000
20060713,MCK,46.29000000
20060713,MCO,50.45000000
20060713,MDP,48.36000000
20060713,MDR,43.65000000
20060713,MDT,47.50000000
20060713,MEDI,26.89000000
20060713,MEE,32.55000000
20060713,MET,50.27000000
20060713,MFE,22.90000000
20060713,MGM,37.25000000
20060713,MHK,67.23000000
20060713,MHP,48.88000000
20060713,MHS,57.80000000
20060713,MKC,34.44000000
20060713,MLM,80.31000000
20060713,MMC,25.99000000
20060713,MMM,71.63000000
20060713,MNST,36.69000000
20060713,MO,76.71000000
20060713,MOLX,31.59000000
20060713,MON,83.40000000
20060713,MOS,14.86000000
20060713,MOT,19.05000000
20060713,MRK,36.94000000
20060713,MRO,86.90000000
20060713,MS,61.47000000
20060713,MSFT,22.26000000
20060713,MSI,0.79000000
20060713,MSS,1.24000000
20060713,MTB,117.55000000
20060713,MTD,57.86000000
20060713,MTG,61.77000000
20060713,MTW,41.46000000
20060713,MU,14.32000000
20060713,MUR,55.54000000
20060713,MWP,25.29000000
20060713,MWV,26.46000000
20060713,MXIM,28.90000000
20060713,MXM,-27.78500000
20060713,MYL,19.55000000
20060713,,
20060713,NAV,21.40000000
20060713,NAVI,4.05000000
20060713,NBL,47.08000000
20060713,NBR,31.95000000
20060713,NCC,34.88000000
20060713,NCR,34.48000000
20060713,NDAQ,26.73000000
20060713,NE,73.86000000
20060713,NEM,54.11000000
20060713,NFB,29.76000000
20060713,NFLX,24.90000000
20060713,NFX,46.08000000
20060713,NI,22.26000000
20060713,NKE,78.76000000
20060713,NKTR,16.88000000
20060713,NOC,64.23000000
20060713,NOV,61.48000000
20060713,NOVL,6.15000000
20060713,NRG,47.16000000
20060713,NSC,50.05000000
20060713,NT,2.07000000
20060713,NTAP,27.94000000
20060713,NTRS,53.00000000
20060713,NU,20.99000000
20060713,NUE,49.78000000
20060713,NVDA,17.76000000
20060713,NVT,38.99000000
20060713,NWL,24.65000000
20060713,NWS,19.17000000
20060713,NX,39.87000000
20060713,NXL,24.85000000
20060713,NYT,23.91000000
20060713,NYX,63.05000000
20060713,O,22.11000000
20060713,ODP,35.68000000
20060713,OI,14.94000000
20060713,OKE,35.41000000
20060713,OMC,85.93000000
20060713,OMX,42.60000000
20060713,ORCL,14.10000000
20060713,ORLY,29.56000000
20060713,OXY,102.40000000
20060713,PALM,14.93000000
20060713,PAYX,36.87000000
20060713,PBCT,32.22000000
20060713,PBG,33.87000000
20060713,PBI,40.84000000
20060713,PCAR,78.39000000
20060713,PCG,39.92000000
20060713,PCH,34.85000000
20060713,PCL,34.91000000
20060713,PCLN,27.11000000
20060713,PCP,56.37000000
20060713,PD,79.05000000
20060713,PDCO,34.00000000
20060713,PEG,67.11000000
20060713,PEP,62.07000000
20060713,PETM,23.47000000
20060713,PFE,22.87000000
20060713,PFG,53.78000000
20060713,PG,56.54000000
20060713,PGR,24.52000000
20060713,PH,73.02000000
20060713,PHM,28.04000000
20060713,PIR,6.45000000
20060713,PKG,21.18000000
20060713,PKI,20.50000000
20060713,PLD,53.53000000
20060713,PLI,4.51000000
20060713,PLL,26.33000000
20060713,PLMD,34.41000000
20060713,PMCS,6.91000000
20060713,PMTC,12.61000000
20060713,PNC,69.39000000
20060713,PNR,32.65000000
20060713,PNW,41.32000000
20060713,POM,23.43000000
20060713,PPG,63.38000000
20060713,PPL,32.67000000
20060713,PRGO,14.93000000
20060713,PRSP,31.83000000
20060713,PRU,76.86000000
20060713,PSA,78.57000000
20060713,PTC,11.72000000
20060713,PTV,23.33000000
20060713,PVH,34.14000000
20060713,PWER,5.65000000
20060713,PWR,15.46000000
20060713,PXD,44.70000000
20060713,QCOM,36.56000000
20060713,QLGC,16.29000000
20060713,R,54.90000000
20060713,RAI,117.69000000
20060713,RCL,35.63000000
20060713,RDC,35.10000000
20060713,RE,89.51000000
20060713,REG,62.49000000
20060713,REGN,12.16000000
20060713,RF,32.45000000
20060713,RFMD,5.51000000
20060713,RHAT,23.00000000
20060713,RHI,36.57000000
20060713,RIG,78.61000000
20060713,RJF,27.77000000
20060713,RL,49.10000000
20060713,RLH,11.10000000
20060713,RMD,45.11000000
20060713,ROH,47.13000000
20060713,ROK,69.26000000
20060713,ROL,19.26000000
