date,ticker,priceClosing
20040823,A,22.15000000
20040823,AA,31.80000000
20040823,AAP,35.72000000
20040823,AAPL,31.08000000
20040823,ABC,53.21000000
20040823,ABMD,9.77000000
20040823,ABT,40.88000000
20040823,ACAS,30.74000000
20040823,ACE,39.00000000
20040823,ACF,20.88000000
20040823,ACN,26.24000000
20040823,ACS,53.03000000
20040823,ADBE,45.63000000
20040823,ADCT,2.21000000
20040823,ADI,36.75000000
20040823,ADM,15.79000000
20040823,ADP,39.88000000
20040823,ADPT,7.24000000
20040823,ADS,36.85000000
20040823,ADSK,42.44000000
20040823,AEE,45.99000000
20040823,AEP,32.15000000
20040823,AES,10.10000000
20040823,AET,93.62000000
20040823,AFL,39.53000000
20040823,AGN,73.24000000
20040823,AHC,77.39000000
20040823,AIG,70.27000000
20040823,AIH,5.27000000
20040823,AIV,33.12000000
20040823,AIZ,25.91000000
20040823,AJG,31.44000000
20040823,AKAM,13.88000000
20040823,AKS,6.13000000
20040823,ALB,31.73000000
20040823,ALGN,14.83000000
20040823,ALK,21.36000000
20040823,ALL,47.66000000
20040823,ALXN,15.67000000
20040823,AMAT,16.22000000
20040823,AMB,36.36000000
20040823,AMCC,3.39000000
20040823,AMD,12.26000000
20040823,AME,29.25000000
20040823,AMG,46.86000000
20040823,AMGN,58.05000000
20040823,AMR,8.95000000
20040823,AMSG,21.34000000
20040823,AMT,14.59000000
20040823,AMZN,39.45000000
20040823,AN,16.05000000
20040823,ANDW,11.27000000
20040823,ANF,30.33000000
20040823,ANSS,44.76000000
20040823,AOC,25.56000000
20040823,AOS,26.52000000
20040823,APA,43.52000000
20040823,APC,56.94000000
20040823,APD,52.62000000
20040823,APH,30.02000000
20040823,APOL,72.53000000
20040823,ARE,63.24000000
20040823,ARG,21.58000000
20040823,ASH,49.88000000
20040823,ASN,30.29000000
20040823,ATH,81.99000000
20040823,ATI,17.95000000
20040823,ATVI,13.95000000
20040823,AVB,61.08000000
20040823,AVP,43.74000000
20040823,AVY,60.24000000
20040823,AVZ,10.18000000
20040823,AW,10.32000000
20040823,AXP,49.70000000
20040823,AYE,14.50000000
20040823,AYI,22.85000000
20040823,AZO,76.08000000
20040823,BA,50.65000000
20040823,BAC,88.30000000
20040823,BAX,31.59000000
20040823,BBBY,35.15000000
20040823,BBT,39.22000000
20040823,BBY,48.60000000
20040823,BC,39.19000000
20040823,BCC,31.66000000
20040823,BCR,54.12000000
20040823,BDK,69.23000000
20040823,BDX,47.83000000
20040823,BEN,52.31000000
20040823,BGG,75.00000000
20040823,BHI,38.76000000
20040823,BIIB,59.02000000
20040823,BK,29.45000000
20040823,BLI,12.51000000
20040823,BLK,64.94000000
20040823,BLL,74.11000000
20040823,BLS,26.92000000
20040823,BMC,14.94000000
20040823,BMS,26.20000000
20040823,BMY,23.30000000
20040823,BNK,31.49000000
20040823,BR,35.75000000
20040823,BRCM,31.10000000
20040823,BRL,39.52000000
20040823,BSX,35.20000000
20040823,BTU,52.97000000
20040823,BUTL,1.86000000
20040823,BVSN,2.80000000
20040823,BWA,44.66000000
20040823,BXP,54.98000000
20040823,C,45.82000000
20040823,CA,23.86000000
20040823,CAG,25.99000000
20040823,CAH,44.15000000
20040823,CAM,48.45000000
20040823,CAP,1.15000000
20040823,CARS,29.38000000
20040823,CAT,72.05000000
20040823,CB,67.17000000
20040823,CBE,56.07000000
20040823,CBG,19.18000000
20040823,CCI,13.67000000
20040823,CCL,44.60000000
20040823,CD,21.89000000
20040823,CDN,11.72000000
20040823,CEG,39.50000000
20040823,CELG,53.59000000
20040823,CEPH,45.23000000
20040823,CERN,46.06000000
20040823,CEY,37.60000000
20040823,CF,44.38000000
20040823,CFS,2.39000000
20040823,CHD,43.71000000
20040823,CHK,13.88000000
20040823,CHP,16.02000000
20040823,CHRW,42.03000000
20040823,CHTR,3.03000000
20040823,CI,64.10000000
20040823,CIEN,2.04000000
20040823,CIK,4.35000000
20040823,CINF,40.06000000
20040823,CIT,35.73000000
20040823,CL,53.34000000
20040823,CLF,65.95000000
20040823,CLX,52.61000000
20040823,CMA,59.48000000
20040823,CMCSA,27.82000000
20040823,CME,137.39000000
20040823,CMI,68.05000000
20040823,CMS,9.22000000
20040823,CMT,3.24000000
20040823,CMVT,17.34000000
20040823,CNC,37.54000000
20040823,CNO,16.67000000
20040823,CNP,10.96000000
20040823,CNX,33.44000000
20040823,COF,70.29000000
20040823,COG,38.93000000
20040823,COH,40.32000000
20040823,COL,34.12000000
20040823,COO,58.30000000
20040823,COP,73.48000000
20040823,COST,41.82000000
20040823,CPB,26.10000000
20040823,CPN,3.42000000
20040823,CPRT,21.79000000
20040823,CR,26.74000000
20040823,CRM,12.50000000
