date,ticker,gicsIndustry
20060825,ADCT,4520
20060825,AAMRQ,2030
20060825,AAR,2030
20060825,PNW,5510
20060825,ABT,3510
20060825,AMD,4530
20060825,AET,3510
20060825,APD,1510
20060825,ALK,2030
20060825,ACV.1,3030
20060825,AL.1,1510
20060825,AL.Z,1510
20060825,AYE,5510
20060825,HON,2010
20060825,AT.2,5010
20060825,AT.P,5010
20060825,SWKS,4530
20060825,AA.3,1510
20060825,AA.P,1510
20060825,HES,1010
20060825,BEAM,3020
20060825,BEAM.PA,3020
20060825,AEP,5510
20060825,AXP,4020
20060825,AFL,4030
20060825,AM.1,2520
20060825,WYE,3520
20060825,WYE.P,3520
20060825,AIG,4030
20060825,TT.2,2010
20060825,AME,2010
20060825,AMGN,3520
20060825,ASO.1,4010
20060825,ADI,4530
20060825,ANDW,4520
20060825,NBR,1010
20060825,BUD.2,3020
20060825,APA,1010
20060825,AAPL,4520
20060825,AMAT,4530
20060825,ADM,3020
20060825,ASH,1510
20060825,GAS,5510
20060825,ADSK,4510
20060825,ADP,4510
20060825,AVY,1510
20060825,AVP,3030
20060825,BHI,1010
20060825,BLL,1510
20060825,CEG,5510
20060825,BK,4020
20060825,BCR,3510
20060825,GOLD,1510
20060825,ABX.,1510
20060825,BOL,3510
20060825,BAX,3510
20060825,BDX,3510
20060825,VZ,5010
20060825,BLS,5010
20060825,BMS,1510
20060825,BRK.A,4020
20060825,BRK.B,4020
20060825,BKHT50,4020
20060825,BBY,2550
20060825,BMET,3510
20060825,BDK,2520
20060825,HRB,2530
20060825,ESV,1010
20060825,BA,2010
20060825,OMX,2550
20060825,RHI,2020
20060825,BGG,2010
20060825,BMY,3520
20060825,BMYMP,3520
20060825,BF.B,3020
20060825,BF.A,3020
20060825,BC,2520
20060825,BNI,2030
20060825,UIS,4510
20060825,CI,3510
20060825,CSX,2030
20060825,CPB,3020
20060825,STZ.B,3020
20060825,STZ,3020
20060825,CAH,3510
20060825,PGN.1,5510
20060825,CAT,2010
20060825,CTX.2,2520
20060825,CBSS,4010
20060825,CTL,5010
20060825,JPM,4010
20060825,JPM.PF.,4010
20060825,CVX,1010
20060825,CB.1,4030
20060825,CHD,3030
20060825,CCTYQ,2550
20060825,CTAS,2020
20060825,CCU.1,5020
20060825,CLF,1510
20060825,CLX,3030
20060825,KO,3020
20060825,CL,3030
20060825,AON,4030
20060825,CMCSA,5020
20060825,CMCSK,5020
20060825,CCZ,5020
20060825,CMA,4010
20060825,C,4010
20060825,C.PF.,4010
20060825,CPM.1,4010
20060825,C.PH.1,4010
20060825,C.PG.,4010
20060825,CAR,2030
20060825,CA,4510
20060825,DXC,4510
20060825,CAG,3020
20060825,ED,5510
20060825,EPB.2,5510
20060825,CMS,5510
20060825,CEN.2,4510
20060825,CBE,2010
20060825,CTB,2510
20060825,COO,3510
20060825,TAP,3020
20060825,TAP.Z.,3020
20060825,TAP.A,3020
20060825,TAP.Z,3020
20060825,GLW,4520
20060825,CFC.3,4010
20060825,CR,2010
20060825,CMI,2010
20060825,DCNAQ,2510
20060825,DHR,3510
20060825,TGT,2550
20060825,DE,2010
20060825,DALRQ,2030
20060825,DLX,2020
20060825,DTE,5510
20060825,ATGE,2530
20060825,DDS,2550
20060825,DIS,5020
20060825,DG.1,2550
20060825,D,5510
20060825,RRD,2020
20060825,RRD.2,2020
20060825,DOV,2010
20060825,DWDP,1510
20060825,DJ,2540
20060825,DOWJB,2540
20060825,OMC,5020
20060825,DD,1510
20060825,DD.PA,1510
20060825,DD.PB,1510
20060825,DUK,5510
20060825,DNB,2020
20060825,FLS,2010
20060825,PKI,3520
20060825,EKDKQ,4520
20060825,ETN,2010
20060825,ECL,1510
20060825,EP,1010
20060825,EMR,2010
20060825,WFT,1010
20060825,EFX,2020
20060825,EQT,1010
20060825,EXPD,2030
20060825,XOM,1010
20060825,FMC,1510
20060825,NEE,5510
20060825,FDO,2550
20060825,FDX,2030
20060825,FNMA,4010
20060825,FNMAP,4010
20060825,FNMAO,4010
20060825,FNMAM,4010
20060825,FNM.PJ,4010
20060825,FNM.PK,4010
20060825,FNMAN,4010
20060825,FNMAL,4010
20060825,FNMAK,4010
20060825,FRT,6010
20060825,FRT.PB,6010
20060825,M,2550
20060825,FITB,4010
20060825,RF,4010
20060825,MTB,4010
20060825,USB,4010
20060825,USB.PH,4010
20060825,FHN,4010
20060825,WB.3,4010
20060825,FLR,2010
20060825,F,2510
20060825,F.PA,2510
20060825,FRX,3520
20060825,BEN,4020
20060825,AJG,4030
20060825,TGNA,5020
20060825,GPS,2550
20060825,GD,2010
20060825,GE,2010
20060825,GIS,3020
20060825,MTLQQ,2510
20060825,XGM,2510
20060825,HGM,2510
20060825,BGM.1,2510
20060825,GMS.1,2510
20060825,EDS.,4510
20060825,GPC,2550
20060825,GDW,4010
20060825,GR,2010
20060825,GT,2510
20060825,GWW,2010
20060825,HAL,1010
20060825,HRS,2010
20060825,HAS,2520
20060825,WELL,6010
20060825,HCN.PD,6010
20060825,HCN.PF,6010
20060825,HNZ,3020
20060825,HNZPP,3020
20060825,HP,1010
20060825,HPC,1510
20060825,HSY,3020
20060825,HPQ,4520
20060825,HLT.1,2530
20060825,HLNQ,2530
20060825,HFC,1010
20060825,HD,2550
20060825,HRL,3020
20060825,HOT,2530
20060825,CNP,5510
20060825,JBHT,2030
20060825,HBAN,4010
20060825,ITT,2010
20060825,ITW,2010
20060825,INCLF,1510
20060825,N.1,1510
20060825,IR,2010
20060825,INTC,4530
20060825,IBM,4510
20060825,IFF,1510
20060825,NAV,2010
20060825,NAV.PD,2010
20060825,IGT.1,2530
20060825,IP,1510
20060825,IPG,5020
