date,ticker,gicsSector
20090406,ADCT,45
20090406,AAMRQ,20
20090406,AAR,20
20090406,PNW,55
20090406,ABT,35
20090406,AMD,45
20090406,AET,35
20090406,APD,15
20090406,ALK,20
20090406,ACV.1,30
20090406,AYE,55
20090406,HON,20
20090406,SWKS,45
20090406,AA.3,15
20090406,AA.P,15
20090406,HES,10
20090406,BEAM,30
20090406,BEAM.PA,30
20090406,AEP,55
20090406,AEP.PA,55
20090406,AXP,40
20090406,AFL,40
20090406,AM.1,25
20090406,WYE,35
20090406,WYE.P,35
20090406,AIG,40
20090406,AIG.PA,40
20090406,AME,20
20090406,AMGN,35
20090406,ADI,45
20090406,NBR,10
20090406,APA,10
20090406,AAPL,45
20090406,AMAT,45
20090406,ADM,30
20090406,ADM.PA,30
20090406,ASH,15
20090406,GAS,55
20090406,ADSK,45
20090406,ADP,45
20090406,AVY,15
20090406,AVP,30
20090406,BHI,10
20090406,BLL,15
20090406,CEG,55
20090406,CEG.PA,55
20090406,BK,40
20090406,BCR,35
20090406,GOLD,15
20090406,ABX.,15
20090406,BAX,35
20090406,BDX,35
20090406,VZ,50
20090406,BMS,15
20090406,BRK.A,40
20090406,BRK.B,40
20090406,BBY,25
20090406,BDK,25
20090406,HRB,25
20090406,ESV,10
20090406,BA,20
20090406,OMX,25
20090406,RHI,20
20090406,BGG,20
20090406,BMY,35
20090406,BMYMP,35
20090406,BF.B,30
20090406,BF.A,30
20090406,BC,25
20090406,BNI,20
20090406,UIS,45
20090406,CI,35
20090406,CSX,20
20090406,CPB,30
20090406,STZ.B,30
20090406,STZ,30
20090406,CAH,35
20090406,PGN.1,55
20090406,CAT,20
20090406,CTX.2,25
20090406,CTL,50
20090406,JPM,40
20090406,JPM.PI,40
20090406,JPM.PG.1,40
20090406,JPM.PF.,40
20090406,JPM.PE.,40
20090406,CVX,10
20090406,CB.1,40
20090406,CHD,30
20090406,CCTYQ,25
20090406,CTAS,20
20090406,IHRTQ,50
20090406,CLF,15
20090406,CLX,30
20090406,KO,30
20090406,CL,30
20090406,AON,40
20090406,CMCSA,50
20090406,CMCSK,50
20090406,CCZ,50
