date,ticker,gicsIndustry
20140519,AAL,2030
20140519,PNW,5510
20140519,ABT,3510
20140519,AMD,4530
20140519,AET,3510
20140519,APD,1510
20140519,ALK,2030
20140519,HON,2010
20140519,SWKS,4530
20140519,AA.3,1510
20140519,AA.P,1510
20140519,HES,1010
20140519,AEP,5510
20140519,AXP,4020
20140519,AFL,4030
20140519,AIG,4030
20140519,AIG.WS,4030
20140519,AME,2010
20140519,AMGN,3520
20140519,ADI,4530
20140519,NBR,1010
20140519,APA,1010
20140519,AAPL,4520
20140519,AMAT,4530
20140519,ADM,3020
20140519,ASH,1510
20140519,GAS,5510
20140519,ADSK,4510
20140519,ADP,4510
20140519,AVY,1510
20140519,AVP,3030
20140519,BHI,1010
20140519,BLL,1510
20140519,BK,4020
20140519,BK.PC,4020
20140519,BCR,3510
20140519,GOLD,1510
20140519,BAX,3510
20140519,BDX,3510
20140519,VZ,5010
20140519,BMS,1510
20140519,BRK.A,4020
20140519,BRK.B,4020
20140519,BBY,2550
20140519,HRB,2530
20140519,ESV,1010
20140519,BA,2010
20140519,RHI,2020
20140519,BGG,2010
20140519,BMY,3520
20140519,BMYMP,3520
20140519,BF.B,3020
20140519,BF.A,3020
20140519,BC,2520
20140519,UIS,4510
20140519,CI,3510
20140519,CSX,2030
20140519,CPB,3020
20140519,STZ.B,3020
20140519,STZ,3020
20140519,CAH,3510
20140519,CAT,2010
20140519,CTL,5010
20140519,JPM,4010
20140519,JPM.WS,4010
20140519,JPM.PD.1,4010
20140519,JPM.PA,4010
20140519,JPM.PB,4010
20140519,CVX,1010
20140519,CB.1,4030
20140519,CHD,3030
20140519,CTAS,2020
20140519,IHRTQ,5020
20140519,CLF,1510
20140519,CLV,1510
20140519,CLX,3030
20140519,KO,3020
20140519,CL,3030
20140519,AON,4030
20140519,CMCSA,5020
20140519,CMCSK,5020
20140519,CCZ,5020
20140519,CMA,4010
20140519,CMA.WS,4010
20140519,C,4010
20140519,C.PP,4010
20140519,CGBBW,4010
20140519,C.WA,4010
20140519,C.PC,4010
20140519,C.PJ,4010
20140519,C.PK,4010
20140519,C.PL,4010
20140519,CAR,2030
20140519,CA,4510
20140519,DXC,4510
