date,ticker,gicsIndustry
20051124,AL.Z,1510
20051124,ABX.,1510
20051124,TAP.Z.,3020
20051124,TAP.Z,3020
20051124,RRD.2,2020
20051124,N.1,1510
20051124,NT.,4520
20051124,PDG.2,1510
