date,ticker,gicsIndustry
20060529,AL.Z,1510
20060529,ABX.,1510
20060529,TAP.Z.,3020
20060529,TAP.Z,3020
20060529,RRD.2,2020
20060529,N.1,1510
20060529,NT.,4520
