date,ticker,gicsIndustry
20050610,ADCT,4520
20050610,AAMRQ,2030
20050610,AAR,2030
20050610,PNW,5510
20050610,ABT,3510
20050610,AMD,4530
20050610,MCIP,5010
20050610,AET,3510
20050610,AEF.3,3510
20050610,APD,1510
20050610,ALK,2030
20050610,ACV.1,3030
20050610,ABS.1,3010
20050610,AL.1,1510
20050610,AL.Z,1510
20050610,AYE,5510
20050610,HON,2010
20050610,AT.2,5010
20050610,AT.P,5010
20050610,SWKS,4530
20050610,AA.3,1510
20050610,AA.P,1510
20050610,HES,1010
20050610,BEAM,3020
20050610,BEAM.PA,3020
20050610,AEP,5510
20050610,AEP.Z,5510
20050610,AXP,4020
20050610,AFL,4030
20050610,AM.1,2520
20050610,WYE,3520
20050610,WYE.P,3520
20050610,AIG,4030
20050610,TT.2,2010
20050610,T.2,5010
20050610,AME,2010
20050610,AMGN,3520
20050610,ASO.1,4010
20050610,ADI,4530
20050610,ANDW,4520
20050610,NBR,1010
20050610,BUD.2,3020
20050610,APA,1010
20050610,AAPL,4520
20050610,AMAT,4530
20050610,ADM,3020
20050610,ASH,1510
20050610,GAS,5510
20050610,ADSK,4510
20050610,ADP,4510
20050610,AVY,1510
20050610,AVP,3030
20050610,BHI,1010
20050610,BLL,1510
20050610,CEG,5510
20050610,BK,4020
20050610,BCR,3510
20050610,GOLD,1510
20050610,ABX.,1510
20050610,BOL,3510
20050610,BAX,3510
20050610,BDX,3510
20050610,VZ,5010
20050610,BLS,5010
20050610,BMS,1510
20050610,BRK.A,4020
20050610,BRK.B,4020
20050610,BKHT50,4020
20050610,BBY,2550
20050610,BMET,3510
20050610,BDK,2520
20050610,HRB,2530
20050610,ESV,1010
20050610,BA,2010
20050610,OMX,2550
20050610,RHI,2020
20050610,BGG,2010
20050610,BMY,3520
20050610,BMYMP,3520
20050610,BF.B,3020
20050610,BF.A,3020
20050610,BC,2520
20050610,BNI,2030
20050610,UIS,4510
20050610,CI,3510
20050610,CSX,2030
20050610,CPB,3020
20050610,STZ.B,3020
20050610,STZ,3020
20050610,PVN,4020
20050610,CAH,3510
20050610,PGN.1,5510
20050610,CAT,2010
20050610,CTX.2,2520
20050610,CBSS,4010
20050610,CTL,5010
20050610,JPM,4010
20050610,JPM.PH.,4010
20050610,JPM.PF.,4010
20050610,CVX,1010
20050610,CHIR.1,3520
20050610,CB.1,4030
20050610,CB.PB,4030
20050610,CHD,3030
20050610,CCTYQ,2550
20050610,CTAS,2020
20050610,CCU.1,5020
20050610,CLF,1510
20050610,CLX,3030
20050610,KO,3020
20050610,CL,3030
20050610,AON,4030
20050610,CMCSA,5020
20050610,CMCSK,5020
20050610,CCZ,5020
20050610,CMA,4010
20050610,C,4010
20050610,C.PF.,4010
20050610,CPM.1,4010
20050610,C.PH.1,4010
20050610,C.PG.,4010
20050610,CAR,2030
20050610,CA,4510
20050610,DXC,4510
20050610,CAG,3020
20050610,ED,5510
20050610,EPB.2,5510
20050610,CMS,5510
20050610,CEN.2,4510
20050610,CBE,2010
20050610,CTB,2510
20050610,COO,3510
20050610,TAP,3020
20050610,TAP.Z.,3020
20050610,TAP.A,3020
20050610,TAP.Z,3020
20050610,GLW,4520
20050610,CFC.3,4010
20050610,CR,2010
20050610,CMI,2010
20050610,DCNAQ,2510
20050610,DHR,3510
20050610,TGT,2550
20050610,DE,2010
20050610,DALRQ,2030
20050610,DLX,2020
20050610,DTE,5510
20050610,DTE.PB,5510
20050610,ATGE,2530
20050610,DDS,2550
20050610,DIS,5020
20050610,DG.1,2550
20050610,D,5510
20050610,RRD,2020
20050610,RRD.2,2020
20050610,DOV,2010
20050610,DWDP,1510
20050610,DJ,2540
20050610,DOWJB,2540
20050610,OMC,5020
20050610,DD,1510
20050610,DD.PA,1510
20050610,DD.PB,1510
20050610,DUK,5510
20050610,DUK.PA,5510
20050610,DNB,2020
20050610,FLS,2010
20050610,PKI,3520
20050610,EKDKQ,4520
20050610,ETN,2010
20050610,ECL,1510
20050610,EP,1010
20050610,EMR,2010
20050610,WFT,1010
20050610,EC.2,1510
20050610,EFX,2020
20050610,EQT,1010
20050610,EXPD,2030
20050610,XOM,1010
20050610,FMC,1510
20050610,NEE,5510
20050610,FDO,2550
20050610,FDX,2030
20050610,FNMA,4010
20050610,FNMAP,4010
20050610,FNMAO,4010
20050610,FNMAM,4010
20050610,FNMAG,4010
20050610,FNM.PJ,4010
20050610,FNM.PK,4010
20050610,FNMAN,4010
20050610,FNMAL,4010
20050610,FNMAK,4010
20050610,FRT,6010
20050610,FRT.PB,6010
20050610,M,2550
20050610,FITB,4010
20050610,RF,4010
20050610,MTB,4010
20050610,USB,4010
20050610,FHN,4010
20050610,WB.3,4010
20050610,FLR,2010
20050610,F,2510
20050610,F.PA,2510
20050610,FRX,3520
20050610,BEN,4020
20050610,AJG,4030
20050610,TGNA,5020
20050610,GPS,2550
20050610,GD,2010
20050610,GE,2010
20050610,GIS,3020
20050610,MTLQQ,2510
20050610,GM.1,2510
20050610,XGM,2510
20050610,HGM,2510
20050610,BGM.1,2510
20050610,GMS.1,2510
20050610,EDS.,4510
20050610,GPC,2550
20050610,GP.1,1510
20050610,G.1,3030
20050610,GDW,4010
20050610,GR,2010
20050610,GT,2510
20050610,GWW,2010
20050610,GLK.1,1510
20050610,HAL,1010
20050610,HRS,2010
20050610,HAS,2520
20050610,WELL,6010
20050610,HCN.PD,6010
20050610,HCN.PF,6010
20050610,HNZ,3020
20050610,HNZPP,3020
20050610,HP,1010
20050610,HPC,1510
20050610,HSY,3020
20050610,HPQ,4520
20050610,HLT.1,2530
20050610,HLNQ,2530
20050610,HFC,1010
20050610,HD,2550
20050610,HRL,3020
20050610,HOT,2530
20050610,CNP,5510
20050610,JBHT,2030
20050610,HBAN,4010
20050610,ITT,2010
20050610,ITW,2010
20050610,INCLF,1510
20050610,N.1,1510
20050610,NWG.1,1510
20050610,IR,2010
20050610,INTC,4530
20050610,IBM,4510
20050610,IFF,1510
20050610,NAV,2010
20050610,NAV.PD,2010
20050610,IGT.1,2530
20050610,IP,1510
20050610,IPG,5020
20050610,JEC,2010
20050610,JP.1,4030
20050610,JNJ,3520
20050610,JCI,2010
20050610,KLAC,4530
20050610,SHLDQ,2550
20050610,KMI.1,1010
20050610,KSU,2030
20050610,KSU.P,2030
20050610,EVRG,5510
20050610,K,3020
20050610,KMG.1,1010
20050610,KMB,3030
20050610,KRI,2540
20050610,KR,3010
20050610,LSI.1,4530
20050610,LRCX,4530
20050610,LEG,2520
20050610,LM,4020
20050610,LEN,2520
20050610,LEN.B,2520
20050610,JEF,4020
20050610,LLY,3520
20050610,LB,2550
20050610,LNC,4030
20050610,LNC.P,4030
20050610,KATE,2520
20050610,LMT,2010
20050610,L,4030
20050610,RRC,1010
20050610,KSE,5510
20050610,LDG,3010
20050610,LPX,1510
20050610,LOW,2550
20050610,MTW,2010
20050610,MRO,1010
20050610,HST,6010
20050610,HST.PC,6010
20050610,HST.PE,6010
20050610,MMC,4030
20050610,MI.1,4010
20050610,MAS,2010
20050610,MAT,2520
20050610,MAY.2,2550
20050610,MYG.1,2520
20050610,MPY,2520
20050610,MKC,3020
20050610,MKC.V,3020
20050610,MDR,1010
20050610,MCD,2530
20050610,SPGI,4020
20050610,MCK,3510
20050610,MHS,3510
20050610,MDT,3510
20050610,MEL.3,4020
20050610,CVS,3510
20050610,MRK,3520
20050610,MDP,5020
20050610,MDPEB,5020
20050610,MER,4020
20050610,IEM,4020
20050610,MTT..,4020
20050610,EFM.1,4020
20050610,ESM.4,4020
20050610,CSM.2,4020
20050610,FML..,4020
20050610,EUM.1,4020
20050610,GWM,4020
20050610,MDJ.,4020
20050610,RSM.1,4020
20050610,MPF.,4020
20050610,NKM.1,4020
20050610,ESY.,4020
20050610,IHM,4020
20050610,MLJ,4020
20050610,BHM,4020
20050610,MNM.1,4020
20050610,BDM.,4020
20050610,MU,4530
20050610,ETR,5510
20050610,MIL.2,3520
20050610,MMM,2010
20050610,MOLX,4520
20050610,MOLXA,4520
20050610,MSI,4520
20050610,MUR,1010
20050610,MYL,3520
20050610,BAC,4010
20050610,IKR,4010
20050610,BML.PG,4010
20050610,BML.PH,4010
20050610,BML.PN,4010
20050610,NCR,4520
20050610,NCC,4010
20050610,THC,3510
20050610,NSM.2,4530
20050610,NYT,5020
20050610,NYTAB,5020
20050610,NWL,2520
20050610,NEM,1510
20050610,GAS.2,5510
20050610,NKE,2520
20050610,NBL,1010
20050610,JWN,2550
20050610,NSC,2030
20050610,ES,5510
20050610,NI,5510
20050610,XEL,5510
20050610,XEL.PA,5510
20050610,XEL.PB,5510
20050610,XEL.PC,5510
20050610,XEL.PD,5510
20050610,XEL.PE,5510
20050610,XEL.PG,5510
20050610,NRTLQ,4520
20050610,NT.,4520
20050610,NTRS,4020
20050610,NOC,2010
20050610,TEX,2010
20050610,WFC,4010
20050610,NUE,1510
20050610,OXY,1010
20050610,FE,5510
20050610,OKE,1010
20050610,OKE.PA,1010
20050610,OI,1510
20050610,OI.PA,1510
20050610,PNC,4010
20050610,PNC.PC,4010
20050610,PNC.PD,4010
20050610,PPG,1510
20050610,PCAR,2010
20050610,PCG,5510
20050610,SRE,5510
20050610,PLL.1,2010
20050610,PH,2010
20050610,PAYX,4510
20050610,JCP,2550
20050610,PPL,5510
20050610,PNR,2010
20050610,PGL.1,5510
20050610,PEP,3020
20050610,ABI.3,3520
20050610,PFE,3520
20050610,PD,1510
20050610,EXC,5510
20050610,PE.PA,5510
20050610,PE.PB,5510
20050610,PE.PC,5510
20050610,PE.PD,5510
20050610,MO,3020
20050610,COP,1010
20050610,PVH,2520
20050610,PBI,2020
20050610,PBOWN,2020
20050610,PDG,1510
20050610,PDG.2,1510
20050610,PCH,6010
20050610,POM,5510
20050610,PCP,2010
20050610,PG,3030
20050610,ASN.1,4040
20050610,PEG,5510
20050610,PHM,2520
20050610,STR,5510
20050610,RJF,4020
20050610,RTN,2010
20050610,RBK,2520
20050610,AN,2550
20050610,ROK,2010
20050610,ROH,1510
20050610,ROL,2020
20050610,ROST,2550
20050610,RDC,1010
20050610,RDPL,1010
20050610,R,2030
20050610,SAF,4030
20050610,SWY,3010
20050610,STJ,3510
20050610,HSH,3020
20050610,SCG,5510
20050610,SGP,3520
20050610,SLB,1010
20050610,SFA.1,4520
20050610,SEE,1510
20050610,SHW,1510
20050610,SIAL,1510
20050610,5050B,2010
20050610,AOS,2010
20050610,SII,1010
20050610,SJM,3020
20050610,SNA,2010
20050610,KEY,4010
20050610,EIX,5510
20050610,SO,5510
20050610,LUV,2030
20050610,T,5010
20050610,SWN,1010
20050610,SWK,2010
20050610,STT,4020
20050610,PSA,6010
20050610,PSA.A,6010
20050610,PSA.PQ.1,6010
20050610,PSA.PR.1,6010
20050610,PSA.PS.1,6010
20050610,PSA.PT.1,6010
20050610,PSA.PU.1,6010
20050610,PSA.PV.1,6010
20050610,PSA.PW.1,6010
20050610,PSA.PX.1,6010
20050610,PSA.PZ.1,6010
20050610,PSA.PA.1,6010
20050610,PSA.PB.1,6010
20050610,PSA.PC.1,6010
20050610,PSA.PD.1,6010
20050610,PSA.PE.1,6010
20050610,SYK,3510
20050610,NAVI,4020
20050610,7127B,4020
20050610,JSM,4020
20050610,SUN.1,1010
20050610,STI,4010
20050610,SVU,3010
20050610,SBL.2,4520
20050610,SYY,3010
20050610,TE,5510
