date,ticker,gicsIndustry
20060220,AL.Z,1510
20060220,ABX.,1510
20060220,TAP.Z.,3020
20060220,TAP.Z,3020
20060220,RRD.2,2020
20060220,N.1,1510
20060220,NT.,4520
20060220,PDG.2,1510
