date,ticker,gicsSector
20070126,ADCT,45
20070126,AAMRQ,20
20070126,AAR,20
20070126,PNW,55
20070126,ABT,35
20070126,AMD,45
20070126,AET,35
20070126,APD,15
20070126,ALK,20
20070126,ACV.1,30
20070126,AL.1,15
20070126,AL.Z,15
20070126,AYE,55
20070126,HON,20
20070126,AT.2,50
20070126,AT.P,50
20070126,SWKS,45
20070126,AA.3,15
20070126,AA.P,15
20070126,HES,10
20070126,BEAM,30
20070126,BEAM.PA,30
20070126,AEP,55
20070126,AXP,40
20070126,AFL,40
20070126,AM.1,25
20070126,WYE,35
20070126,WYE.P,35
20070126,AIG,40
20070126,TT.2,20
20070126,AME,20
20070126,AMGN,35
20070126,ADI,45
20070126,ANDW,45
20070126,NBR,10
20070126,BUD.2,30
20070126,APA,10
20070126,AAPL,45
20070126,AMAT,45
20070126,ADM,30
20070126,ASH,15
20070126,GAS,55
20070126,ADSK,45
20070126,ADP,45
20070126,AVY,15
20070126,AVP,30
20070126,BHI,10
20070126,BLL,15
20070126,CEG,55
20070126,BK,40
20070126,BCR,35
20070126,GOLD,15
20070126,ABX.,15
20070126,BOL,35
20070126,BAX,35
20070126,BDX,35
20070126,VZ,50
20070126,BMS,15
20070126,BRK.A,40
20070126,BRK.B,40
20070126,BKHT50,40
20070126,BBY,25
20070126,BMET,35
20070126,BDK,25
20070126,HRB,25
20070126,ESV,10
20070126,BA,20
20070126,OMX,25
20070126,RHI,20
20070126,BGG,20
20070126,BMY,35
20070126,BMYMP,35
20070126,BF.B,30
20070126,BF.A,30
20070126,BC,25
20070126,BNI,20
20070126,UIS,45
20070126,CI,35
20070126,CSX,20
20070126,CPB,30
20070126,STZ.B,30
20070126,STZ,30
20070126,CAH,35
20070126,PGN.1,55
20070126,CAT,20
20070126,CTX.2,25
20070126,CBSS,40
20070126,CTL,50
20070126,JPM,40
20070126,JPM.PF.,40
20070126,CVX,10
20070126,CB.1,40
20070126,CHD,30
20070126,CCTYQ,25
20070126,CTAS,20
20070126,CCU.1,50
20070126,CLF,15
20070126,CLX,30
20070126,KO,30
20070126,CL,30
20070126,AON,40
20070126,CMCSA,50
20070126,CMCSK,50
20070126,CCZ,50
20070126,CMA,40
20070126,C,40
20070126,C.PF.,40
20070126,CPM.1,40
20070126,C.PH.1,40
20070126,C.PG.,40
20070126,CAR,20
20070126,CA,45
20070126,DXC,45
20070126,CAG,30
20070126,ED,55
20070126,EPB.2,55
20070126,CMS,55
20070126,CEN.2,45
20070126,CBE,20
20070126,CTB,25
20070126,COO,35
20070126,TAP,30
20070126,TAP.Z.,30
20070126,TAP.A,30
20070126,TAP.Z,30
20070126,GLW,45
20070126,CFC.3,40
20070126,CR,20
20070126,CMI,20
20070126,DCNAQ,25
20070126,DHR,35
20070126,TGT,25
20070126,DE,20
20070126,DALRQ,20
20070126,DLX,20
20070126,DTE,55
20070126,ATGE,25
20070126,DDS,25
20070126,DIS,50
20070126,DG.1,25
20070126,D,55
20070126,RRD,20
20070126,RRD.2,20
20070126,DOV,20
20070126,DWDP,15
20070126,DJ,25
20070126,DOWJB,25
20070126,OMC,50
20070126,DD,15
20070126,DD.PA,15
20070126,DD.PB,15
20070126,DUK,55
20070126,DNB,20
20070126,FLS,20
20070126,PKI,35
20070126,EKDKQ,45
20070126,ETN,20
20070126,ECL,15
20070126,EP,10
20070126,EMR,20
20070126,WFT,10
20070126,EFX,20
20070126,EQT,10
20070126,EXPD,20
20070126,XOM,10
20070126,FMC,15
20070126,NEE,55
20070126,FDO,25
20070126,FDX,20
20070126,FNMA,40
20070126,FNMAP,40
20070126,FNMAO,40
20070126,FNMAM,40
20070126,FNMAG,40
20070126,FNM.PJ,40
20070126,FNM.PK,40
20070126,FNMAN,40
20070126,FNMAL,40
20070126,FNMAK,40
20070126,FRT,60
20070126,M,25
20070126,FITB,40
20070126,RF,40
20070126,MTB,40
20070126,USB,40
20070126,USB.PH,40
20070126,FHN,40
20070126,WB.3,40
20070126,FLR,20
20070126,F,25
20070126,F.PA,25
20070126,FRX,35
20070126,BEN,40
20070126,AJG,40
20070126,TGNA,50
20070126,GPS,25
20070126,GD,20
20070126,GE,20
20070126,GIS,30
20070126,MTLQQ,25
20070126,XGM,25
20070126,HGM,25
20070126,BGM.1,25
20070126,GMS.1,25
20070126,EDS.,45
20070126,GPC,25
20070126,GR,20
20070126,GT,25
20070126,GWW,20
20070126,HAL,10
20070126,HRS,20
20070126,HAS,25
20070126,WELL,60
20070126,HCN.PD,60
20070126,HCN.PF,60
20070126,HCN.PG,60
20070126,HNZ,30
20070126,HNZPP,30
20070126,HP,10
20070126,HPC,15
20070126,HSY,30
20070126,HPQ,45
20070126,HLT.1,25
20070126,HLNQ,25
20070126,HFC,10
20070126,HD,25
20070126,HRL,30
20070126,HOT,25
20070126,CNP,55
20070126,JBHT,20
20070126,HBAN,40
20070126,ITT,20
20070126,ITW,20
20070126,IR,20
20070126,INTC,45
20070126,IBM,45
20070126,IFF,15
20070126,NAV,20
20070126,NAV.PD,20
20070126,IGT.1,25
20070126,IP,15
20070126,IPG,50
20070126,JEC,20
20070126,JNJ,35
20070126,JCI,20
20070126,KLAC,45
20070126,SHLDQ,25
20070126,KMI.1,10
20070126,KSU,20
20070126,KSU.P,20
20070126,EVRG,55
20070126,K,30
20070126,KMB,30
20070126,KR,30
20070126,LSI.1,45
20070126,LRCX,45
20070126,LEG,25
20070126,LM,40
20070126,LEN,25
20070126,LEN.B,25
20070126,JEF,40
20070126,LLY,35
20070126,LB,25
20070126,LNC,40
20070126,LNC.P,40
20070126,LNC.PG,40
20070126,KATE,25
20070126,LMT,20
20070126,L,40
20070126,RRC,10
20070126,KSE,55
20070126,LDG,30
20070126,LPX,15
20070126,LOW,25
20070126,MTW,20
20070126,MRO,10
20070126,HST,60
20070126,HST.PE,60
20070126,MMC,40
20070126,MI.1,40
20070126,MAS,20
20070126,MAT,25
20070126,MKC,30
20070126,MKC.V,30
20070126,MDR,10
20070126,MCD,25
20070126,SPGI,40
20070126,MCK,35
20070126,MHS,35
20070126,MDT,35
20070126,MEL.3,40
20070126,CVS,35
20070126,MRK,35
20070126,MDP,50
20070126,MDPEB,50
20070126,MER,40
20070126,IEM,40
20070126,IHM,40
20070126,MLJ,40
20070126,BHM,40
20070126,MNM.1,40
20070126,BDM.,40
20070126,MU,45
20070126,ETR,55
20070126,ETR.PA,55
20070126,MIL.2,35
20070126,MMM,20
20070126,MOLX,45
20070126,MOLXA,45
20070126,MSI,45
20070126,MUR,10
20070126,MYL,35
20070126,BAC,40
20070126,IKR,40
20070126,BAC.PD,40
20070126,BAC.PE,40
20070126,BML.PG,40
20070126,BML.PH,40
20070126,BML.PI,40
20070126,BML.PJ,40
20070126,BML.PN,40
20070126,NCR,45
20070126,NCC,40
20070126,THC,35
20070126,NSM.2,45
20070126,NYT,50
20070126,NYTAB,50
20070126,NWL,25
20070126,NEM,15
20070126,GAS.2,55
20070126,NKE,25
20070126,NBL,10
20070126,JWN,25
20070126,NSC,20
20070126,ES,55
20070126,NI,55
20070126,XEL,55
20070126,XEL.PA,55
20070126,XEL.PB,55
20070126,XEL.PC,55
20070126,XEL.PD,55
20070126,XEL.PE,55
20070126,XEL.PG,55
20070126,NRTLQ,45
20070126,NT.,45
20070126,NTRS,40
20070126,NOC,20
20070126,TEX,20
20070126,WFC,40
20070126,NUE,15
20070126,OXY,10
20070126,FE,55
20070126,OKE,10
20070126,OI,15
20070126,OI.PA,15
20070126,PNC,40
20070126,PNC.PC,40
20070126,PNC.PD,40
20070126,PPG,15
20070126,PCAR,20
20070126,PCG,55
20070126,SRE,55
20070126,PLL.1,20
20070126,PH,20
20070126,PAYX,45
20070126,JCP,25
20070126,PPL,55
20070126,PNR,20
20070126,PGL.1,55
20070126,PEP,30
20070126,ABI.3,35
20070126,PFE,35
20070126,PD,15
20070126,EXC,55
20070126,PE.PA,55
20070126,PE.PB,55
20070126,PE.PC,55
20070126,PE.PD,55
20070126,MO,30
20070126,COP,10
20070126,PVH,25
20070126,PBI,20
20070126,PBOWN,20
20070126,PCH,60
20070126,POM,55
20070126,PCP,20
20070126,PG,30
20070126,ASN.1,40
20070126,PEG,55
20070126,PHM,25
20070126,STR,55
20070126,RJF,40
20070126,RTN,20
20070126,RTN.WS,20
20070126,AN,25
20070126,ROK,20
20070126,ROH,15
20070126,ROL,20
20070126,ROST,25
20070126,RDC,10
20070126,R,20
20070126,SAF,40
20070126,SWY,30
20070126,STJ,35
20070126,HSH,30
20070126,SCG,55
20070126,SGP,35
20070126,SLB,10
20070126,SEE,15
20070126,SHW,15
20070126,SIAL,15
20070126,5050B,20
20070126,AOS,20
20070126,SII,10
20070126,SJM,30
20070126,SNA,20
20070126,KEY,40
20070126,EIX,55
20070126,SO,55
20070126,LUV,20
20070126,T,50
20070126,SBT.1,50
20070126,SWN,10
20070126,SWK,20
20070126,STT,40
20070126,PSA,60
20070126,PSA.A,60
20070126,PSA.PU.1,60
20070126,PSA.PV.1,60
20070126,PSA.PW.1,60
20070126,PSA.PX.1,60
20070126,PSA.PZ.1,60
20070126,PSA.PA.1,60
20070126,PSA.PB.1,60
20070126,PSA.PC.1,60
20070126,PSA.PD.1,60
20070126,PSA.PE.1,60
20070126,PSA.PF.2,60
20070126,PSA.PG.1,60
20070126,PSA.PH,60
20070126,PSA.PI,60
20070126,PSA.PK,60
20070126,PSA.PL.,60
20070126,PSA.PM,60
20070126,SYK,35
20070126,NAVI,40
20070126,7127B,40
20070126,JSM,40
20070126,7128B,40
20070126,SUN.1,10
20070126,STI,40
20070126,STI.PA,40
20070126,SVU,30
20070126,SYY,30
20070126,TE,55
20070126,RSHCQ,25
20070126,TEK.1,45
20070126,ATI,15
20070126,TFX,35
20070126,TLAB,45
20070126,TIN,15
20070126,TER,45
20070126,ANDV,10
20070126,TXN,45
20070126,TXU,55
20070126,TXT,20
20070126,TXT.PA,20
20070126,TXT.PB,20
20070126,TMO,35
20070126,TNB,20
20070126,TKR,20
20070126,TMK,40
20070126,TSS,45
20070126,TRB,50
20070126,TXA,50
20070126,TYC,20
20070126,TSN,30
20070126,UAL,20
20070126,UN,30
20070126,AEE,55
20070126,UNP,20
20070126,UDR,60
20070126,UDR.PB,60
20070126,UDM,60
20070126,UNH,35
20070126,UPS,20
20070126,UST.1,30
20070126,UTX,20
20070126,S.3,50
20070126,UHS,35
20070126,UHID,35
20070126,VFC,25
20070126,VAR,35
20070126,VNO,60
20070126,VNORP,60
20070126,VNO.PE,60
20070126,VNO.PF,60
20070126,VNO.PG,60
20070126,VNO.PH,60
20070126,VNO.PI,60
20070126,VMC,15
20070126,WMT,30
20070126,WBA,30
20070126,GHC,25
20070126,WEN.2,25
20070126,WDC,45
20070126,MWV,15
20070126,WY,60
20070126,WHR,25
20070126,WMB,10
20070126,WINN,30
20070126,WEC,55
20070126,LNT,55
20070126,TEG,55
20070126,FL,25
20070126,WOR,15
20070126,WWY,30
20070126,3WWYWB,30
20070126,XRX,45
20070126,TJX,25
20070126,ZION,40
20070126,ZB.PA,40
20070126,JKHY,45
20070126,BSC.1,40
20070126,BSC.PE,40
20070126,BSC.PG,40
20070126,BBT,40
20070126,NOVL,45
20070126,APC,10
20070126,NE,10
20070126,EMC,45
20070126,BIG,25
20070126,MS,40
20070126,BEM,40
20070126,ESTX.1,40
20070126,GIT,40
20070126,JAVA,45
20070126,TROW,40
20070126,MSFT,45
20070126,ORCL,45
20070126,DTV.2,25
20070126,LLTC,45
20070126,GENZ,35
20070126,SXCL,10
20070126,HMA,35
20070126,HOG,25
20070126,IT,45
20070126,CVC,50
20070126,ADBE,45
20070126,EHC,35
20070126,CNO,40
20070126,CNO.WS,40
20070126,CNO.PB,40
20070126,FISV,45
20070126,KBH,25
20070126,UNM,40
20070126,UNN,40
20070126,CCEP,30
20070126,HAR,25
20070126,CERN,35
20070126,CMVT,45
20070126,FOX,50
20070126,FOXA,50
20070126,ARG,15
20070126,JOY,20
20070126,SNV,40
20070126,HCP,60
20070126,HCP.PE,60
20070126,HCP.PF,60
20070126,PGR,40
20070126,BRL,35
20070126,CDNS,45
20070126,LVLT,50
20070126,CCL,25
20070126,DRE,60
20070126,DRE.PJ,60
20070126,DRE.PK,60
20070126,DRE.PL,60
20070126,DRE.PM,60
20070126,DRE.PN,60
20070126,MBI,40
20070126,CELG,35
20070126,ABMD,35
20070126,TIF,25
20070126,XRAY,35
20070126,CBS.A,50
20070126,RBV,50
20070126,CBS,50
20070126,SCHW,40
20070126,FAST,20
20070126,MXIM,45
20070126,FRC.1,40
20070126,FRC.PA.1,40
20070126,FRC.PB.1,40
20070126,APH,45
20070126,ALTR.1,45
20070126,PXD,10
20070126,MGM,25
20070126,WM,20
20070126,DELL.1,45
20070126,SSP,50
20070126,APCC.,20
20070126,FCX,15
20070126,NVLS.1,45
20070126,ODP,25
20070126,BMC,45
20070126,CINF,40
20070126,DVN,10
20070126,LH,35
20070126,FMCC,40
20070126,FMCCI,40
20070126,FMCKK,40
20070126,FMCCH,40
20070126,FMCCG,40
20070126,FMCCK,40
20070126,FMCCL,40
20070126,FMCCM,40
20070126,FMCCP,40
20070126,FMCCJ,40
20070126,FMCCN,40
20070126,FMCCO,40
20070126,FMCKP,40
20070126,FMCCT,40
20070126,FMCKO,40
20070126,FMCCS,40
20070126,FMCKM,40
20070126,VLO,10
20070126,SIG,25
20070126,SPLS,25
20070126,AGN.2,35
20070126,PCL,40
20070126,SYMC,45
20070126,WAMUQ,40
20070126,WAHUQ,40
20070126,WAMKQ,40
20070126,PBCT,40
20070126,EOG,10
20070126,EA,50
20070126,CBH.1,40
20070126,SLR,45
20070126,SIVB,40
20070126,SOV,40
20070126,SOV.PA,40
20070126,SOV.PC,40
20070126,PTC,45
20070126,HET.,25
20070126,COG,10
20070126,DNR,10
20070126,CSCO,45
20070126,HOLX,35
20070126,AW,20
20070126,AW.PD,20
20070126,XLNX,45
20070126,BJS.1,10
20070126,AZO,25
20070126,REGN,35
20070126,CVH,35
20070126,PMCS,45
20070126,CEPH,35
20070126,X,15
20070126,MEDI,35
20070126,JNY,25
20070126,IDXX,35
20070126,AES,55
20070126,ABKFQ,40
20070126,AKF,40
20070126,AKT,40
20070126,MNST,30
20070126,XL,40
20070126,XL.PA,40
20070126,XL.PB,40
20070126,XL.PX,40
20070126,VRTX,35
20070126,MTG,40
20070126,BIIB,35
20070126,HCR,35
20070126,KIM,60
20070126,KIM.PF,60
20070126,PRGO,35
20070126,QCOM,45
20070126,VTSS,45
20070126,GILD,35
20070126,WFM,30
20070126,ROP,20
20070126,SNPS,45
20070126,TWX,25
20070126,MHK,25
20070126,LIN,15
20070126,FDC.2,45
20070126,BSX,35
20070126,KSS,25
20070126,BBBY,25
20070126,DHI,25
20070126,ESRX,35
20070126,SBUX,25
20070126,DYNIQ,55
20070126,MFE,45
20070126,PDCO,35
20070126,CPWR.1,45
20070126,IAC,50
20070126,IACIW,50
20070126,IACIZ,50
20070126,SITC,60
20070126,DDR.PF,60
20070126,DDR.PG,60
20070126,DDR.PH,60
20070126,DDR.PI,60
20070126,CHK,10
20070126,CHK.PD,10
20070126,CHK.PE,10
20070126,AGN,35
20070126,HUM,35
20070126,INTU,45
20070126,MCHP,45
20070126,CB,40
20070126,ACE.PC,40
20070126,FOSL,25
20070126,GGP,60
20070126,SANM,45
20070126,ORLY,25
20070126,RCL,25
20070126,JBL,45
20070126,XTO,10
20070126,RIG,10
20070126,ALL,40
20070126,FLIR,45
20070126,PETM,25
20070126,EQR,60
20070126,EQR.PD,60
20070126,EQR.PE,60
20070126,EQR.PH,60
20070126,EQR.PN,60
20070126,BWA,25
20070126,GMCR,30
20070126,MAR,25
20070126,COST,30
20070126,REG,60
20070126,REG.PF.1,60
20070126,REG.PB,60
20070126,REG.PE,60
20070126,INCY,35
20070126,URBN,25
20070126,NFX,10
20070126,VIAV,45
20070126,GTW,45
20070126,SPG,60
20070126,SPG.PG,60
20070126,SPG.PI,60
20070126,SPG.PJ,60
20070126,EMN,15
20070126,MAA,60
20070126,MAA.PF,60
20070126,MAA.PH,60
20070126,MLM,15
20070126,TSCO,25
20070126,ALB,15
20070126,QLGC,45
20070126,IVZ,40
20070126,WRK,15
20070126,MAC,60
20070126,AVB,60
20070126,AVB.PH,60
20070126,CPRT,20
20070126,AKS,15
20070126,PLD,60
20070126,PLD.PF,60
20070126,PLD.PG,60
20070126,LEHMQ,40
20070126,LEHCQ,40
20070126,LEHDQ,40
20070126,LEHFQ,40
20070126,LEHGQ,40
20070126,NKTR,35
20070126,ESS,60
20070126,AIV,60
20070126,AIV.PG,60
20070126,AIV.PT,60
20070126,AIV.PU,60
20070126,AIV.PV,60
20070126,AIV.PY,60
20070126,ACS,45
20070126,O,60
20070126,OUI,60
20070126,O.PD,60
20070126,O.PE,60
20070126,TKPPY,10
20070126,COF,40
20070126,APOL,25
20070126,CMX.1,35
20070126,DLTR,25
20070126,ABC,35
20070126,DRI,25
20070126,RMD,35
20070126,CAM,10
20070126,DISH,50
20070126,SUNEQ,45
20070126,RE,40
20070126,DO,10
20070126,DVA,35
20070126,Q.2,50
20070126,HSIC,35
20070126,SNDK,45
20070126,LXK,45
20070126,EL,30
20070126,WAT,35
20070126,NTAP,45
20070126,CTXS,45
20070126,HIG,40
20070126,ALXN,35
20070126,IRM,60
20070126,SAPE,45
20070126,AABA,25
20070126,DF,30
20070126,TRV,40
20070126,TUP,25
20070126,TIE,15
20070126,ANSS,45
20070126,BVSN,45
20070126,ETFC,40
20070126,ETFCP,40
20070126,SRCL,20
20070126,CPNLQ,55
20070126,ANF,25
20070126,ENDP,35
20070126,UVN.1,25
20070126,TSG.2,45
20070126,RX,35
20070126,NOV,10
20070126,MWW,45
20070126,DGX,35
20070126,CIEN,45
20070126,KMX,25
20070126,TTWO,50
20070126,AMZN,25
20070126,ARE,60
20070126,ARE.PB,60
20070126,ARE.PC,60
20070126,QRVO,45
20070126,RL,25
20070126,BXP,60
20070126,EOP,40
20070126,EOP.PB,40
20070126,EOP.PG,40
20070126,SLG,60
20070126,SLG.PC,60
