date,ticker,gicsIndustry
20021028,ADCT,4520
20021028,AAMRQ,2030
20021028,AAR,2030
20021028,PNW,5510
20021028,ABT,3510
20021028,AMD,4530
20021028,WCOEQ,5010
20021028,AET,3510
20021028,AEF.3,3510
20021028,APD,1510
20021028,ALK,2030
20021028,ACV.1,3030
20021028,ACV.A,3030
20021028,ABS.1,3010
20021028,AL.1,1510
20021028,AL.Z,1510
20021028,AYE,5510
20021028,HON,2010
20021028,AT.2,5010
20021028,AT.P,5010
20021028,SWKS,4530
20021028,AA.3,1510
20021028,AA.P,1510
20021028,HES,1010
20021028,BEAM,3020
20021028,BEAM.PA,3020
20021028,AEP,5510
20021028,AEP.Z,5510
20021028,AXP,4020
20021028,AFL,4030
20021028,AM.1,2520
20021028,WYE,3520
20021028,WYE.P,3520
20021028,AIG,4030
20021028,TT.2,2010
20021028,T.2,5010
20021028,AME,2010
20021028,AMGN,3520
20021028,ASO.1,4010
20021028,ADI,4530
20021028,ANDW,4520
20021028,NBR,1010
20021028,BUD.2,3020
20021028,APA,1010
20021028,AAPL,4520
20021028,AMAT,4530
20021028,ADM,3020
20021028,ASH,1510
20021028,GAS,5510
20021028,ADSK,4510
20021028,ADP,4510
20021028,AVY,1510
20021028,AVP,3030
20021028,BHI,1010
20021028,BLL,1510
20021028,CEG,5510
20021028,ONE.1,4010
20021028,BK,4020
20021028,BCR,3510
20021028,GOLD,1510
20021028,ABX.,1510
20021028,BOL,3510
20021028,BAX,3510
20021028,BDX,3510
20021028,VZ,5010
20021028,BLS,5010
20021028,BMS,1510
20021028,BRK.A,4020
20021028,BRK.B,4020
20021028,BBY,2550
20021028,BGEN,3520
20021028,BMET,3510
20021028,BDK,2520
20021028,HRB,2530
20021028,ESV,1010
20021028,BA,2010
20021028,OMX,2550
20021028,BEP.1,2550
20021028,RHI,2020
20021028,BGG,2010
20021028,BMY,3520
20021028,BMYMP,3520
20021028,BF.B,3020
20021028,BF.A,3020
20021028,BC,2520
20021028,BNI,2030
20021028,UIS,4510
20021028,CI,3510
20021028,CSX,2030
20021028,CPB,3020
20021028,STZ.B,3020
20021028,STZ,3020
20021028,PVN,4020
20021028,CAH,3510
20021028,PGN.1,5510
20021028,CAT,2010
20021028,CTX.2,2520
20021028,CBSS,4010
20021028,CTL,5010
20021028,JPM,4010
20021028,JPM.PH.,4010
20021028,JPM.PF.,4010
20021028,CVX,1010
20021028,CHIR.1,3520
20021028,CB.1,4030
20021028,CHD,3030
20021028,CCTYQ,2550
20021028,CTAS,2020
20021028,CCU.1,5020
20021028,CLF,1510
20021028,CLX,3030
20021028,KO,3020
20021028,CL,3030
20021028,AON,4030
20021028,CMCSA,5020
20021028,CMCSK,5020
20021028,CCZ,5020
20021028,CMA,4010
20021028,C,4010
20021028,C.PF.,4010
20021028,CPM.1,4010
20021028,C.PH.1,4010
20021028,C.PG.,4010
20021028,CAR,2030
20021028,CA,4510
20021028,DXC,4510
20021028,CAG,3020
20021028,CE.2,4510
20021028,ED,5510
20021028,EPB.2,5510
20021028,CMS,5510
20021028,CEN.2,4510
20021028,CBE,2010
20021028,CTB,2510
20021028,COO,3510
20021028,TAP,3020
20021028,GLW,4520
20021028,CFC.3,4010
20021028,CR,2010
20021028,CMI,2010
20021028,DCNAQ,2510
20021028,DHR,3510
20021028,TGT,2550
20021028,DE,2010
20021028,DALRQ,2030
20021028,DLX,2020
20021028,DTE,5510
20021028,DTE.PB,5510
20021028,ATGE,2530
20021028,DDS,2550
20021028,DIS,5020
20021028,DG.1,2550
20021028,D,5510
20021028,RRD,2020
20021028,DOV,2010
20021028,DWDP,1510
20021028,DJ,2540
20021028,DOWJB,2540
20021028,OMC,5020
20021028,DD,1510
20021028,DD.PA,1510
20021028,DD.PB,1510
20021028,DUK,5510
20021028,DUK.PA,5510
20021028,DNB,2020
20021028,FLS,2010
20021028,PKI,3520
20021028,EKDKQ,4520
20021028,ETN,2010
20021028,ECL,1510
20021028,EP,1010
20021028,EMR,2010
20021028,WFT,1010
20021028,EC.2,1510
20021028,EFX,2020
20021028,EQT,1010
20021028,EXPD,2030
20021028,XOM,1010
20021028,FMC,1510
20021028,NEE,5510
20021028,FDO,2550
20021028,FDX,2030
20021028,FNMA,4010
20021028,FNMAP,4010
20021028,FNMAO,4010
20021028,FNMAM,4010
20021028,FRT,6010
20021028,FRT.PB,6010
20021028,M,2550
20021028,FITB,4010
20021028,RF,4010
20021028,MTB,4010
20021028,USB,4010
20021028,FHN,4010
20021028,WB.3,4010
20021028,FBF,4010
20021028,FLR,2010
20021028,F,2510
20021028,FRX,3520
20021028,BEN,4020
20021028,AJG,4030
20021028,TGNA,5020
20021028,GPS,2550
20021028,GD,2010
20021028,GE,2010
20021028,GIS,3020
20021028,MTLQQ,2510
20021028,GM.1,2510
20021028,XGM,2510
20021028,HGM,2510
20021028,EDS.,4510
20021028,EDS.PI,4510
20021028,GPC,2550
20021028,GP.1,1510
20021028,G.1,3030
20021028,GDW,4010
20021028,GR,2010
20021028,GT,2510
20021028,GWW,2010
20021028,GLK.1,1510
20021028,HAL,1010
20021028,HRS,2010
20021028,HAS,2520
20021028,WELL,6010
20021028,HNZ,3020
20021028,HNZPP,3020
20021028,HP,1010
20021028,HPC,1510
20021028,HSY,3020
20021028,HPQ,4520
20021028,HLT.1,2530
20021028,HLNQ,2530
20021028,HFC,1010
20021028,HD,2550
20021028,HRL,3020
20021028,HOT,2530
20021028,HI.2,4020
20021028,CNP,5510
20021028,JBHT,2030
20021028,HBAN,4010
20021028,ITT,2010
20021028,ITW,2010
20021028,INCLF,1510
20021028,N.1,1510
20021028,IR,2010
20021028,INTC,4530
20021028,IBM,4510
20021028,IFF,1510
20021028,NAV,2010
20021028,NAV.PD,2010
20021028,IGT.1,2530
20021028,IP,1510
20021028,ENRNQ,5510
20021028,IPG,5020
20021028,JEC,2010
20021028,JP.1,4030
20021028,JNJ,3520
20021028,JCI,2010
20021028,KLAC,4530
20021028,KMRTQ,2550
20021028,KMI.1,1010
20021028,KSU,2030
20021028,KSU.P,2030
20021028,EVRG,5510
20021028,K,3020
20021028,KMG.1,1010
20021028,KMB,3030
20021028,KRI,2540
20021028,KR,3010
20021028,LSI.1,4530
20021028,LRCX,4530
20021028,LEG,2520
20021028,LM,4020
20021028,LEN,2520
20021028,JEF,4020
20021028,LLY,3520
20021028,LB,2550
20021028,LNC,4030
