date,ticker,gicsSector
20110729,AAMRQ,20
20110729,AAR,20
20110729,PNW,55
20110729,ABT,35
20110729,AMD,45
20110729,AET,35
20110729,APD,15
20110729,ALK,20
20110729,HON,20
20110729,SWKS,45
20110729,AA.3,15
20110729,AA.P,15
20110729,HES,10
20110729,BEAM,30
20110729,BEAM.PA,30
20110729,AEP,55
20110729,AEP.PA,55
20110729,AXP,40
20110729,AFL,40
20110729,AM.1,25
20110729,AIG,40
20110729,AIG.PA,40
20110729,AIG.WS,40
20110729,AME,20
20110729,AMGN,35
20110729,ADI,45
20110729,NBR,10
20110729,APA,10
20110729,APA.PD,10
20110729,AAPL,45
20110729,AMAT,45
20110729,ADM,30
20110729,ASH,15
20110729,GAS,55
20110729,ADSK,45
20110729,ADP,45
20110729,AVY,15
20110729,AVP,30
20110729,BHI,10
20110729,BLL,15
20110729,CEG,55
20110729,CEG.PA,55
20110729,BK,40
20110729,BCR,35
20110729,GOLD,15
20110729,ABX.,15
20110729,BAX,35
20110729,BDX,35
20110729,VZ,50
20110729,BMS,15
20110729,BRK.A,40
20110729,BRK.B,40
20110729,BBY,25
20110729,HRB,25
20110729,ESV,10
20110729,BA,20
20110729,OMX,25
20110729,RHI,20
20110729,BGG,20
20110729,BMY,35
20110729,BMYMP,35
20110729,BF.B,30
20110729,BF.A,30
20110729,BC,25
20110729,UIS,45
20110729,UIS.PA,45
20110729,CI,35
20110729,CSX,20
20110729,CPB,30
20110729,STZ.B,30
20110729,STZ,30
20110729,CAH,35
20110729,PGN.1,55
20110729,CAT,20
20110729,CTL,50
20110729,JPM,40
20110729,JPM.PI,40
20110729,JPM.WS,40
20110729,CVX,10
20110729,CB.1,40
20110729,CHD,30
20110729,CCTYQ,25
20110729,CTAS,20
20110729,IHRTQ,50
20110729,CLF,15
20110729,CLX,30
20110729,KO,30
20110729,CL,30
20110729,AON,40
20110729,CMCSA,50
20110729,CMCSK,50
20110729,CCZ,50
20110729,CMA,40
20110729,CMA.WS,40
20110729,C,40
20110729,C.PI,40
20110729,C.PP,40
20110729,C.PM,40
20110729,C.PH,40
20110729,CGBBW,40
20110729,C.WA,40
20110729,CAR,20
20110729,CA,45
20110729,DXC,45
20110729,CAG,30
20110729,ED,55
20110729,CMS,55
20110729,CBE,20
20110729,CTB,25
20110729,COO,35
20110729,TAP,30
20110729,TAP.A,30
20110729,GLW,45
20110729,CR,20
20110729,CMI,20
20110729,DAN,25
20110729,DHR,35
20110729,TGT,25
20110729,DE,20
20110729,DAL,20
20110729,DLX,20
20110729,DTE,55
20110729,ATGE,25
20110729,DDS,25
20110729,DIS,50
20110729,DG,25
20110729,D,55
20110729,RRD,20
20110729,DOV,20
20110729,DWDP,15
20110729,OMC,50
20110729,DD,15
20110729,DD.PA,15
20110729,DD.PB,15
20110729,DUK,55
20110729,DNB,20
20110729,FLS,20
20110729,PKI,35
20110729,EKDKQ,45
20110729,ETN,20
20110729,ECL,15
20110729,EP,10
20110729,EMR,20
20110729,WFT,10
20110729,EFX,20
20110729,EQT,10
20110729,EXPD,20
20110729,XOM,10
20110729,FMC,15
20110729,NEE,55
20110729,FDO,25
20110729,FDX,20
20110729,FNMA,40
20110729,FNMAP,40
20110729,FNMAO,40
20110729,FNMAM,40
20110729,FNMAG,40
20110729,FNMAN,40
20110729,FNMAL,40
20110729,FNMAK,40
20110729,FNMAH,40
20110729,FNMAI,40
20110729,FNMAJ,40
20110729,FNMAS,40
20110729,FNMAT,40
20110729,FRT,60
20110729,M,25
20110729,FITB,40
20110729,FITBP,40
20110729,RF,40
20110729,MTB,40
20110729,USB,40
20110729,USB.PH,40
20110729,USB.PL,40
20110729,USB.PA,40
20110729,FHN,40
20110729,FLR,20
20110729,F,25
20110729,F.PA,25
20110729,F.WS,25
20110729,FRX,35
20110729,BEN,40
20110729,AJG,40
20110729,TGNA,50
20110729,GPS,25
20110729,GD,20
20110729,GE,20
20110729,GIS,30
20110729,GM,25
20110729,GM.PB,25
20110729,GM.WB,25
20110729,GM.WA,25
20110729,GPC,25
20110729,GR,20
20110729,GT,25
20110729,GTPPP,25
20110729,GWW,20
20110729,HAL,10
20110729,HRS,20
20110729,HAS,25
20110729,WELL,60
20110729,HCN.PD,60
20110729,HCN.PF,60
20110729,WELL.PI,60
20110729,HNZ,30
20110729,HNZPP,30
20110729,HP,10
20110729,HSY,30
20110729,HPQ,45
20110729,HLNQ,25
20110729,HFC,10
20110729,HD,25
20110729,HRL,30
20110729,HOT,25
20110729,CNP,55
20110729,JBHT,20
20110729,HBAN,40
20110729,HUBSP,40
20110729,ITT,20
20110729,ITW,20
20110729,IR,20
20110729,INTC,45
20110729,IBM,45
20110729,IFF,15
20110729,NAV,20
20110729,NAV.PD,20
20110729,IGT.1,25
20110729,IP,15
20110729,IPG,50
20110729,JEC,20
20110729,JNJ,35
20110729,JCI,20
20110729,JCI.PZ,20
