date,ticker,gicsIndustry
20050530,AL.Z,1510
20050530,ABX.,1510
20050530,TAP.Z.,3020
20050530,TAP.Z,3020
20050530,RRD.2,2020
20050530,GM.1,2510
20050530,N.1,1510
20050530,NT.,4520
20050530,PDG.2,1510
