date,ticker,gicsIndustry
20060116,AL.Z,1510
20060116,ABX.,1510
20060116,TAP.Z.,3020
20060116,TAP.Z,3020
20060116,RRD.2,2020
20060116,N.1,1510
20060116,NT.,4520
20060116,PDG.2,1510
