date,ticker,gicsIndustry
20121029,ABX.,1510
20121029,CAG,3020
20121029,MTB.PC,4010
20121029,MTB.P,4010
20121029,HLNQ,2530
20121029,KMI,1010
20121029,BAC.PE,4010
20121029,NYTAB,5020
20121029,NI,5510
20121029,AOS,2010
20121029,TXN,4530
20121029,LNT,5510
20121029,BBT.PD,4010
20121029,MS,4020
20121029,LEHPQ,4020
