date,ticker,dailySpread
20060731,A,0.00070348
20060731,AA,0.00033428
20060731,AAP,0.00033020
20060731,AAPL,0.00014731
20060731,ABC,0.00069792
20060731,ABMD,0.00220022
20060731,ABT,0.00020931
20060731,ACAS,0.00028576
20060731,ACE,0.00019389
20060731,ACF,0.00040626
20060731,ACN,0.00034182
20060731,ACS,0.00058910
20060731,ADBE,0.00000000
20060731,ADCT,0.00081733
20060731,ADI,0.00123724
20060731,ADM,0.00250484
20060731,ADP,0.00022834
20060731,ADPT,0.00228571
20060731,ADS,0.00038971
20060731,ADSK,0.00029304
20060731,AEE,0.00000000
20060731,AEP,0.00027712
20060731,AES,0.00050340
20060731,AET,0.00158453
20060731,AFL,0.00045280
20060731,AGN,0.00009263
20060731,AIG,0.00016487
20060731,AIH,0.02653800
20060731,AIV,0.00020801
20060731,AIZ,0.00083074
20060731,AJG,0.00073665
20060731,AKAM,
20060731,AKS,0.00077429
20060731,ALB,0.00119071
20060731,ALGN,0.00148038
20060731,ALK,0.00026936
20060731,ALL,0.00017595
20060731,ALXN,0.00029133
20060731,AMAT,0.00000000
20060731,AMB,0.00133397
20060731,AMCC,0.00386847
20060731,AMD,0.00103040
20060731,AME,0.00023554
20060731,AMG,0.00076532
20060731,AMGN,0.00014340
20060731,AMP,0.00089686
20060731,AMR,0.00045444
20060731,AMSG,0.00045116
20060731,AMT,0.00029503
20060731,AMZN,
20060731,AN,0.00050723
20060731,ANDW,0.00000000
20060731,ANF,0.00056673
20060731,ANSS,0.00021789
20060731,AOC,0.00029235
20060731,AOS,0.00444081
20060731,APA,0.00042592
20060731,APC,0.00021899
20060731,APD,0.00015660
20060731,APH,0.00053528
20060731,APOL,
20060731,APY,0.04878049
20060731,ARE,0.00042373
20060731,ARG,0.00055157
20060731,ASH,0.00015036
20060731,ASN,0.00019057
20060731,ATI,0.00031304
20060731,ATVI,0.00083647
20060731,AVB,0.00017126
20060731,AVP,0.00034489
20060731,AVY,0.00119383
20060731,AVZ,0.00102093
20060731,AW,0.00098571
20060731,AXP,0.00019207
20060731,AYE,0.00048697
20060731,AYI,0.00022870
20060731,AZO,
20060731,BA,0.00025863
20060731,BAC,0.00019431
20060731,BAX,0.00023807
20060731,BBBY,0.00000000
20060731,BBT,0.00047608
20060731,BBY,0.00044053
20060731,BC,0.00067568
20060731,BCR,0.00028213
20060731,BDK,0.00028345
20060731,BDX,0.00060652
20060731,BEN,0.00098366
20060731,BGG,0.00039055
20060731,BHI,0.00050025
20060731,BIIB,0.00023745
20060731,BK,0.00029766
20060731,BLI,0.00309310
20060731,BLK,0.00124118
20060731,BLL,0.00026086
20060731,BLS,0.00076560
20060731,BMC,0.00085324
20060731,BMS,0.00032557
20060731,BMY,0.00041693
20060731,BRCM,
20060731,BRL,0.00020070
20060731,BSX,0.00058772
20060731,BTU,0.00019998
20060731,BWA,0.00016665
20060731,BXP,0.00020383
20060731,C,0.00041374
20060731,CA,0.00047721
20060731,CAG,0.00046501
20060731,CAH,0.00014926
20060731,CAM,0.00258218
20060731,CAT,0.00014119
20060731,CB,0.00019831
20060731,CBE,0.00011608
20060731,CBG,0.00042562
20060731,CBS,0.00072993
20060731,CCI,0.00028405
20060731,CCL,0.00102722
20060731,CD,0.00066335
20060731,CDNS,0.00123381
20060731,CE,0.00052206
20060731,CEG,0.00051863
20060731,CELG,
20060731,CEPH,
20060731,CERN,
20060731,CF,0.00432232
20060731,CFS,0.01972387
20060731,CHD,0.00027394
20060731,CHK,0.00030400
20060731,CHP,0.00140944
20060731,CHRW,
20060731,CHTR,0.00760456
20060731,CI,0.00010966
20060731,CIEN,0.00275103
20060731,CIK,0.00248447
20060731,CINF,0.00021207
20060731,CIT,0.00043601
20060731,CL,0.00016853
20060731,CLF,0.00055264
20060731,CLX,0.00016693
20060731,CMA,0.00102547
20060731,CMCSA,0.00029082
20060731,CME,0.00002170
