date,ticker,avgSpread30Days
20121105,SAI,0.00088071
20121105,COF,0.00019878
20121105,TIE,0.00078124
20121105,PWR,0.00040877
20121105,ESV,0.00023464
20121105,BRCM,0.00029869
20121105,HST,0.00064392
20121105,CAR,0.00068511
20121105,DOV,0.00018939
20121105,BIG,0.00034481
20121105,RTN,0.00019640
20121105,AOS,0.00023969
20121105,CSX,0.00047481
20121105,AVB,0.00026085
20121105,IR,0.00022652
20121105,FBHS,0.00040466
20121105,KMI,0.00028431
20121105,ORCL,0.00032034
20121105,SSP,0.00098872
20121105,BBBY,0.00020380
20121105,TWC,0.00011653
20121105,PIR,0.00051153
20121105,ADSK,0.00037127
20121105,GS,0.00013357
20121105,FANG,
20121105,UNP,0.00011504
20121105,,
20121105,NOV,0.00015794
20121105,AEE,0.00031572
20121105,CSC,0.00032650
20121105,HMA,0.00127981
20121105,ARG,0.00025581
20121105,APD,0.00013925
20121105,BBY,0.00056811
20121105,NYX,0.00040376
20121105,BSX,0.00176378
20121105,XYL,0.00040266
20121105,EXR,0.00035584
20121105,SBUX,0.00021455
20121105,MTG,0.00567756
20121105,LOW,0.00031807
20121105,AA,0.00112589
20121105,WYNN,0.00033866
20121105,KEY,0.00116175
20121105,DLR,0.00019779
20121105,WLP,0.00016963
20121105,PCLN,0.00041137
20121105,RMD,0.00028839
20121105,CRM,0.00020759
20121105,CMI,0.00015398
20121105,AMP,0.00021980
20121105,PCL,0.00026048
20121105,COP,0.00017449
20121105,PB,0.00028882
20121105,FITB,0.00065665
20121105,HSP,0.00032924
20121105,ODP,0.00410189
20121105,LLY,0.00020078
20121105,TROW,0.00032680
20121105,SJM,0.00013660
20121105,HCA,0.00031873
20121105,FLS,0.00017061
20121105,KSS,0.00019870
20121105,MU,0.00173741
20121105,SWK,0.00016148
20121105,WSH,0.00030784
20121105,WAG,0.00027910
20121105,ILMN,0.00044895
20121105,TDC,0.00019537
20121105,BR,0.00043258
20121105,TAP,0.00023356
20121105,WPI,0.00017398
20121105,STJ,0.00024287
20121105,JNS,0.00108463
20121105,JNPR,0.00058634
20121105,CZR,0.00220879
20121105,SYK,0.00020495
20121105,PCS,0.00087819
20121105,NOC,0.00017985
20121105,MDLZ,
20121105,TXN,0.00035644
20121105,M,0.00025506
20121105,BAX,0.00015730
20121105,ARE,0.00025816
20121105,GFI,0.00083474
20121105,COH,0.00019139
20121105,SWN,0.00028513
20121105,ABMD,0.00065464
20121105,HOLX,0.00046206
20121105,SIAL,0.00033799
20121105,NU,0.00025718
20121105,JBL,0.00055712
20121105,SEE,0.00065042
20121105,GIS,0.00025073
20121105,HSY,0.00015586
20121105,HOG,0.00023736
20121105,NVDA,0.00077931
20121105,VTR,0.00018956
20121105,PLD,0.00028711
20121105,TIF,0.00016912
20121105,ITW,0.00017767
20121105,ECL,0.00016480
20121105,LRCX,0.00029876
20121105,ADBE,0.00030368
20121105,ALK,0.00029028
20121105,SNA,0.00027376
20121105,NFX,0.00034666
20121105,AMAT,0.00090832
20121105,XOM,0.00012738
20121105,ALGN,0.00037638
20121105,GCI,0.00055928
20121105,NSC,0.00015399
20121105,TEL,0.00030926
20121105,BDX,0.00015942
20121105,SLB,0.00014352
20121105,NKTR,0.00101738
20121105,CHK,0.00049048
20121105,CHD,0.00021980
20121105,HPQ,0.00066595
20121105,FSLR,0.00051340
20121105,UA,0.00024059
20121105,AME,0.00029324
20121105,NE,0.00027177
20121105,ROL,0.00053444
20121105,VIAB,0.00020331
20121105,BMS,0.00032050
20121105,DF,0.00061536
20121105,JWN,0.00018473
20121105,ESS,0.00040918
20121105,DAN,0.00077323
20121105,FLR,0.00019438
20121105,CDNS,0.00078307
20121105,PLL,0.00020470
20121105,EA,0.00077282
20121105,SNV,0.00399006
20121105,NKE,0.00010899
20121105,TSS,0.00044303
20121105,FRT,0.00025318
20121105,QLGC,0.00097270
20121105,LMT,0.00012185
20121105,ES,0.00353183
20121105,XEC,0.00027286
20121105,ULTA,0.00045661
20121105,OKE,0.00023022
20121105,GLW,0.00077485
20121105,PSX,0.00028320
20121105,IRM,0.00028993
20121105,RRC,0.00018377
20121105,KMB,0.00015219
20121105,STX,0.00035565
20121105,HSIC,0.00040628
20121105,GRMN,0.00033951
20121105,YUM,0.00014961
20121105,MCO,0.00024195
20121105,POM,0.00051528
20121105,WPX,0.00058720
20121105,DD,0.00021299
20121105,AVGO,0.00043382
20121105,MBI,0.00099804
20121105,FNP,0.00092464
20121105,CTB,0.00055159
20121105,WFM,0.00028133
20121105,WU,0.00058509
20121105,MLM,0.00027922
20121105,R,0.00025919
20121105,TEX,0.00045029
20121105,MA,0.00008718
20121105,LEE,0.00760805
20121105,DO,0.00015697
20121105,HES,0.00019261
20121105,AAPL,0.00024189
20121105,CMCSA,0.00028414
20121105,PETM,0.00031679
20121105,CFN,0.00034862
20121105,WCG,0.00033766
20121105,ALXN,0.00038617
20121105,BA,0.00014066
20121105,USB,0.00029416
20121105,MTB,0.00015461
20121105,MJN,0.00017449
20121105,EXC,0.00028013
20121105,ADP,0.00018815
20121105,LH,0.00014775
20121105,KRFT,
20121105,RLH,0.00218868
20121105,NBL,0.00013168
20121105,DLTR,0.00023774
20121105,FDO,0.00020210
20121105,CAH,0.00026356
20121105,PG,0.00014003
20121105,TTWO,0.00092023
20121105,AAP,
20121105,DHI,0.00045627
20121105,SIG,0.00029286
20121105,V,0.00009159
20121105,FE,0.00023749
20121105,HUM,0.00015393
20121105,CPB,0.00028553
20121105,COV,0.00017313
20121105,CMA,0.00033754
20121105,AFL,0.00020469
20121105,AIZ,0.00026767
20121105,MUR,0.00018854
20121105,THC,0.00097026
20121105,JPM,0.00023203
20121105,JCP,0.00038821
20121105,GILD,0.00018721
20121105,HON,0.00016916
20121105,LXK,0.00052289
20121105,WIN,0.00100013
20121105,TRV,0.00015181
20121105,CNO,0.00103711
20121105,GGP,0.00050031
20121105,DTE,0.00018142
20121105,GOLD,0.00070191
20121105,AYI,0.00028486
20121105,KLAC,0.00023506
20121105,LNT,0.00024125
20121105,STT,0.00025569
20121105,VLO,0.00033167
20121105,NEE,0.00017565
20121105,SVU,0.00422461
20121105,WMB,0.00028498
