date,ticker,avgSpread30Days
20121221,CVS,0.00021415
20121221,MAS,0.00062134
20121221,GT,0.00081572
20121221,GD,0.00016649
20121221,GME,0.00042020
20121221,UPS,0.00014210
20121221,CBS,0.00029224
20121221,AZO,0.00029020
20121221,PB,0.00028248
20121221,WEC,0.00027899
20121221,GS,0.00012609
20121221,FTR,0.00219443
20121221,FIS,0.00030020
20121221,LEE,0.00931145
20121221,FLS,0.00019065
20121221,PFE,0.00040279
20121221,JBHT,0.00034590
20121221,JCP,0.00056531
20121221,MGM,0.00096596
20121221,IP,0.00027463
20121221,LO,0.00022437
20121221,AJG,0.00029676
20121221,GFI,0.00084409
20121221,NVDA,0.00082713
20121221,DG,0.00024910
20121221,HOG,0.00023943
20121221,EMN,0.00017078
20121221,ARE,0.00028377
20121221,RFMD,0.00233682
20121221,EBIX,0.00147519
20121221,BRCM,0.00031030
20121221,KLAC,0.00026037
20121221,RSG,0.00036597
20121221,TROW,0.00025838
20121221,HII,0.00042334
20121221,EL,0.00018663
20121221,EQIX,0.00056417
20121221,KO,0.00026879
20121221,DELL,0.00100875
20121221,GCI,0.00056393
20121221,STZ,0.00032226
20121221,MWV,0.00034325
20121221,PBCT,0.00083373
20121221,NYT,0.00121011
20121221,IVZ,0.00040380
20121221,HST,0.00067777
20121221,HIG,0.00046846
20121221,AES,0.00095976
20121221,RJF,0.00031905
20121221,GOLD,0.00045309
20121221,RLH,0.00212640
20121221,WDC,0.00031416
20121221,FMC,0.00024366
20121221,WFM,0.00030877
20121221,TXN,0.00035697
20121221,ADS,0.00033883
20121221,SJM,0.00017350
20121221,KBH,0.00067470
20121221,CHK,0.00058367
20121221,ESV,0.00019811
20121221,AMCC,0.00151611
20121221,ITI,0.00976619
20121221,TAP,0.00024008
20121221,BHI,0.00024061
20121221,ITT,0.00049763
20121221,GPS,0.00031251
20121221,NTAP,0.00032851
20121221,STX,0.00036423
20121221,SYK,0.00020227
20121221,IACI,0.00044177
20121221,BH,0.00504449
20121221,F,0.00089184
20121221,MHK,0.00020914
20121221,BA,0.00015799
20121221,RF,0.00150440
20121221,FBHS,0.00039057
20121221,PKG,0.00029490
20121221,BLK,0.00016511
20121221,TRIP,0.00040267
20121221,DRI,0.00022214
20121221,SIVB,0.00065003
