date,ticker,avgSpread30Days
20120622,NVDA,0.00080253
20120622,MAC,0.00026987
20120622,DLX,0.00050102
20120622,MJN,0.00014490
20120622,GGP,0.00058885
20120622,IDXX,0.00043487
20120622,APA,0.00014123
20120622,CVS,0.00022183
20120622,CRM,0.00016085
20120622,FE,0.00022386
20120622,TFX,0.00037011
20120622,DOV,
20120622,PMTC,0.00052404
20120622,LLL,0.00019145
20120622,L,0.00026142
20120622,MBI,0.00112751
20120622,AME,0.00020606
20120622,IACI,0.00046127
20120622,FSLR,0.00102434
20120622,CXO,0.00028260
20120622,WLBC,0.02910117
20120622,WPI,0.00015607
20120622,RE,0.00020639
20120622,CVH,0.00031991
20120622,URI,0.00036406
20120622,PPL,0.00036352
20120622,UNM,0.00050384
20120622,IPG,0.00093673
20120622,TCX,0.00950177
20120622,JEC,0.00031268
20120622,SLE,0.00049539
20120622,PVH,0.00015671
20120622,TWC,0.00017408
20120622,REGN,0.00052990
20120622,COL,0.00027167
20120622,DLR,0.00019054
20120622,ICE,0.00018835
20120622,SWY,0.00054206
20120622,GIS,0.00025947
20120622,TKR,0.00029847
20120622,MAA,0.00026884
20120622,MMC,0.00033395
20120622,MWV,0.00037374
20120622,DHR,0.00020568
20120622,NYX,0.00041957
20120622,A,0.00026780
20120622,CINF,0.00039038
20120622,BLK,0.00025019
20120622,PGR,0.00045297
20120622,ITI,0.01288689
20120622,SIVB,0.00047236
20120622,MTG,0.00384299
20120622,MCO,0.00030282
20120622,PPG,0.00015963
20120622,F,0.00096377
20120622,BR,0.00048337
20120622,HAS,0.00034543
20120622,DNB,0.00025673
20120622,COV,0.00018942
20120622,NDAQ,0.00046779
20120622,CERN,0.00032314
20120622,XRX,0.00134907
20120622,ULTA,0.00060653
20120622,RF,0.00159793
20120622,,
20120622,MXIM,0.00041594
20120622,HOT,0.00018533
20120622,TDC,0.00021789
20120622,MDR,0.00093184
20120622,MTW,0.00093826
20120622,AEP,0.00025799
20120622,LH,0.00013592
20120622,DO,0.00020650
20120622,STJ,0.00026277
20120622,NUE,0.00027559
20120622,ENDP,0.00042271
20120622,DVN,0.00021934
20120622,CTSH,0.00022907
20120622,PXD,0.00020967
20120622,WFM,0.00025285
20120622,ALL,0.00029589
20120622,MSI,0.00022849
20120622,NTRS,0.00040831
20120622,DDS,0.00023214
20120622,HST,0.00065784
20120622,SCHW,0.00080009
20120622,ITG,0.00119338
20120622,NBR,0.00073956
20120622,CB,0.00017264
20120622,GNW,0.00190239
20120622,EXC,
20120622,ISRG,
20120622,SLG,0.00026245
20120622,WPO,0.00194956
20120622,HON,0.00018453
20120622,LEN,0.00037421
20120622,WFC,0.00031503
20120622,PCL,0.00029512
20120622,KR,0.00045054
20120622,TXT,0.00041961
20120622,INTC,0.00037951
20120622,OKE,0.00023083
20120622,DV,0.00044119
20120622,PWER,0.00245916
20120622,RDC,0.00033479
20120622,CNX,0.00038645
20120622,CCI,0.00025987
20120622,TSN,0.00052439
20120622,DELL,0.00074791
20120622,DVA,0.00018479
20120622,SLB,0.00015908
20120622,SAPE,0.00095642
20120622,ASH,0.00023226
20120622,GOOG,0.00024802
20120622,COO,0.00021751
20120622,VFC,0.00014834
20120622,SIG,0.00025042
20120622,AVY,0.00037436
20120622,WR,0.00034767
20120622,SPG,0.00013201
20120622,DISCA,0.00033717
20120622,VMC,0.00038215
20120622,EMN,0.00025764
20120622,ANSS,0.00053210
20120622,ATI,0.00033371
20120622,MAR,0.00032546
20120622,APOL,0.00040537
