date,ticker,avgSpread30Days
20140806,LLTC,0.00022413
20140806,PBCT,0.00067043
20140806,DFS,0.00016025
20140806,MDT,0.00016366
20140806,CNX,0.00023667
20140806,MMM,0.00007876
20140806,PPG,0.00010714
20140806,CIEN,0.00049012
20140806,CME,0.00020156
20140806,PAR,0.00752148
20140806,GRMN,0.00022550
20140806,PDCO,0.00032140
20140806,SIG,0.00012931
20140806,EA,0.00027859
20140806,CERN,0.00021175
20140806,STR,0.00043791
20140806,MTW,0.00032475
20140806,CXO,0.00019998
20140806,UPS,0.00011128
20140806,SEE,0.00030130
20140806,LEG,0.00030909
20140806,CPB,0.00023352
20140806,WLP,0.00010788
20140806,GILD,0.00017037
20140806,BAX,0.00014147
20140806,AWK,0.00023408
20140806,IBM,0.00008946
20140806,SPLS,0.00089865
20140806,ODP,0.00190238
20140806,MA,0.00014901
20140806,CAT,0.00009928
20140806,ITG,0.00058654
20140806,VRSK,0.00030066
20140806,ESS,0.00018569
20140806,HIG,0.00028025
20140806,BIG,0.00025463
20140806,HRB,0.00030692
20140806,TDG,0.00016738
20140806,IACI,0.00023407
20140806,AVB,0.00019555
20140806,NFX,0.00023320
20140806,PKI,0.00023514
20140806,HUM,0.00011836
20140806,CA,0.00034812
20140806,AIV,0.00031019
20140806,WR,0.00028027
20140806,SNV,0.00041710
20140806,KODK,0.00130572
20140806,TTWO,0.00047328
20140806,VTR,0.00017157
20140806,BMS,0.00025749
20140806,GIS,0.00019053
20140806,BIIB,0.00021582
20140806,WEC,0.00022171
20140806,V,0.00015327
20140806,MAS,0.00046715
20140806,DLX,0.00026217
20140806,BRCM,0.00026454
20140806,TAP,0.00014866
20140806,DF,0.00059619
20140806,SRE,0.00010809
20140806,GPN,0.00018003
20140806,RSG,0.00026645
20140806,MCHP,0.00021527
20140806,IP,0.00020364
20140806,PNW,0.00018457
20140806,PEP,0.00011130
20140806,BSX,0.00077515
20140806,DISCA,0.00019765
20140806,DLPH,0.00015520
20140806,MRKT,0.00115778
20140806,DD,0.00015824
20140806,AIG,0.00018406
20140806,COO,0.00012506
20140806,BR,0.00027662
20140806,AMCC,0.00100557
20140806,CLF,0.00063540
20140806,SLB,0.00009990
20140806,URBN,0.00030057
20140806,Q,
20140806,DRI,0.00021940
20140806,TMUS,0.00031783
20140806,VLO,0.00020732
20140806,NOV,0.00011997
20140806,ANSS,0.00030105
20140806,UNP,0.00012607
20140806,RAI,0.00017531
20140806,FAST,0.00024281
20140806,AAPL,0.00011212
20140806,MTG,0.00120701
20140806,ALXN,0.00019057
20140806,DIS,0.00011607
20140806,AN,0.00017351
20140806,DNR,0.00056667
20140806,TCX,0.00413984
20140806,XRAY,0.00024027
20140806,CE,0.00016469
