date,ticker,avgSpread30Days
20110817,JNS,0.00124934
20110817,DAN,0.00066954
20110817,SVU,0.00120956
20110817,IPG,0.00097624
20110817,GD,0.00016975
20110817,AON,0.00025535
20110817,AAPL,
20110817,IACI,0.00046481
20110817,DE,0.00019240
20110817,VMC,0.00033110
20110817,AWK,0.00034911
20110817,XOM,0.00014065
20110817,V,0.00014640
20110817,CTAS,
20110817,RHI,0.00042190
20110817,ABT,0.00021593
20110817,CBE,0.00026188
20110817,EQIX,
20110817,F,0.00082457
20110817,PNR,0.00028921
20110817,DLX,0.00047820
20110817,ODP,0.00294929
20110817,TSO,0.00047275
20110817,COH,
20110817,ROST,
20110817,THC,0.00174519
20110817,DRI,0.00021784
20110817,CE,0.00031189
20110817,URI,0.00048325
20110817,TSCO,0.00036834
20110817,AES,0.00085139
20110817,BAX,0.00017460
20110817,SPLS,
20110817,NTAP,0.00029961
20110817,PH,0.00020771
20110817,WHR,0.00017686
20110817,O,0.00035550
20110817,CAM,0.00023993
20110817,CVS,0.00027985
20110817,AKS,0.00092975
20110817,VAR,0.00017881
20110817,BMS,0.00033341
20110817,TDG,0.00044200
20110817,ICE,0.00029224
20110817,VLO,0.00042567
20110817,MYL,
20110817,TIN,0.00048400
20110817,RLH,0.00210433
20110817,RIG,0.00023019
20110817,DHI,0.00091016
20110817,FRX,0.00028245
20110817,EXPD,
20110817,MSCI,0.00048511
20110817,JCP,0.00037371
20110817,CIT,0.00035121
20110817,JNY,0.00090428
20110817,SYY,0.00033216
20110817,UA,0.00027319
20110817,DG,0.00045408
20110817,PCH,
20110817,ANSS,0.00046417
20110817,HOLX,0.00060261
20110817,PFG,0.00039809
20110817,C,0.00029838
20110817,ANF,0.00019490
20110817,HSP,0.00023492
20110817,NTRS,
20110817,MTB,0.00017186
20110817,DF,0.00096291
20110817,PCAR,
20110817,GT,0.00067829
20110817,DNB,0.00025683
20110817,WYNN,0.00023239
20110817,NOV,0.00019981
20110817,KIM,0.00055086
20110817,HON,0.00021402
20110817,APOL,0.00031011
20110817,PKG,0.00046779
20110817,IFF,0.00020471
20110817,COV,0.00019904
20110817,MSFT,
20110817,FII,0.00048476
20110817,JEF,0.00057381
20110817,SEE,0.00052339
20110817,ECL,0.00023227
20110817,MAT,
20110817,WU,0.00054113
20110817,HFC,0.00033407
20110817,MPC,0.00038730
20110817,UTX,
20110817,FFIV,
20110817,EBAY,
20110817,AFL,0.00024069
20110817,WM,0.00030107
20110817,MHS,0.00018714
20110817,MHP,0.00024151
20110817,PVH,0.00023883
20110817,AMGN,0.00021078
20110817,RFMD,
20110817,WMT,0.00020439
20110817,XRAY,
20110817,SIVB,
20110817,AME,0.00034344
20110817,KR,0.00041150
20110817,SLG,0.00032912
20110817,VFC,0.00019937
20110817,HSY,0.00021825
20110817,CSC,0.00037853
20110817,ITT,0.00030025
20110817,ALB,0.00026179
20110817,ADBE,
20110817,TUP,0.00028842
20110817,EIX,0.00026712
20110817,MXIM,
20110817,BBBY,0.00029728
20110817,VNO,0.00029477
20110817,AET,0.00025532
20110817,PWR,0.00055902
20110817,MU,0.00143083
20110817,TIE,0.00063479
20110817,IVZ,0.00059317
20110817,FLS,0.00019119
20110817,PRSP,
20110817,SRE,0.00026642
20110817,NDAQ,0.00046970
20110817,AYI,0.00034204
20110817,CHRW,
