date,ticker,avgSpread30Days
20100809,IBM,0.00021200
20100809,NE,0.00032960
20100809,PWR,0.00052105
20100809,CVH,0.00057861
20100809,SAPE,0.00108717
20100809,HES,0.00027053
20100809,PNW,0.00030497
20100809,BBY,0.00028768
20100809,CELG,0.00045775
20100809,BA,0.00021379
20100809,CF,0.00041901
20100809,ESS,0.00066973
20100809,FDO,0.00028281
20100809,NBR,0.00055365
20100809,GLW,0.00058896
20100809,MS,0.00037867
20100809,CCL,0.00032375
20100809,GME,0.00052597
20100809,ADP,0.00030814
20100809,IMS,0.00343200
20100809,SLB,
20100809,CMT,0.01312661
20100809,NRG,0.00045958
20100809,FOH,0.02342249
20100809,SRE,0.00024198
20100809,LB,0.00224866
20100809,FL,0.00079828
20100809,IACI,0.00070713
20100809,TCX,0.01954205
20100809,ALL,0.00034992
20100809,COP,
20100809,BR,0.00049409
20100809,HMA,0.00137978
20100809,ACAS,0.00221828
20100809,TMO,0.00023016
20100809,HP,0.00037766
20100809,CEPH,0.00052535
20100809,FHN,0.00086345
20100809,COL,0.00028735
20100809,CBG,0.00084039
20100809,MA,0.00040800
20100809,CTB,0.00059262
20100809,ETR,0.00026379
20100809,KMB,0.00019038
20100809,S,0.00221153
20100809,HPQ,0.00024188
20100809,NYX,0.00041031
20100809,DDR,0.00097629
20100809,BMC,0.00043948
20100809,EIX,0.00032485
20100809,BMS,0.00038228
20100809,COF,0.00027929
20100809,RDC,0.00040537
20100809,AOS,0.00044298
20100809,AET,0.00039637
20100809,C,0.00248749
20100809,KO,0.00019973
20100809,OXY,0.00018112
20100809,UAUA,0.00057557
20100809,VNO,0.00040970
20100809,HAR,0.00050685
20100809,PPL,0.00037970
20100809,MAS,0.00091955
20100809,WR,0.00052924
20100809,FE,0.00030618
20100809,EFX,0.00038830
20100809,CIT,0.00053851
20100809,SYY,0.00034314
20100809,GENZ,0.00030270
20100809,STI,0.00040285
20100809,EBAY,0.00063335
20100809,SVU,0.00086320
20100809,TDG,0.00052810
20100809,MYL,0.00058525
20100809,ALXN,0.00062987
20100809,BLK,0.00057812
20100809,PDCO,0.00044078
20100809,EBIX,0.00142863
20100809,XRAY,0.00044360
20100809,CTL,0.00029565
20100809,HSP,0.00023255
20100809,CVX,0.00018800
20100809,CHP,0.01851355
20100809,XL,
20100809,PAYX,0.00037071
20100809,DD,0.00030102
20100809,JEC,0.00039589
20100809,O,0.00068736
20100809,SYMC,0.00068414
20100809,KEY,0.00123781
20100809,MON,0.00024274
20100809,X,0.00033493
20100809,REGN,0.00101932
20100809,UTX,0.00018950
20100809,KG,0.00120005
20100809,FO,0.00030047
20100809,IPGP,0.00157422
20100809,URBN,0.00042714
20100809,LH,0.00022718
20100809,ETN,0.00027499
20100809,NVDA,0.00091926
20100809,TWC,0.00027727
20100809,NWL,0.00064732
20100809,SEE,0.00049695
20100809,SPLS,0.00048833
20100809,EP,0.00079507
20100809,ADCT,0.00119605
20100809,MET,0.00029547
20100809,DVN,0.00020661
20100809,TSN,0.00056016
20100809,IP,0.00043243
20100809,DELL,0.00076782
20100809,QCOM,0.00033668
20100809,TROW,0.00035952
20100809,GOLD,0.00065688
20100809,INTC,0.00059324
20100809,WYNN,0.00046970
20100809,FAST,0.00053832
20100809,XEC,0.00039870
20100809,CNO,0.00192074
20100809,GOOG,0.00055228
20100809,HON,0.00025737
20100809,LTD,0.00043743
20100809,TGT,0.00023657
20100809,NYT,0.00114432
20100809,PWER,0.00113363
20100809,WAG,0.00035266
20100809,NU,0.00037902
20100809,RSG,0.00034326
20100809,FIS,0.00038403
20100809,PLD,0.00094405
20100809,UPS,0.00026704
20100809,ROST,0.00032939
20100809,OKE,0.00030152
20100809,TTWO,0.00118669
20100809,MOT,0.00126520
20100809,ROK,0.00034125
20100809,EXR,0.00070991
20100809,DAN,0.00102167
20100809,CCI,0.00037243
20100809,ZION,0.00051750
20100809,MDR,
20100809,MOLX,0.00066270
20100809,TRV,0.00024605
20100809,AME,0.00034667
20100809,ALK,0.00040228
20100809,RF,0.00138542
20100809,BCR,0.00018692
20100809,PXD,0.00030402
20100809,MTG,0.00124068
20100809,VFC,0.00025659
20100809,UIS,0.00059859
20100809,AES,0.00095769
20100809,PKG,0.00049721
20100809,TDC,0.00033360
20100809,MO,0.00046615
20100809,ENDP,0.00072854
20100809,JCI,0.00036153
20100809,WMB,0.00048312
20100809,COG,0.00037443
20100809,PTV,
20100809,LVLT,0.00829920
20100809,V,0.00023473
20100809,WFC,
20100809,RIG,0.00059382
20100809,F,0.00085591
20100809,PCL,0.00035203
20100809,HSY,0.00024769
20100809,LEE,0.00419976
20100809,MMC,0.00046144
20100809,MCD,0.00015312
20100809,FMC,0.00029858
20100809,SNDK,0.00030508
20100809,TIE,0.00050179
20100809,DYN,0.00270933
20100809,EL,0.00025027
20100809,SNPS,
