date,ticker,dailySpread
20020315,A,0.01285485
20020315,AA,0.01103271
20020315,AAP,0.01973537
20020315,AAPL,0.00040072
20020315,ABC,0.00085653
20020315,ABMD,0.02912621
20020315,ABT,0.00795339
20020315,ACAS,0.00099817
20020315,ACE,0.01172549
20020315,ACF,0.01483479
20020315,ACN,0.02073255
20020315,ACS,0.01203686
20020315,ADBE,0.00025520
20020315,ADCT,0.00248447
20020315,ADI,0.01192843
20020315,ADM,0.03641360
20020315,ADP,0.00035524
20020315,ADPT,0.00080613
20020315,ADS,0.00884956
20020315,ADSK,0.00291709
20020315,AEE,0.00341713
20020315,AEP,0.01072386
20020315,AES,0.02756892
20020315,AET,0.01500987
20020315,AFL,0.01092150
20020315,AGN,0.00798281
20020315,AHAA,0.00663717
20020315,AHC,0.00682777
20020315,AIF,0.01818182
20020315,AIG,0.01024140
20020315,AIH,0.04705882
20020315,AIV,0.02128332
20020315,AIZ,0.00836820
20020315,AJG,0.02193242
20020315,AKAM,0.00492611
20020315,AKS,0.04065676
20020315,ALB,0.02082150
20020315,ALGN,0.01058201
20020315,ALK,0.01854067
20020315,ALL,0.01437317
20020315,ALLE,0.01001252
20020315,ALXN,0.00581637
20020315,AMAT,0.00039409
20020315,AMB,0.01861654
20020315,AMCC,0.00437158
20020315,AMD,0.02653964
20020315,AME,0.02211055
20020315,AMG,0.00774336
20020315,AMGN,0.00016285
20020315,AMR,0.01218387
20020315,AMSG,0.00078217
20020315,AMT,
20020315,AMZN,0.00071301
20020315,AN,0.03814322
20020315,ANDW,0.00000000
20020315,ANF,0.01913073
20020315,ANSS,0.01030928
20020315,AOC,0.01478047
20020315,AOL,0.00189934
20020315,AOS,0.00221157
20020315,APA,0.00552437
20020315,APC,0.00934003
20020315,APD,0.01094785
20020315,APH,0.01108742
20020315,APOL,0.00020456
20020315,ARE,
20020315,ARG,0.02589490
20020315,ASH,0.01053325
20020315,ASN,0.00074934
20020315,ATH,0.00262582
20020315,ATI,
20020315,ATVI,0.00068306
20020315,AVB,0.00498952
20020315,AVGO,0.01709402
20020315,AVP,0.00944357
20020315,AVY,0.00591327
20020315,AVZ,0.01397098
20020315,AW,0.04363636
20020315,AWK,0.00137931
20020315,AXP,0.00997388
20020315,AYE,0.01256487
20020315,AYI,0.00331675
20020315,AZO,0.00992121
