date,ticker,avgSpread30Days
20100218,DGX,0.00038112
20100218,AIZ,0.00049309
20100218,CME,0.00079172
20100218,WPO,0.00077286
20100218,THC,0.00167717
20100218,XOM,0.00021075
20100218,WLBC,0.01334491
20100218,BDK,0.00057213
20100218,TSS,0.00065591
20100218,EOG,0.00024134
20100218,SYK,0.00029266
20100218,APH,0.00046929
20100218,HRL,0.00042719
20100218,GOOG,0.00073804
20100218,HLS,0.00064299
20100218,TMK,0.00047863
20100218,WOR,0.00071439
20100218,CL,0.00027378
20100218,EBAY,0.00060674
20100218,APC,0.00042149
20100218,INTU,0.00060861
20100218,NTAP,0.00057499
20100218,STR,0.00035819
20100218,NOV,0.00049104
20100218,MTW,0.00092267
20100218,RRD,0.00089923
20100218,TSO,0.00077440
20100218,ALGN,0.00125670
20100218,ADPT,0.00315701
20100218,ABMD,0.00168963
20100218,FO,0.00040234
20100218,REGN,0.00093069
20100218,HBI,0.00057262
20100218,JBHT,0.00095309
20100218,CVG,0.00089090
20100218,SANM,0.00180941
20100218,JEC,0.00050102
20100218,MCO,0.00050185
20100218,INTC,0.00044340
20100218,FE,0.00033702
20100218,TCX,0.01469730
20100218,BLK,0.00071400
20100218,UIS,0.00049503
20100218,ENDP,0.00069436
20100218,BBT,0.00037377
20100218,CIEN,0.00087858
20100218,CNO,0.00207247
20100218,BEN,0.00030889
20100218,CINF,0.00055271
20100218,LNC,0.00056472
20100218,PETM,0.00072001
20100218,DNR,0.00064795
20100218,CTXS,0.00059466
20100218,M,0.00058573
20100218,F,0.00082491
20100218,GPN,0.00056397
20100218,GLBC,0.00159188
20100218,EXR,0.00110535
20100218,AKAM,0.00069520
20100218,LH,0.00040673
20100218,NOVL,0.00219110
20100218,PVH,0.00059622
20100218,DFS,0.00065320
20100218,GOLD,0.00091936
20100218,LXK,0.00043618
20100218,PCH,0.00063337
20100218,CNP,0.00070313
20100218,FOSL,0.00077952
20100218,JBL,0.00063403
20100218,ACN,0.00027157
20100218,HPQ,0.00024079
20100218,KBH,0.00066214
20100218,MHP,0.00037075
20100218,MHK,0.00049608
20100218,MTD,0.00071292
20100218,NDAQ,0.00080720
20100218,TRV,0.00028086
20100218,DLX,0.00075191
20100218,AMAT,0.00082060
20100218,WINN,0.00160217
20100218,RDC,0.00050369
20100218,XLNX,0.00057882
20100218,WDC,0.00041029
20100218,CCL,0.00031755
20100218,ADSK,0.00060583
20100218,JWN,0.00044338
20100218,CEPH,0.00071820
20100218,JEF,0.00068443
20100218,EXPE,0.00058203
20100218,PIR,0.00184757
20100218,EBIX,0.00173647
20100218,NBR,0.00049951
20100218,VIA,0.00039638
20100218,MON,0.00026473
20100218,SRCL,0.00062732
20100218,AMG,0.00052110
20100218,LM,0.00044973
20100218,ADM,0.00033073
20100218,SLE,0.00080718
20100218,TSCO,0.00065400
20100218,EMR,0.00030732
20100218,SWY,0.00048053
20100218,AMSG,0.00119626
20100218,CAR,0.00089635
20100218,OXY,0.00034095
20100218,S,0.00273863
20100218,EP,0.00095232
20100218,KFT,
20100218,ROK,0.00036688
20100218,ITI,0.00943782
20100218,IPGP,0.00129289
20100218,TSN,0.00070007
20100218,NYT,0.00082927
20100218,FII,0.00046020
20100218,GCI,0.00065058
20100218,MHS,0.00033927
20100218,PGR,0.00054919
20100218,SEE,0.00055863
20100218,DRE,0.00084227
20100218,BAC,0.00062051
20100218,FAST,0.00062167
20100218,BR,0.00071021
20100218,IT,0.00069743
20100218,UNH,0.00029351
20100218,MOLX,0.00080932
20100218,CERN,0.00085354
20100218,AMP,0.00035730
20100218,VMC,0.00060440
20100218,D,0.00034185
20100218,PRGO,0.00060662
20100218,ACAS,0.00272403
20100218,HBAN,0.00219545
20100218,RAI,0.00026411
20100218,DNB,0.00033166
20100218,FRX,0.00036542
20100218,SAPE,0.00143014
20100218,TLAB,0.00163503
20100218,LOW,0.00044426
20100218,TTWO,0.00119642
20100218,DF,
20100218,WM,0.00039491
20100218,CTSH,0.00056130
20100218,MAS,
20100218,UN,0.00034569
20100218,CAG,0.00045980
20100218,CVX,0.00022770
20100218,ABC,0.00038018
20100218,K,0.00027984
20100218,EMN,0.00043882
20100218,STJ,
20100218,IBM,0.00020697
20100218,RMD,0.00041291
20100218,CBS,
20100218,CB,0.00031782
20100218,ULTA,0.00128312
20100218,MS,0.00038407
20100218,AIV,0.00072868
20100218,AZO,0.00038323
20100218,AWK,0.00054060
20100218,PBCT,0.00087360
20100218,COF,0.00037875
20100218,BIIB,0.00074213
20100218,ITT,0.00038362
20100218,AIG,0.00060684
20100218,CVH,0.00058577
20100218,FHN,0.00077957
20100218,DRI,0.00037821
20100218,EQIX,0.00108054
20100218,AXP,0.00032868
20100218,CAM,0.00046461
20100218,QCOM,0.00034712
20100218,CA,0.00053584
20100218,AMZN,0.00067409
20100218,NOC,0.00030939
20100218,GLW,0.00054925
20100218,CVS,0.00030157
20100218,LMT,0.00027147
20100218,NBL,0.00041017
20100218,VNO,
20100218,GE,0.00059653
20100218,GPC,0.00037259
20100218,ZION,0.00080770
20100218,R,0.00046256
20100218,FIS,
20100218,DG,0.00103957
