date,ticker,dailySpread
20180531,A,0.00016154
20180531,AA,0.00041615
20180531,AABA,0.00025924
20180531,AAL,0.00045977
20180531,AAP,0.00007776
20180531,AAPL,0.00005351
20180531,ABBV,0.00010116
20180531,ABC,0.00024346
20180531,ABMD,0.00002623
20180531,ABT,0.00016251
20180531,ACN,0.00032102
20180531,ADBE,0.00012035
20180531,ADI,0.00041165
20180531,ADM,0.00022870
20180531,ADNT,0.00018781
20180531,ADP,0.00007691
20180531,ADS,0.00028467
20180531,ADSK,0.00023239
20180531,AEE,0.00016893
20180531,AEP,0.00014718
20180531,AES,0.00078339
20180531,AET,0.00005680
20180531,AFL,0.00022190
20180531,AGN,0.00006632
20180531,AIG,0.00018945
20180531,AIV,0.00024495
20180531,AIZ,0.00010712
20180531,AJG,0.00015084
20180531,AKAM,0.00013269
20180531,AKS,0.00220994
20180531,ALB,0.00010698
20180531,ALGN,0.00042180
20180531,ALK,0.00016446
20180531,ALL,0.00021393
20180531,ALLE,0.00026164
20180531,ALXN,0.00008611
20180531,AMAT,0.00000000
20180531,AMBC,0.00053981
20180531,AMD,0.00072860
20180531,AME,0.00013692
20180531,AMG,0.00031390
20180531,AMGN,0.00005567
20180531,AMP,0.00007213
20180531,AMT,0.00007234
20180531,AMZN,0.00028836
20180531,AN,0.00021903
20180531,ANDV,0.00006920
20180531,ANET,0.00007950
20180531,ANF,0.00041867
20180531,ANSS,0.00006143
20180531,ANTM,0.00004516
20180531,AON,0.00014299
20180531,AOS,0.00015857
20180531,APA,0.00024997
20180531,APC,0.00014328
20180531,APD,0.00006194
20180531,APH,0.00011503
20180531,APTV,0.00010258
20180531,APY,0.00069436
20180531,ARE,0.00008000
20180531,ARNC,0.00056641
20180531,ASH,0.00038608
20180531,ASIX,0.00027379
20180531,ATGE,0.00104657
20180531,ATI,0.00035057
20180531,ATUS,0.00051112
20180531,ATVI,0.00014103
20180531,AVB,0.00006041
20180531,AVGO,0.00007934
20180531,AVP,0.00554017
20180531,AVY,0.00009521
20180531,AWK,0.00012026
20180531,AXP,0.00020348
20180531,AYI,0.00016915
20180531,AZO,0.00029257
20180531,BA,0.00002839
20180531,BAC,0.00034453
20180531,BAX,0.00028229
20180531,BBBY,0.00055081
20180531,BBT,0.00019046
20180531,BBY,0.00014649
20180531,BC,0.00015722
20180531,BDX,0.00013541
20180531,BEN,0.00029784
20180531,BGG,0.00054245
20180531,BH,0.00166698
20180531,BHF,0.00021229
20180531,BHGE,0.00028906
20180531,BIG,0.00048828
20180531,BIIB,0.00023810
20180531,BK,0.00018263
20180531,BKNG,0.00021810
20180531,BLK,0.00022460
20180531,BLL,0.00027060
20180531,BMS,0.00023643
20180531,BMY,0.00019010
20180531,BR,0.00008661
20180531,BSX,0.00032911
20180531,BTU,0.00046211
20180531,BVSN,0.05405405
20180531,BWA,0.00020498
20180531,BXP,0.00016418
20180531,C,0.00014991
20180531,CA,0.00027984
20180531,CAG,0.00026980
20180531,CAH,0.00019203
20180531,CAR,0.00025651
20180531,CARS,0.00038933
20180531,CAT,0.00006582
20180531,CB,0.00007652
20180531,CBOE,0.00010250
20180531,CBRE,0.00021657
20180531,CBS,0.00019851
20180531,CCE,0.00026340
20180531,CCI,0.00009602
20180531,CCL,0.00016055
20180531,CDNS,0.00023560
20180531,CE,0.00008855
20180531,CELG,0.00012709
20180531,CERN,0.00016757
20180531,CF,0.00024310
20180531,CFG,0.00024483
20180531,CHD,0.00021302
20180531,CHK,0.00223964
20180531,CHRW,0.00022989
20180531,CHTR,0.00007661
20180531,CI,0.00005902
20180531,CIEN,0.00043393
20180531,CIK,0.00316957
20180531,CINF,0.00028831
20180531,CIT,0.00020026
20180531,CL,0.00015854
20180531,CLF,0.00118133
20180531,CLX,0.00008277
20180531,CMA,0.00010607
20180531,CMCSA,0.00032077
20180531,CME,0.00018416
20180531,CMG,0.00016269
20180531,CMI,0.00007022
20180531,CMS,0.00021680
20180531,CMT,0.01168787
20180531,CNC,0.00025603
20180531,CNDT,0.00051962
20180531,CNO,0.00049938
20180531,CNP,0.00038263
20180531,CNX,0.00061862
20180531,COF,0.00021279
20180531,COG,0.00043754
20180531,COL,0.00014550
20180531,COO,0.00004419
20180531,COP,0.00014840
20180531,COST,0.00015134
20180531,COTY,0.00075443
20180531,CPB,0.00029731
20180531,CPRT,0.00018237
20180531,CR,0.00024059
20180531,CRM,0.00007734
20180531,CSCO,0.00023400
20180531,CSX,0.00015467
20180531,CTAS,0.00016461
20180531,CTB,0.00194363
20180531,CTL,0.00054870
20180531,CTSH,0.00013271
20180531,CTXS,0.00009468
20180531,CVG,0.00042274
20180531,CVS,0.00031541
20180531,CVX,0.00008046
20180531,CXO,0.00007283
20180531,CZR,0.00412371
20180531,D,0.00015580
20180531,DAL,0.00018503
20180531,DAN,0.00044833
20180531,DDR,0.00065811
20180531,DDS,0.00024555
20180531,DE,0.00006688
20180531,DF,0.00104439
20180531,DFS,0.00027078
20180531,DG,0.00011427
20180531,DGX,0.00018774
20180531,DHI,0.00023694
20180531,DHR,0.00020143
20180531,DIS,0.00010056
20180531,DISCA,0.00047405
20180531,DISH,0.00033847
20180531,DLPH,0.00059862
20180531,DLR,0.00009305
20180531,DLTR,0.00048444
20180531,DLX,0.00015030
20180531,DNB,0.00008143
20180531,DNR,0.00235018
20180531,DO,0.00055112
20180531,DOV,0.00012951
20180531,DPS,0.00008376
20180531,DRE,0.00035543
20180531,DRI,0.00011438
20180531,DTE,0.00009763
20180531,DUK,0.00012961
20180531,DVA,0.00014960
20180531,DVN,0.00024053
20180531,DWDP,0.00015595
20180531,DXC,0.00010857
20180531,EA,0.00007638
20180531,EBAY,0.00026515
20180531,EBIX,0.00067047
20180531,ECL,0.00007012
20180531,ED,0.00013032
20180531,EFX,0.00017547
20180531,EHC,0.00015440
20180531,EIX,0.00016089
20180531,EL,0.00006691
20180531,EMN,0.00019172
20180531,EMR,0.00014115
20180531,ENDP,0.00158856
20180531,EOG,0.00016974
20180531,EQIX,0.00002520
20180531,EQR,0.00015624
20180531,EQT,0.00019408
20180531,ES,0.00017521
20180531,ESRX,0.00013010
20180531,ESS,0.00004183
20180531,ESV,0.00153965
20180531,ETFC,0.00031571
20180531,ETN,0.00013057
20180531,ETR,0.00012359
20180531,EVHC,0.00023324
20180531,EW,0.00007284
20180531,EXC,0.00024152
20180531,EXPD,0.00040277
20180531,EXPE,0.00016526
20180531,EXR,0.00010388
20180531,F,0.00086543
20180531,FANG,0.00008281
20180531,FAST,0.00018785
20180531,FB,0.00005214
20180531,FBHS,0.00035600
20180531,FCPT,0.00043697
20180531,FCX,0.00059154
20180531,FDC,0.00052645
20180531,FDX,0.00004015
20180531,FE,0.00029049
20180531,FFIV,0.00046237
20180531,FHN,0.00053923
20180531,FII,0.00041195
20180531,FIS,0.00009782
20180531,FISV,0.00013773
20180531,FITB,0.00032706
20180531,FL,0.00018524
20180531,FLIR,0.00037126
20180531,FLR,0.00020532
20180531,FLS,0.00024193
20180531,FLT,0.00005016
20180531,FMC,0.00011480
20180531,FOSL,0.00045714
20180531,FOXA,0.00025924
20180531,FRC,0.00020078
20180531,FRT,0.00008411
20180531,FSLR,0.00029581
20180531,FTI,0.00032108
20180531,FTNT,0.00016344
20180531,FTR,0.00134680
20180531,FTV,0.00013758
20180531,GD,0.00004958
20180531,GE,0.00070998
20180531,GFI,0.00279720
20180531,GGP,0.00049298
20180531,GHC,0.00163392
20180531,GILD,0.00014853
20180531,GIS,0.00023649
20180531,GLW,0.00036799
20180531,GM,0.00023416
20180531,GME,0.00075729
20180531,GNW,0.00291121
20180531,GOLD,0.00025151
20180531,GOOGL,0.00000909
20180531,GPC,0.00011011
20180531,GPN,0.00008995
20180531,GPS,0.00035746
20180531,GRMN,0.00016643
