date,ticker,dailySpread
20130227,A,0.00023961
20130227,AA,0.00117028
20130227,AAP,0.00051726
20130227,AAPL,0.00002249
20130227,ABBV,0.00054437
20130227,ABC,0.00021265
20130227,ABMD,0.00061143
20130227,ABT,0.00029184
20130227,ACAS,0.00071968
20130227,ACE,0.00011660
20130227,ACN,0.00026882
20130227,ACT,0.00023291
20130227,ADBE,0.00050492
20130227,ADI,0.00022039
20130227,ADM,0.00031245
20130227,ADP,0.00016235
20130227,ADS,0.00038028
20130227,ADSK,0.00027628
20130227,AEE,0.00029882
20130227,AEP,0.00021429
20130227,AES,0.00085948
20130227,AET,0.00021037
20130227,AFL,0.00040048
20130227,AGN,0.00009217
20130227,AIG,0.00026466
20130227,AIV,0.00033881
20130227,AIZ,0.00024369
20130227,AJG,0.00051733
20130227,AKAM,0.00027334
20130227,AKS,0.00265604
20130227,ALB,0.00015332
20130227,ALGN,0.00031781
20130227,ALK,0.00019438
20130227,ALL,0.00021713
20130227,ALXN,0.00069356
20130227,AMAT,0.00072807
20130227,AMCC,0.00122026
20130227,AMD,0.00396040
20130227,AME,0.00023807
20130227,AMG,0.00034224
20130227,AMGN,0.00010986
20130227,AMP,0.00029369
20130227,AMSG,0.00065104
20130227,AMT,0.00012917
20130227,AMZN,0.00049371
20130227,AN,0.00022714
20130227,ANF,0.00021554
20130227,ANSS,0.00053234
20130227,AON,0.00016443
20130227,AOS,0.00014014
20130227,APA,0.00026885
20130227,APC,0.00037488
20130227,APD,0.00011687
20130227,APH,0.00028301
20130227,APOL,0.00058394
20130227,ARE,0.00028078
20130227,ARG,0.00019902
20130227,ASH,0.00038282
20130227,ATI,0.00032557
20130227,ATVI,0.00070102
20130227,AVB,0.00031756
20130227,AVGO,0.00029687
20130227,AVP,0.00051507
20130227,AVY,0.00024561
20130227,AWK,0.00025410
20130227,AXP,0.00016001
20130227,AYI,0.00013892
20130227,AZO,0.00005308
20130227,BA,0.00012922
20130227,BAC,0.00088456
20130227,BAX,0.00014858
20130227,BBBY,0.00017555
20130227,BBT,0.00032911
20130227,BBY,0.00060259
20130227,BC,0.00027735
20130227,BCR,0.00030354
20130227,BDX,0.00011344
20130227,BEAM,0.00016376
20130227,BEN,0.00007051
20130227,BGG,0.00040908
20130227,BH,0.00273064
20130227,BHI,0.00022117
20130227,BIG,0.00030152
20130227,BIIB,0.00006022
20130227,BK,0.00036503
