date,ticker,volume
20160802,A,1595948.00000000
20160802,AA,13672411.00000000
20160802,AAL,12100443.00000000
20160802,AAP,881808.00000000
20160802,AAPL,34215997.00000000
20160802,ABBV,8763200.00000000
20160802,ABC,5179162.00000000
20160802,ABMD,586770.00000000
20160802,ABT,10352748.00000000
20160802,ACAS,818978.00000000
20160802,ACN,2120103.00000000
20160802,ADBE,2352675.00000000
20160802,ADI,2740483.00000000
20160802,ADM,4718167.00000000
20160802,ADP,2384471.00000000
20160802,ADS,858837.00000000
20160802,ADSK,1389452.00000000
20160802,AEE,1020280.00000000
20160802,AEP,1894225.00000000
20160802,AES,4365379.00000000
20160802,AET,2768166.00000000
20160802,AFL,1750683.00000000
20160802,AGN,3601333.00000000
20160802,AIG,6058956.00000000
20160802,AIV,1987371.00000000
20160802,AIZ,513217.00000000
20160802,AJG,1250634.00000000
20160802,AKAM,3083522.00000000
20160802,AKS,9399204.00000000
20160802,ALB,2035317.00000000
20160802,ALGN,800733.00000000
20160802,ALK,2138801.00000000
20160802,ALL,1344354.00000000
20160802,ALLE,618612.00000000
20160802,ALXN,2286096.00000000
20160802,AMAT,10462246.00000000
20160802,AMBC,148044.00000000
20160802,AMCC,768938.00000000
20160802,AMD,40816397.00000000
20160802,AME,880840.00000000
20160802,AMG,478366.00000000
20160802,AMGN,6588988.00000000
20160802,AMP,1094728.00000000
20160802,AMSG,1531938.00000000
20160802,AMT,2037258.00000000
20160802,AMZN,3603280.00000000
20160802,AN,2312815.00000000
20160802,ANET,728237.00000000
20160802,ANF,1507725.00000000
20160802,ANSS,483085.00000000
20160802,ANTM,3231686.00000000
20160802,AON,912681.00000000
20160802,AOS,896809.00000000
20160802,APA,2556020.00000000
20160802,APC,4756650.00000000
20160802,APD,622719.00000000
20160802,APH,1125566.00000000
20160802,APOL,379181.00000000
20160802,ARE,781828.00000000
20160802,ASH,337451.00000000
20160802,ATI,1389926.00000000
20160802,ATVI,6677419.00000000
20160802,AVB,655186.00000000
20160802,AVGO,2268947.00000000
20160802,AVP,21419046.00000000
20160802,AVY,997685.00000000
20160802,AWK,913045.00000000
20160802,AXP,2530953.00000000
20160802,AYI,316438.00000000
20160802,AZO,151075.00000000
20160802,BA,3156760.00000000
20160802,BAC,83776290.00000000
20160802,BAX,4180479.00000000
20160802,BBBY,2961388.00000000
20160802,BBT,3083111.00000000
20160802,BBY,4718835.00000000
20160802,BC,1390027.00000000
20160802,BCR,502438.00000000
20160802,BDX,728257.00000000
20160802,BEN,3920544.00000000
20160802,BGG,166752.00000000
20160802,BH,3233.00000000
20160802,BHI,4012499.00000000
20160802,BIG,1819931.00000000
20160802,BIIB,7799984.00000000
20160802,BK,4321801.00000000
20160802,BLK,745569.00000000
20160802,BLL,1253641.00000000
20160802,BMS,761783.00000000
