date,ticker,volume
20130903,A,1565600.00000000
20130903,AA,28808800.00000000
20130903,AAP,904200.00000000
20130903,AAPL,12391252.00000000
20130903,ABBV,2925600.00000000
20130903,ABC,1054500.00000000
20130903,ABMD,282310.00000000
20130903,ABT,14068600.00000000
20130903,ACAS,2319698.00000000
20130903,ACE,1232200.00000000
20130903,ACN,3186000.00000000
20130903,ACT,1186000.00000000
20130903,ADBE,1978761.00000000
20130903,ADI,1856537.00000000
20130903,ADM,3656300.00000000
20130903,ADP,1909295.00000000
20130903,ADS,880000.00000000
20130903,ADSK,2043280.00000000
20130903,AEE,2710700.00000000
20130903,AEP,2556900.00000000
20130903,AES,3430600.00000000
20130903,AET,1807100.00000000
20130903,AFL,1437700.00000000
20130903,AGN,1375500.00000000
20130903,AIG,12957200.00000000
20130903,AIV,1005400.00000000
20130903,AIZ,434900.00000000
20130903,AJG,1213400.00000000
20130903,AKAM,1219690.00000000
20130903,AKS,4403900.00000000
20130903,ALB,1022300.00000000
20130903,ALGN,443156.00000000
20130903,ALK,906000.00000000
20130903,ALL,2883600.00000000
20130903,ALXN,804983.00000000
20130903,AMAT,8600717.00000000
20130903,AMBC,155963.00000000
20130903,AMCC,499432.00000000
20130903,AMD,15543600.00000000
20130903,AME,2121000.00000000
20130903,AMG,639500.00000000
20130903,AMGN,3421984.00000000
20130903,AMP,1001200.00000000
20130903,AMSG,109620.00000000
20130903,AMT,2446800.00000000
20130903,AMZN,3136149.00000000
20130903,AN,1274200.00000000
20130903,ANF,3288600.00000000
20130903,ANSS,695042.00000000
20130903,AON,661800.00000000
20130903,AOS,360100.00000000
20130903,APA,4539500.00000000
20130903,APC,1939700.00000000
20130903,APD,768200.00000000
20130903,APH,803400.00000000
20130903,APOL,1784638.00000000
20130903,ARE,938900.00000000
20130903,ARG,396700.00000000
20130903,ASH,769000.00000000
20130903,ATI,887200.00000000
20130903,ATVI,9426252.00000000
20130903,AVB,789500.00000000
20130903,AVGO,1760955.00000000
20130903,AVP,2570000.00000000
20130903,AVY,923700.00000000
20130903,AWK,523700.00000000
20130903,AXP,3994100.00000000
20130903,AYI,428600.00000000
20130903,AZO,161400.00000000
20130903,BA,3661600.00000000
20130903,BAC,74628700.00000000
20130903,BAX,2648700.00000000
20130903,BBBY,995781.00000000
20130903,BBT,3969800.00000000
20130903,BBY,5987800.00000000
20130903,BC,531700.00000000
20130903,BCR,493200.00000000
20130903,BDX,611500.00000000
20130903,BEAM,959200.00000000
20130903,BEN,2794000.00000000
20130903,BGG,349400.00000000
20130903,BH,21600.00000000
20130903,BHI,3861000.00000000
20130903,BIG,1224400.00000000
20130903,BIIB,1273769.00000000
20130903,BK,4030000.00000000
20130903,BLK,517000.00000000
20130903,BLL,629500.00000000
20130903,BMC,1857330.00000000
20130903,BMS,515500.00000000
20130903,BMY,5043700.00000000
20130903,BR,1367900.00000000
20130903,BRCM,6365958.00000000
20130903,BSX,13127600.00000000
20130903,BTU,5584200.00000000
20130903,BVSN,23451.00000000
20130903,BWA,486400.00000000
20130903,BXP,1258800.00000000
20130903,C,28909100.00000000
20130903,CA,2576024.00000000
20130903,CAG,2807100.00000000
20130903,CAH,1781200.00000000
20130903,CAM,2883300.00000000
20130903,CAR,1733597.00000000
20130903,CAT,7544200.00000000
20130903,CB,1058900.00000000
20130903,CBG,3526600.00000000
20130903,CBOE,1703429.00000000
20130903,CBS,5755800.00000000
20130903,CCI,1103400.00000000
20130903,CCL,3326300.00000000
20130903,CDNS,4405005.00000000
20130903,CE,607300.00000000
20130903,CELG,2541686.00000000
20130903,CERN,2015759.00000000
20130903,CF,682000.00000000
20130903,CFN,2085200.00000000
20130903,CHD,1150200.00000000
20130903,CHK,7292600.00000000
20130903,CHRW,1624526.00000000
20130903,CHTR,771044.00000000
20130903,CI,1301600.00000000
20130903,CIEN,7876771.00000000
20130903,CIK,201200.00000000
20130903,CINF,678647.00000000
20130903,CIT,1259600.00000000
20130903,CL,3377100.00000000
20130903,CLF,7189400.00000000
20130903,CLX,917800.00000000
20130903,CMA,996200.00000000
20130903,CMCSA,9487465.00000000
20130903,CME,1338538.00000000
20130903,CMG,250700.00000000
20130903,CMI,974100.00000000
20130903,CMS,2506300.00000000
20130903,CMT,19300.00000000
