date,ticker,volume
20080725,A,2515800.00000000
20080725,AA,9841300.00000000
20080725,AAP,855400.00000000
20080725,AAPL,22638622.00000000
20080725,ABC,1982200.00000000
20080725,ABMD,315524.00000000
20080725,ABT,5127000.00000000
20080725,ACAS,3189291.00000000
20080725,ACE,6825800.00000000
20080725,ACF,2217600.00000000
20080725,ACN,3863100.00000000
20080725,ACS,594300.00000000
20080725,ADBE,5156846.00000000
20080725,ADCT,4360863.00000000
20080725,ADI,4163500.00000000
20080725,ADM,4130200.00000000
20080725,ADP,2699900.00000000
20080725,ADPT,2030923.00000000
20080725,ADS,1260900.00000000
20080725,ADSK,3513842.00000000
20080725,AEE,977000.00000000
20080725,AEP,3155800.00000000
20080725,AES,4682400.00000000
20080725,AET,3576200.00000000
20080725,AFL,7479400.00000000
20080725,AGN,1718600.00000000
20080725,AIG,32511000.00000000
20080725,AIV,2753100.00000000
20080725,AIZ,1250500.00000000
20080725,AJG,643000.00000000
20080725,AKAM,4470692.00000000
20080725,AKS,4283000.00000000
20080725,ALB,801300.00000000
20080725,ALGN,448380.00000000
20080725,ALK,1035300.00000000
20080725,ALL,4459800.00000000
20080725,ALXN,986688.00000000
20080725,AMAT,15171680.00000000
20080725,AMB,978700.00000000
20080725,AMCC,722088.00000000
20080725,AMD,14941100.00000000
20080725,AME,768300.00000000
20080725,AMG,819500.00000000
20080725,AMGN,9816890.00000000
20080725,AMP,2723300.00000000
20080725,AMR,21377700.00000000
20080725,AMSG,323621.00000000
20080725,AMT,4556500.00000000
20080725,AMZN,9155671.00000000
20080725,AN,8810000.00000000
20080725,ANF,9882800.00000000
20080725,ANSS,987760.00000000
20080725,AOC,2282800.00000000
20080725,AOS,396600.00000000
20080725,APA,5211400.00000000
20080725,APC,6484200.00000000
20080725,APD,1626600.00000000
20080725,APH,2136800.00000000
20080725,APOL,2826009.00000000
20080725,APY,70600.00000000
20080725,ARE,314300.00000000
20080725,ARG,650800.00000000
20080725,ASH,1168500.00000000
20080725,ATI,3525500.00000000
20080725,ATVI,2227581.00000000
20080725,AVB,1522600.00000000
20080725,AVP,3175500.00000000
20080725,AVY,842400.00000000
20080725,AW,2085500.00000000
20080725,AWK,241000.00000000
20080725,AXP,19238200.00000000
20080725,AYE,1517500.00000000
20080725,AYI,850300.00000000
20080725,AZO,769400.00000000
20080725,BA,9172900.00000000
20080725,BAC,89735700.00000000
20080725,BAX,2863100.00000000
20080725,BBBY,4885311.00000000
20080725,BBT,8309800.00000000
20080725,BBY,5218200.00000000
20080725,BC,1597800.00000000
20080725,BCR,618000.00000000
20080725,BDK,2463700.00000000
20080725,BDX,2205200.00000000
20080725,BEN,1772300.00000000
20080725,BGG,751400.00000000
20080725,BHI,5582400.00000000
20080725,BIG,3121100.00000000
20080725,BIIB,3510928.00000000
20080725,BK,12401400.00000000
20080725,BLK,502600.00000000
20080725,BLL,1741100.00000000
20080725,BMC,8475200.00000000
20080725,BMS,1093300.00000000
20080725,BMY,9642200.00000000
20080725,BR,415100.00000000
20080725,BRCM,19017035.00000000
20080725,BRL,2249800.00000000
20080725,BSX,17272700.00000000
20080725,BTU,9212800.00000000
20080725,BWA,1192300.00000000
20080725,BXP,1604500.00000000
20080725,C,102184600.00000000
20080725,CA,4687068.00000000
20080725,CAG,4704200.00000000
20080725,CAH,1184500.00000000
20080725,CAM,3148800.00000000
20080725,CAR,2237900.00000000
20080725,CAT,4727200.00000000
20080725,CB,5175500.00000000
20080725,CBE,1707000.00000000
20080725,CBG,2754200.00000000
20080725,CBS,6592700.00000000
20080725,CCI,3328400.00000000
20080725,CCL,4893500.00000000
20080725,CDNS,19967912.00000000
20080725,CE,2140100.00000000
20080725,CEG,1464500.00000000
20080725,CELG,6116581.00000000
20080725,CEPH,903364.00000000
20080725,CERN,977303.00000000
20080725,CF,2108400.00000000
20080725,CFS,1400.00000000
20080725,CHD,336500.00000000
20080725,CHK,21904000.00000000
20080725,CHP,95600.00000000
20080725,CHRW,3273909.00000000
20080725,CHTR,1444454.00000000
20080725,CI,2279400.00000000
20080725,CIEN,4848685.00000000
20080725,CIK,96200.00000000
20080725,CINF,1881489.00000000
20080725,CIT,9485900.00000000
20080725,CL,2600100.00000000
20080725,CLF,3542300.00000000
20080725,CLX,962400.00000000
20080725,CMA,6121400.00000000
20080725,CMCSA,21877638.00000000
20080725,CME,733424.00000000
20080725,CMG,1790900.00000000
20080725,CMI,2017600.00000000
20080725,CMS,3069000.00000000
20080725,CMT,1100.00000000
20080725,CNC,388900.00000000
20080725,CNO,1041000.00000000
20080725,CNP,1698300.00000000
20080725,CNX,7153600.00000000
20080725,COF,11940900.00000000
20080725,COG,4720400.00000000
20080725,COH,7035100.00000000
20080725,COL,983700.00000000
20080725,COO,266300.00000000
20080725,COP,11263400.00000000
20080725,COST,8610399.00000000
20080725,COV,1687300.00000000
20080725,CPB,1759900.00000000
20080725,CPN,1510200.00000000
20080725,CPRT,417755.00000000
20080725,CR,175100.00000000
20080725,CRM,1019800.00000000
20080725,CSC,870900.00000000
20080725,CSCO,63692375.00000000
20080725,CSX,2810400.00000000
20080725,CTAS,1298303.00000000
20080725,CTB,593200.00000000
20080725,CTL,1298100.00000000
20080725,CTSH,5681617.00000000
20080725,CTXS,8735836.00000000
20080725,CVG,2255400.00000000
20080725,CVH,2900100.00000000
20080725,CVS,8260400.00000000
20080725,CVX,14425100.00000000
20080725,CXO,595600.00000000
20080725,CZN,2541400.00000000
20080725,D,2008900.00000000
20080725,DAL,22092800.00000000
20080725,DAN,740400.00000000
20080725,DD,6531100.00000000
20080725,DDR,3112400.00000000
20080725,DDS,1202300.00000000
20080725,DE,4186700.00000000
20080725,DELL,15874932.00000000
20080725,DF,2351000.00000000
20080725,DFS,6422900.00000000
20080725,DGX,1170900.00000000
20080725,DHI,8327700.00000000
20080725,DHR,2192300.00000000
20080725,DIS,12842700.00000000
20080725,DISCA,1081783.00000000
20080725,DISH,1811135.00000000
20080725,DLR,888600.00000000
20080725,DLTR,1086665.00000000
20080725,DLX,353200.00000000
20080725,DNB,203400.00000000
20080725,DNR,2488700.00000000
20080725,DO,2214200.00000000
20080725,DOV,1410900.00000000
20080725,DPS,862700.00000000
20080725,DRE,1606300.00000000
20080725,DRI,1997500.00000000
20080725,DTE,775000.00000000
20080725,DUK,5346300.00000000
20080725,DV,601900.00000000
20080725,DVA,3403300.00000000
20080725,DVN,5845800.00000000
20080725,DYN,19738100.00000000
20080725,EBAY,19160948.00000000
20080725,EBIX,6846.00000000
20080725,ECL,1363300.00000000
20080725,ED,1815500.00000000
20080725,EFX,1041100.00000000
20080725,EIX,1548200.00000000
20080725,EL,1348400.00000000
20080725,EMC,19026900.00000000
20080725,EMN,2719200.00000000
20080725,EMR,3131400.00000000
20080725,ENDP,1044290.00000000
20080725,EOG,3837100.00000000
20080725,EP,8422600.00000000
