date,ticker,adv30Days
20011024,SAFC,710299.40000000
20011024,BKNG,750729.16666667
20011024,EPG,2904763.33333333
20011024,UIS,1896196.66666667
20011024,GT,1089886.66666667
20011024,ANDW,752849.63333333
20011024,BEN,780486.66666667
20011024,ET,3039043.33333333
20011024,LDG,191086.66666667
20011024,STT,1499490.00000000
20011024,ETR,726803.33333333
20011024,SBUX,5029880.66666667
20011024,RDC,1507136.66666667
20011024,IBM,11342133.33333333
20011024,HRL,188106.66666667
20011024,MHK,382770.00000000
20011024,CME,4833.33333333
20011024,MERQ,4778678.66666667
20011024,KBH,662480.00000000
20011024,LEN,1000586.66666667
20011024,MRO,1540373.33333333
20011024,HOLX,43572.00000000
20011024,CSC,1116603.33333333
20011024,SRE,660240.00000000
20011024,SLR,7521133.33333333
20011024,VTSS,6239925.96666667
20011024,CNO,50053.33333333
20011024,WWY,435570.00000000
20011024,VRTX,1553920.60000000
20011024,RL,319323.33333333
20011024,ANF,2179153.33333333
20011024,CERN,1171077.00000000
20011024,BGG,117796.66666667
20011024,ILMN,59805.86666667
20011024,BHI,2618750.00000000
20011024,TSN,1778976.66666667
20011024,LLY,4977966.66666667
20011024,TTWO,2073866.50000000
20011024,ABMD,170614.16666667
20011024,DISH,4386318.40000000
20011024,INTU,3634925.30000000
20011024,DLX,369696.66666667
20011024,ABC,1219680.00000000
20011024,PEG,570276.66666667
20011024,EMR,2438333.33333333
20011024,MOLX,805087.83333333
20011024,SAF,15260.00000000
20011024,ROH,862093.33333333
20011024,PRSP,17279.86666667
20011024,PNW,413990.00000000
20011024,AIV,277833.33333333
20011024,TXT,1097103.33333333
20011024,SNDK,1325327.66666667
20011024,RTN,5069136.66666667
20011024,ASH,360080.00000000
20011024,SHW,581090.00000000
20011024,ORCL,49769662.76666667
20011024,PKG,378520.00000000
20011024,FMC,335340.00000000
20011024,OKE,205303.33333333
20011024,SZ,26026.66666667
20011024,SLB,3920900.00000000
20011024,W,355770.00000000
20011024,PVH,86963.33333333
20011024,JEC,254466.66666667
20011024,CHD,112473.33333333
20011024,HUM,867300.00000000
20011024,AIZ,17540.00000000
20011024,IP,3354000.00000000
20011024,AVB,599676.66666667
20011024,HSY,675760.00000000
20011024,SWK,433053.33333333
20011024,MCHP,2714042.43333333
20011024,ADM,1620543.33333333
20011024,BCR,595510.00000000
20011024,HWP,12033830.00000000
20011024,CRM,8036.66666667
20011024,DV,369070.00000000
20011024,RSG,567616.66666667
20011024,SNS,59526.66666667
20011024,MOT,12146246.66666667
20011024,JBL,2230906.66666667
20011024,KFT,2040436.66666667
20011024,AJG,847156.66666667
20011024,KMI,852616.66666667
20011024,MAA,29846.66666667
20011024,VTR,179006.66666667
20011024,FE,1546460.00000000
20011024,PCAR,475029.76666667
20011024,LTBG,193059.86666667
20011024,C,17839476.66666667
20011024,ODP,2802786.66666667
20011024,ITT,587733.33333333
20011024,SLG,305856.66666667
20011024,FD,2034930.00000000
20011024,GDW,1130200.00000000
20011024,KEYS,95957.23333333
20011024,LOW,5479350.00000000
20011024,LFIN,34595.93333333
20011024,FITB,3238251.03333333
20011024,CNX,194020.00000000
20011024,TE,963030.00000000
20011024,FII,283070.00000000
20011024,TXN,12983626.66666667
20011024,CMS,944160.00000000
20011024,LMT,3884870.00000000
20011024,COF,3638470.00000000
