date,ticker,adv30Days
20160331,C,21664122.83333333
20160331,DAN,1704930.40000000
20160331,AMGN,3760882.20000000
20160331,PBI,1638583.43333333
20160331,SYK,1430600.56666667
20160331,FSLR,2228928.93333333
20160331,BDX,999069.76666667
20160331,WLTW,709591.16666667
20160331,ODP,10404505.20000000
20160331,SJM,938714.23333333
20160331,RIG,20102114.23333333
20160331,WRK,2251024.13333333
20160331,TSN,3414988.00000000
20160331,MU,22733297.73333333
20160331,CI,1010913.70000000
20160331,CPRT,856273.90000000
20160331,CAG,2558440.06666667
20160331,IMS,942216.93333333
20160331,AJG,863218.06666667
20160331,DISCA,3391604.63333333
20160331,SBAC,1201639.13333333
20160331,LYB,3934491.96666667
20160331,AA,28726842.36666667
20160331,COST,2398214.93333333
20160331,JBL,2844265.60000000
20160331,DAL,8684171.80000000
20160331,STI,4010673.76666667
20160331,USB,6879377.50000000
20160331,PRU,2980646.83333333
20160331,NI,2395777.76666667
20160331,BBT,4841285.13333333
20160331,CIEN,4276168.23333333
20160331,LEN,2450265.10000000
20160331,EIX,2476635.86666667
20160331,MRK,9350555.93333333
20160331,VRSN,952255.53333333
20160331,JNJ,8098777.63333333
20160331,BSX,8007394.56666667
20160331,GWW,667709.20000000
20160331,ADSK,2725568.46666667
20160331,ROP,453928.90000000
20160331,FTR,20876268.50000000
20160331,SCHW,9993350.90000000
20160331,AME,1374687.93333333
20160331,MNK,3314805.36666667
20160331,CERN,2955418.76666667
20160331,BK,5911916.63333333
20160331,RL,898401.56666667
20160331,FDX,2087798.00000000
20160331,AIV,1076237.33333333
20160331,CHTR,2200411.46666667
20160331,ROL,496687.20000000
20160331,MAC,1584247.46666667
20160331,EQT,2338898.33333333
20160331,ORCL,15590374.20000000
20160331,TE,2824887.73333333
20160331,PSX,3035517.90000000
20160331,PG,9241352.63333333
20160331,CTSH,4167346.20000000
20160331,CLF,7751679.63333333
20160331,QLGC,573900.56666667
20160331,HOLX,4264325.56666667
20160331,CRM,5252892.66666667
20160331,TIF,1684605.06666667
20160331,AZO,294488.93333333
20160331,ULTA,1507571.50000000
20160331,LDOS,583058.43333333
20160331,COG,11336295.30000000
20160331,HST,9515057.00000000
20160331,GPC,741717.66666667
20160331,MDT,5761487.36666667
20160331,RMD,1077911.76666667
20160331,ABC,2004599.46666667
20160331,HBAN,12649272.33333333
20160331,FCPT,963539.10000000
20160331,HON,4357051.20000000
20160331,BLL,1241841.66666667
20160331,GLW,9772033.70000000
20160331,BBBY,1797638.26666667
20160331,JBHT,890631.43333333
20160331,HCA,2922744.70000000
20160331,CTAS,647428.50000000
20160331,WMIH,321722.86666667
20160331,JCI,3269879.63333333
20160331,WDC,5625569.56666667
20160331,TER,1446765.03333333
20160331,WCG,576427.66666667
20160331,ED,1964729.16666667
20160331,HBI,2939516.73333333
20160331,CAR,3514014.23333333
20160331,RLH,31696.63333333
20160331,XLNX,2761180.30000000
20160331,GM,12501242.46666667
20160331,KBH,3749199.03333333
20160331,TWX,5336002.23333333
20160331,MO,6252221.06666667
20160331,NWSA,4564082.20000000
20160331,DNR,17316284.20000000
20160331,HCP,3966481.53333333
20160331,PAR,26204.06666667
20160331,OKE,3564691.00000000
20160331,RJF,882575.90000000
20160331,BBY,5272211.83333333
20160331,HAS,1030168.33333333
20160331,ZION,3453648.03333333
20160331,IP,4166001.46666667
20160331,HFC,3017090.36666667
20160331,MHK,713375.73333333
20160331,EFX,705099.03333333
20160331,CPB,2046773.66666667
20160331,WFC,18123974.43333333
20160331,ADBE,3972405.40000000
20160331,PLD,2960182.86666667
20160331,ABBV,6721867.20000000
20160331,EA,3518415.30000000
20160331,CNX,10355353.80000000
20160331,TRIP,2222794.60000000
20160331,FOSL,1165336.30000000
20160331,JNPR,5522660.66666667
20160331,NDAQ,1404213.46666667
20160331,VIAB,3239496.63333333
20160331,ADI,2101912.13333333
20160331,CHRW,1358154.10000000
20160331,AVP,7619959.00000000
20160331,EQR,2015670.40000000
20160331,MSFT,29449694.93333333
20160331,HPQ,15637915.70000000
20160331,DNB,205444.50000000
20160331,GPS,5955317.16666667
20160331,VRSK,968206.00000000
20160331,DVA,1058403.90000000
20160331,FLIR,758682.76666667
20160331,LOW,5240499.53333333
20160331,IVZ,3936399.10000000
20160331,TRV,1696008.20000000
20160331,PPG,1391384.76666667
20160331,SXCL,35353.53333333
20160331,CSRA,1196718.06666667
20160331,GS,4327952.96666667
20160331,LM,1624750.80000000
20160331,TDC,1590396.60000000
20160331,RF,18576579.10000000
20160331,TMO,1710293.83333333
20160331,WM,2451737.10000000
20160331,HLS,751244.83333333
20160331,TGT,5848707.26666667
20160331,T,23122270.96666666
20160331,IR,2256305.43333333
20160331,LPX,2199618.96666667
20160331,SRCL,915180.33333333
20160331,GOLD,970637.73333333
20160331,PNC,2309480.43333333
20160331,CAH,1708767.43333333
20160331,TDG,522026.13333333
20160331,ALK,1154704.60000000
20160331,COH,3428965.60000000
20160331,LNC,2618138.53333333
20160331,RRD,1701477.33333333
20160331,BAX,4469103.16666667
20160331,JKHY,487151.96666667
20160331,URBN,2412719.70000000
20160331,CSX,10111210.33333333
20160331,KMB,1714074.00000000
20160331,NEE,2313902.20000000
20160331,SO,4660052.50000000
20160331,ROK,937104.50000000
20160331,CMS,2534574.96666667
20160331,MNST,1368005.80000000
20160331,CHK,49969407.23333333
20160331,GHC,29306.83333333
20160331,PCH,421656.10000000
20160331,EMC,10006918.00000000
20160331,HOG,2346471.93333333
20160331,MTD,144755.53333333
20160331,WY,7915470.43333333
20160331,MSCI,1145032.86666667
20160331,MON,3268858.26666667
20160331,COO,486860.93333333
20160331,SYF,7427196.60000000
20160331,CBG,3290802.80000000
20160331,EQIX,899126.86666667
20160331,PKI,904731.20000000
20160331,NCR,2031175.33333333
