date,ticker,adv30Days
20070208,PFE,33055843.33333333
20070208,CI,807443.33333333
20070208,IPG,5095700.00000000
20070208,AMCC,5984606.00000000
20070208,HAL,18286540.00000000
20070208,CERN,708546.00000000
20070208,ZMH,1748290.00000000
20070208,PBCT,450898.03333333
20070208,PBI,865660.00000000
20070208,WAG,3803980.00000000
20070208,ACN,2691060.00000000
20070208,LMT,1969186.66666667
20070208,EL,1234373.33333333
20070208,AVB,889726.66666667
20070208,URBN,2707626.83333333
20070208,APOL,1963143.83333333
20070208,MCO,1023670.00000000
20070208,ADP,2333976.66666667
20070208,AEE,626583.33333333
20070208,MUR,1654893.33333333
20070208,CDNS,4033302.86666667
20070208,UIS,3640966.66666667
20070208,HP,1699393.33333333
20070208,FDX,1800830.00000000
20070208,WFMI,3141559.10000000
20070208,LTD,4472023.33333333
20070208,C,16925085.00000000
20070208,VMC,655730.00000000
20070208,AOC,1796053.33333333
20070208,NBL,1460536.66666667
20070208,BLK,295596.66666667
20070208,INTC,69312686.36666666
20070208,CHTR,10287923.16666667
20070208,JPM,11600543.33333333
20070208,CNP,3210210.00000000
20070208,BGG,663936.66666667
20070208,TSN,2551246.66666667
20070208,PCG,1272966.66666667
20070208,NTAP,4237897.60000000
20070208,SLR,6263610.00000000
20070208,RMD,532486.66666667
20070208,EQR,1864263.33333333
20070208,O,382120.00000000
20070208,CHD,292896.66666667
20070208,MAA,195746.66666667
20070208,DYN,4027893.33333333
20070208,RRD,965883.33333333
20070208,MEDI,3531356.16666667
20070208,FIS,928420.00000000
20070208,CMCSA,10914079.83333333
20070208,PPG,797446.66666667
20070208,AIG,6814236.66666667
20070208,BEN,985000.00000000
20070208,LEE,337090.00000000
20070208,WPI,899036.66666667
20070208,HPQ,12300496.66666667
20070208,BMY,10010453.33333333
20070208,PHM,2538196.66666667
20070208,MOT,40551800.00000000
20070208,LOW,6862143.33333333
20070208,MOS,2355443.33333333
20070208,ETFC,
20070208,TIE,2227923.33333333
20070208,EXC,2428623.33333333
20070208,F,52523303.33333334
20070208,DRI,1555440.00000000
20070208,DIS,10263616.66666667
20070208,NWL,1417916.66666667
