date,ticker,adv30Days
20150814,HSIC,349609.96666667
20150814,BCR,583639.03333333
20150814,V,7671153.73333333
20150814,ANSS,357308.60000000
20150814,CMS,2674536.96666667
20150814,TGT,3987427.00000000
20150814,PYPL,
20150814,AMGN,3464308.53333333
20150814,ADI,2314680.03333333
20150814,DOV,1737065.16666667
20150814,ECL,1000673.26666667
20150814,HOT,2407430.00000000
20150814,ROST,1971964.36666667
20150814,FOXA,17461924.73333333
20150814,MRK,8310721.70000000
20150814,FAST,2439213.93333333
20150814,MCO,753953.96666667
20150814,RDC,2964794.96666667
20150814,MPC,6053707.20000000
20150814,KLAC,1498641.76666667
20150814,WAT,468540.70000000
20150814,PLD,2619828.56666667
20150814,WIN,4529696.90000000
20150814,FLIR,659934.66666667
20150814,WYNN,2455411.40000000
20150814,MJN,2083401.10000000
20150814,KMX,1386412.03333333
20150814,APH,1103203.66666667
20150814,MRO,10387788.83333333
20150814,CTSH,3132100.73333333
20150814,PWR,2956850.20000000
20150814,MNST,1199048.80000000
20150814,LEE,183109.73333333
20150814,CLF,7346356.73333333
20150814,BAX,13388300.96666667
20150814,NLSN,2156444.40000000
20150814,ULTA,691562.60000000
20150814,CMT,69518.06666667
20150814,LVLT,2339232.10000000
20150814,ABT,5199019.30000000
20150814,IMS,1109358.83333333
20150814,DISCA,3819086.13333333
20150814,ISRG,309669.00000000
20150814,WM,2206220.90000000
20150814,CAM,2921231.66666667
20150814,NOV,6077950.80000000
20150814,ESRX,3990124.53333333
20150814,SIAL,922439.36666667
20150814,ETFC,3354934.00000000
20150814,XRAY,765889.63333333
20150814,KODK,294435.43333333
20150814,TSN,4848180.56666667
20150814,VLO,6795406.30000000
20150814,BLL,971357.96666667
20150814,TXT,1960715.83333333
20150814,FTR,23090464.63333333
20150814,COO,316432.73333333
20150814,EOG,5440691.50000000
20150814,SWKS,5017789.30000000
20150814,NEE,2199673.26666667
20150814,MCHP,2735691.86666667
20150814,ABC,1935371.10000000
20150814,GWW,668448.23333333
20150814,L,1550186.60000000
20150814,SXCL,
20150814,RLGY,1247875.46666667
20150814,NKTR,1284064.40000000
20150814,GGP,3698643.26666667
20150814,KEYS,707411.73333333
20150814,HFC,3274177.46666667
20150814,ADS,505537.46666667
20150814,OI,1709117.43333333
20150814,TGNA,2427134.76666667
20150814,PVH,685758.53333333
20150814,AET,4129952.96666667
20150814,SVU,4662201.43333333
