date,ticker,adv30Days
20150526,KO,12582121.10000000
20150526,HII,357695.03333333
20150526,PNW,784888.33333333
20150526,ORLY,571642.70000000
20150526,FISV,944627.76666667
20150526,CAM,3076221.10000000
20150526,CINF,445983.30000000
20150526,PCH,197277.23333333
20150526,VRSN,1122177.60000000
20150526,UNP,5947893.96666667
20150526,GOOGL,1933020.70000000
20150526,PNC,2354940.00000000
20150526,LLL,568035.36666667
20150526,ULTA,610499.90000000
20150526,CME,1364091.56666667
20150526,NBL,4548378.63333333
20150526,BTU,15491027.46666667
20150526,SPLS,5426826.66666667
20150526,DHI,5602724.06666667
20150526,TRV,2276087.26666667
20150526,JEC,1186149.10000000
20150526,COF,2570198.06666667
20150526,STI,2978587.56666667
20150526,TSS,1013717.16666667
20150526,NAVI,2126866.33333333
20150526,SRCL,435435.93333333
20150526,LXK,646994.93333333
20150526,CHD,615919.06666667
20150526,DRI,1193274.93333333
20150526,SHW,675701.43333333
20150526,DLX,292010.90000000
20150526,TEL,1648866.56666667
20150526,SYF,1044049.33333333
20150526,MKC,495924.76666667
20150526,PMCS,1203106.90000000
20150526,DF,1782236.80000000
20150526,AES,7041760.66666667
20150526,FAST,2761432.96666667
20150526,MNK,1236640.63333333
20150526,CELG,5018528.83333333
20150526,TMUS,4631231.00000000
20150526,SBAC,847190.43333333
20150526,ESRX,4371833.23333333
20150526,CNP,3727667.03333333
20150526,FOXA,13207932.83333333
20150526,TDG,320779.86666667
20150526,WSH,607975.10000000
20150526,HD,5116786.16666667
20150526,UDR,1430488.10000000
20150526,SLG,643103.10000000
20150526,WOR,248438.76666667
20150526,BRCM,6749334.83333333
20150526,LMT,1149211.40000000
20150526,MOS,4459043.76666667
20150526,GT,4014511.23333333
20150526,SO,5238844.03333333
20150526,BXP,678538.33333333
20150526,TMO,1765906.40000000
20150526,ABMD,679679.20000000
20150526,NVDA,7423055.76666667
20150526,LEE,151631.70000000
20150526,HUM,1338610.16666667
20150526,CIEN,2831396.53333333
20150526,NCR,1869236.20000000
20150526,CERN,1947921.16666667
20150526,BCR,535653.53333333
20150526,AEE,1384554.00000000
20150526,IPG,4413275.16666667
20150526,POM,2296200.60000000
20150526,S,14344857.90000000
20150526,WFM,5689610.46666667
20150526,PGR,3267136.03333333
20150526,CMG,651375.06666667
20150526,TXT,1792206.73333333
20150526,VMC,1033817.66666667
20150526,MRO,7128986.10000000
20150526,,
20150526,EXR,927895.43333333
20150526,AYI,340660.56666667
20150526,HOLX,1650895.13333333
20150526,MGM,10908903.56666667
20150526,PCAR,1696755.20000000
20150526,MDLZ,9767102.90000000
20150526,CTL,3966297.56666667
20150526,IPGP,335180.56666667
20150526,FSLR,1996690.10000000
20150526,PBCT,3222106.90000000
20150526,MCK,1037274.53333333
20150526,CMCSA,19782248.86666667
20150526,PSX,2698072.60000000
20150526,FTNT,1859840.13333333
20150526,IMS,1331376.50000000
20150526,EXPE,1690399.63333333
20150526,COTY,1099331.60000000
20150526,MON,2990527.60000000
20150526,LM,938992.10000000
20150526,NCLH,1386539.20000000
20150526,HAS,1443731.30000000
20150526,HP,1846268.90000000
20150526,TKR,954084.46666667
20150526,XEL,2987810.46666667
20150526,HBAN,8573094.93333333
20150526,SYK,1276184.53333333
20150526,KMB,1460403.16666667
20150526,CBS,3283895.06666667
20150526,A,1995572.30000000
20150526,UIS,520291.40000000
20150526,DHR,4495331.43333333
20150526,RAI,3057591.16666667
20150526,IRM,1717724.66666667
20150526,UPS,3475927.70000000
20150526,TER,2435421.03333333
20150526,SNDK,3796909.13333333
20150526,AVY,1023238.06666667
20150526,KEY,10546238.43333333
20150526,CZR,867403.73333333
20150526,WY,3932110.30000000
20150526,TROW,1290955.90000000
20150526,ZMH,1170082.13333333
20150526,TSCO,789284.60000000
20150526,WYNN,2688792.76666667
20150526,CLF,11582586.56666667
20150526,IVZ,2291345.96666667
20150526,TSO,2390452.56666667
20150526,MCO,881837.50000000
20150526,XL,3454242.40000000
