date,ticker,volume
20160930,A,1754316.00000000
20160930,AA,22888915.00000000
20160930,AAL,7429336.00000000
20160930,AAP,1065495.00000000
20160930,AAPL,36379059.00000000
20160930,ABBV,7325429.00000000
20160930,ABC,3001798.00000000
20160930,ABMD,368169.00000000
20160930,ABT,7451020.00000000
20160930,ACAS,1564527.00000000
20160930,ACN,4815794.00000000
20160930,ADBE,3717559.00000000
20160930,ADI,3104694.00000000
20160930,ADM,2848458.00000000
20160930,ADP,2689838.00000000
20160930,ADS,659867.00000000
20160930,ADSK,1513358.00000000
20160930,AEE,2012830.00000000
20160930,AEP,4152613.00000000
20160930,AES,5867949.00000000
20160930,AET,1839122.00000000
20160930,AFL,1546004.00000000
20160930,AGN,4170581.00000000
20160930,AIG,6408471.00000000
20160930,AIV,1778579.00000000
20160930,AIZ,373215.00000000
20160930,AJG,1289133.00000000
20160930,AKAM,1354713.00000000
20160930,AKS,10304970.00000000
20160930,ALB,1380522.00000000
20160930,ALGN,615864.00000000
20160930,ALK,884090.00000000
20160930,ALL,2867210.00000000
20160930,ALLE,1014660.00000000
20160930,ALXN,1892733.00000000
20160930,AMAT,13210894.00000000
20160930,AMBC,199575.00000000
20160930,AMCC,633218.00000000
20160930,AMD,47453145.00000000
20160930,AME,2225012.00000000
20160930,AMG,581856.00000000
20160930,AMGN,3999620.00000000
20160930,AMP,958204.00000000
20160930,AMSG,714367.00000000
20160930,AMT,2807008.00000000
20160930,AMZN,4430566.00000000
20160930,AN,956184.00000000
20160930,ANET,711014.00000000
20160930,ANF,2340565.00000000
20160930,ANSS,613596.00000000
20160930,ANTM,1968246.00000000
20160930,AON,937233.00000000
20160930,AOS,548954.00000000
20160930,APA,5292485.00000000
20160930,APC,8027580.00000000
20160930,APD,2169307.00000000
20160930,APH,1516179.00000000
20160930,APOL,367290.00000000
20160930,ARE,676003.00000000
20160930,ASH,1048284.00000000
20160930,ATI,1776019.00000000
20160930,ATVI,7844473.00000000
20160930,AVB,1153341.00000000
20160930,AVGO,3421991.00000000
20160930,AVP,4571806.00000000
20160930,AVY,582163.00000000
20160930,AWK,1738871.00000000
20160930,AXP,4306976.00000000
20160930,AYI,456851.00000000
20160930,AZO,354110.00000000
20160930,BA,3118877.00000000
20160930,BAC,119428684.00000000
20160930,BAX,3176089.00000000
20160930,BBBY,2424906.00000000
20160930,BBT,4264479.00000000
20160930,BBY,4877888.00000000
20160930,BC,882555.00000000
20160930,BCR,610488.00000000
20160930,BDX,1156117.00000000
20160930,BEN,3100154.00000000
20160930,BGG,701303.00000000
20160930,BH,3826.00000000
20160930,BHI,4441008.00000000
20160930,BIG,968198.00000000
20160930,BIIB,2124784.00000000
20160930,BK,8674712.00000000
20160930,BLK,580414.00000000
20160930,BLL,2238807.00000000
20160930,BMS,694901.00000000
20160930,BMY,13326712.00000000
20160930,BR,738313.00000000
20160930,BSX,8829535.00000000
20160930,BVSN,29088.00000000
20160930,BWA,2263834.00000000
20160930,BXP,840669.00000000
20160930,C,25563084.00000000
20160930,CA,2488579.00000000
20160930,CAG,5951750.00000000
20160930,CAH,2614015.00000000
20160930,CAR,2219221.00000000
20160930,CAT,6379056.00000000
20160930,CB,1646157.00000000
20160930,CBG,2849046.00000000
20160930,CBOE,1171823.00000000
20160930,CBS,8244036.00000000
20160930,CCE,2329607.00000000
20160930,CCI,2712541.00000000
20160930,CCL,4481452.00000000
20160930,CDNS,1758558.00000000
20160930,CE,845647.00000000
20160930,CELG,4666676.00000000
20160930,CERN,2521432.00000000
20160930,CF,4186308.00000000
20160930,CFG,6661489.00000000
20160930,CHD,1456939.00000000
20160930,CHK,72778374.00000000
20160930,CHRW,1412897.00000000
20160930,CHTR,1875169.00000000
20160930,CI,1415939.00000000
20160930,CIEN,2881148.00000000
20160930,CIK,224512.00000000
20160930,CINF,636891.00000000
20160930,CIT,1815036.00000000
20160930,CL,4652275.00000000
20160930,CLF,10544894.00000000
20160930,CLX,827177.00000000
20160930,CMA,1990996.00000000
20160930,CMCSA,10567846.00000000
20160930,CME,2069677.00000000
20160930,CMG,996508.00000000
20160930,CMI,1760960.00000000
20160930,CMS,2221250.00000000
20160930,CMT,80048.00000000
20160930,CNC,1860483.00000000
20160930,CNO,8125882.00000000
20160930,CNP,5115785.00000000
20160930,CNX,3825819.00000000
20160930,COF,3198792.00000000
20160930,COG,4747168.00000000
20160930,COH,4743277.00000000
20160930,COL,590475.00000000
20160930,COO,936797.00000000
20160930,COP,8814000.00000000
20160930,COST,7309023.00000000
20160930,COTY,68491874.00000000
20160930,CPB,2026879.00000000
20160930,CPN,8428549.00000000
20160930,CPRT,715228.00000000
20160930,CR,190526.00000000
20160930,CRM,5816986.00000000
20160930,CSC,1888253.00000000
20160930,CSCO,31380612.00000000
20160930,CSRA,913013.00000000
20160930,CSX,7140932.00000000
20160930,CTAS,1414000.00000000
20160930,CTB,529157.00000000
20160930,CTL,3363364.00000000
20160930,CTSH,53574073.00000000
20160930,CTXS,1100046.00000000
20160930,CVG,594789.00000000
20160930,CVS,9151656.00000000
20160930,CVX,9431524.00000000
20160930,CXO,1769749.00000000
20160930,CZR,2115236.00000000
20160930,D,3153613.00000000
20160930,DAL,8889272.00000000
20160930,DAN,1547204.00000000
