date,ticker,volume
20090204,A,2764800.00000000
20090204,AA,23947700.00000000
20090204,AAP,1947400.00000000
20090204,AAPL,30056554.00000000
20090204,ABC,1861300.00000000
20090204,ABMD,201529.00000000
20090204,ABT,11245900.00000000
20090204,ACAS,4849354.00000000
20090204,ACE,5026600.00000000
20090204,ACF,869800.00000000
20090204,ACN,3291600.00000000
20090204,ACS,1428400.00000000
20090204,ADBE,9773936.00000000
20090204,ADCT,3200778.00000000
20090204,ADI,5860000.00000000
20090204,ADM,15783800.00000000
20090204,ADP,6236239.00000000
20090204,ADPT,1644166.00000000
20090204,ADS,5662100.00000000
20090204,ADSK,3956380.00000000
20090204,AEE,1553800.00000000
20090204,AEP,2983000.00000000
20090204,AES,3687600.00000000
20090204,AET,5820500.00000000
20090204,AFL,13899000.00000000
20090204,AGN,4459300.00000000
20090204,AIG,38225000.00000000
20090204,AIV,3399500.00000000
20090204,AIZ,1976900.00000000
20090204,AJG,3851000.00000000
20090204,AKAM,6088602.00000000
20090204,AKS,11551700.00000000
20090204,ALB,889900.00000000
20090204,ALGN,467879.00000000
20090204,ALK,809300.00000000
20090204,ALL,6138400.00000000
20090204,ALXN,894830.00000000
20090204,AMAT,23573258.00000000
20090204,AMB,1915100.00000000
20090204,AMCC,744099.00000000
20090204,AMD,15477600.00000000
20090204,AME,956100.00000000
20090204,AMG,998200.00000000
20090204,AMGN,7636078.00000000
20090204,AMP,3855900.00000000
20090204,AMR,16716400.00000000
20090204,AMSG,113872.00000000
20090204,AMT,1985400.00000000
20090204,AMZN,14046161.00000000
20090204,AN,2470200.00000000
20090204,ANF,2735000.00000000
20090204,ANSS,700879.00000000
20090204,AOC,6224700.00000000
20090204,AOS,148800.00000000
20090204,APA,6189700.00000000
20090204,APC,9635200.00000000
20090204,APD,2177700.00000000
20090204,APH,4202800.00000000
20090204,APOL,3753718.00000000
20090204,APY,600.00000000
20090204,ARE,877700.00000000
20090204,ARG,1918400.00000000
20090204,ASH,2195000.00000000
20090204,ATI,2650200.00000000
20090204,ATVI,25923553.00000000
20090204,AVB,2583000.00000000
20090204,AVP,4446800.00000000
20090204,AVY,1392400.00000000
20090204,AWK,350600.00000000
20090204,AXP,14288700.00000000
20090204,AYE,2338800.00000000
20090204,AYI,590500.00000000
20090204,AZO,1281100.00000000
20090204,BA,6729400.00000000
20090204,BAC,610075200.00000000
20090204,BAX,4074100.00000000
20090204,BBBY,6482687.00000000
20090204,BBT,11461200.00000000
20090204,BBY,8473000.00000000
20090204,BC,1593000.00000000
20090204,BCR,993100.00000000
20090204,BDK,1555400.00000000
20090204,BDX,1713300.00000000
20090204,BEN,2654000.00000000
20090204,BGG,538100.00000000
