date,ticker
20180110,ABT
20180110,HON
20180110,AEP
20180110,BA
20180110,BMY
20180110,CPB
20180110,CAT
20180110,CVX
20180110,KO
20180110,CL
20180110,ED
20180110,GLW
20180110,DE
20180110,DTE
20180110,D
20180110,DWDP
20180110,ETN
20180110,XOM
20180110,F
20180110,GD
20180110,GE
20180110,GT
20180110,HAL
20180110,HSY
20180110,IBM
20180110,IP
20180110,K
20180110,KMB
20180110,KR
20180110,SPGI
20180110,CVS
20180110,MRK
20180110,ETR
20180110,MMM
20180110,MSI
20180110,NSC
20180110,XEL
20180110,FE
20180110,PPG
20180110,SRE
20180110,PEP
20180110,PFE
20180110,EXC
20180110,MO
20180110,COP
20180110,PG
20180110,PEG
20180110,RTN
20180110,ROK
20180110,EIX
20180110,SO
20180110,TXN
20180110,UNP
20180110,UTX
20180110,WY
20180110,WHR
20180110,XRX
20180110,PCG
20180110,SHW
20180110,CMI
20180110,EMR
20180110,SLB
20180110,CSX
20180110,CLX
20180110,GIS
20180110,NEM
20180110,MCD
20180110,LLY
20180110,BAX
20180110,BDX
20180110,JNJ
20180110,GPC
20180110,HPQ
20180110,WMB
20180110,IFF
20180110,AXP
20180110,CI
20180110,JPM
20180110,TAP
20180110,DIS
20180110,DUK
20180110,NEE
20180110,LNC
20180110,BAC
20180110,WFC
20180110,AET
20180110,TGT
20180110,INTC
20180110,TXT
20180110,VFC
20180110,WBA
20180110,AIG
20180110,FLR
20180110,FDX
20180110,PCAR
20180110,ADP
20180110,GWW
20180110,MAS
20180110,ADM
20180110,MAT
20180110,WMT
20180110,SNA
20180110,SWK
20180110,BF.B
20180110,AAPL
20180110,OXY
20180110,CAG
20180110,LB
20180110,VZ
20180110,T
20180110,LOW
20180110,PHM
20180110,HES
20180110,LMT
20180110,HAS
20180110,BLL
20180110,APD
20180110,NUE
20180110,PKI
20180110,NOC
20180110,CNP
20180110,TJX
20180110,DOV
20180110,PH
20180110,ITW
20180110,JCI
20180110,GPS
20180110,JWN
20180110,MDT
20180110,HRB
20180110,SYY
20180110,CA
20180110,MMC
20180110,AVY
20180110,HD
20180110,PNC
20180110,C
20180110,STI
20180110,NKE
20180110,ECL
20180110,NWL
20180110,TMK
20180110,ORCL
20180110,ADSK
20180110,MRO
20180110,AEE
20180110,AMGN
20180110,LIN
20180110,IPG
20180110,COST
20180110,CSCO
20180110,EMN
20180110,KEY
20180110,UNM
20180110,MSFT
20180110,LUV
20180110,UNH
20180110,CBS
20180110,MU
20180110,BSX
20180110,AMAT
20180110,BK
20180110,L
20180110,DRI
20180110,ALL
20180110,FCX
20180110,MS
20180110,M
20180110,PPL
20180110,CMA
20180110,HUM
20180110,HIG
20180110,FITB
20180110,AON
20180110,TMO
20180110,AZO
20180110,ADBE
20180110,CAH
20180110,SCHW
20180110,EFX
20180110,APA
20180110,APC
20180110,PGR
20180110,HBAN
20180110,STT
20180110,KLAC
20180110,YUM
20180110,BBT
20180110,CINF
20180110,OMC
20180110,NTRS
20180110,SEE
20180110,BEN
20180110,MAR
20180110,COF
20180110,NAVI
20180110,WM
20180110,KSS
20180110,RF
20180110,PAYX
20180110,AES
20180110,DHR
20180110,CCL
20180110,USB
20180110,TWX
20180110,MCK
20180110,CTL
20180110,AGN
