date,ticker
20120307,ABT
20120307,HON
20120307,AEP
20120307,BA
20120307,BMY
20120307,CPB
20120307,CAT
20120307,CVX
20120307,KO
20120307,CL
20120307,ED
20120307,GLW
20120307,DE
20120307,DTE
20120307,D
20120307,DWDP
20120307,ETN
20120307,XOM
20120307,F
20120307,GD
20120307,GE
20120307,GT
20120307,HAL
20120307,HSY
20120307,IBM
20120307,IP
20120307,K
20120307,KMB
20120307,KR
20120307,SPGI
20120307,CVS
20120307,MRK
20120307,ETR
20120307,MMM
20120307,MSI
20120307,NSC
20120307,XEL
20120307,FE
20120307,PPG
20120307,SRE
20120307,PEP
20120307,PFE
20120307,EXC
20120307,MO
20120307,COP
20120307,PG
20120307,PEG
20120307,RTN
20120307,ROK
20120307,EIX
20120307,SO
20120307,TXN
20120307,UNP
20120307,UTX
20120307,WY
20120307,WHR
20120307,XRX
20120307,CEG
20120307,GR
20120307,KHC
20120307,JCP
20120307,BEAM
20120307,MWV
20120307,AA.3
20120307,PBI
20120307,BHI
20120307,DD
20120307,PCG
20120307,SHW
20120307,CMI
20120307,EMR
20120307,SLB
20120307,AVP
20120307,CSX
20120307,CLX
20120307,GIS
20120307,SUN.1
20120307,NEM
20120307,MCD
20120307,LLY
20120307,BAX
20120307,BDX
20120307,JNJ
20120307,GPC
20120307,HPQ
20120307,WMB
20120307,BCR
20120307,TGNA
20120307,IFF
20120307,AXP
20120307,CI
20120307,JPM
20120307,TAP
20120307,DIS
20120307,DUK
20120307,NEE
20120307,LNC
20120307,BAC
20120307,WFC
20120307,CB.1
20120307,AET
20120307,TGT
20120307,INTC
20120307,BMS
20120307,TXT
20120307,ATI
20120307,THC
20120307,VFC
20120307,WBA
20120307,AIG
20120307,FLR
20120307,FDX
20120307,PCAR
20120307,ADP
20120307,GWW
20120307,MAS
20120307,DXC
20120307,ADM
20120307,HSH
20120307,MAT
20120307,WMT
20120307,SNA
20120307,SWK
20120307,BF.B
20120307,AAPL
20120307,OXY
20120307,R
20120307,CAG
20120307,LB
20120307,VZ
20120307,T
20120307,LOW
20120307,PHM
20120307,HES
20120307,AMD
20120307,LMT
20120307,RRD
20120307,HAS
20120307,BLL
20120307,SVU
20120307,RDC
20120307,APD
20120307,NUE
20120307,PKI
20120307,NOC
20120307,CNP
20120307,TJX
20120307,DOV
20120307,PH
20120307,ITW
20120307,JCI
20120307,GPS
20120307,JWN
20120307,MDT
20120307,HRB
20120307,SYY
20120307,CA
20120307,MMC
20120307,AVY
20120307,PLL.1
20120307,HD
20120307,PNC
20120307,C
