date,ticker
20151103,ABT
20151103,HON
20151103,AEP
20151103,BA
20151103,BMY
20151103,CPB
20151103,CAT
20151103,CVX
20151103,KO
20151103,CL
20151103,ED
20151103,GLW
20151103,DE
20151103,DTE
20151103,D
20151103,DWDP
20151103,ETN
20151103,XOM
20151103,F
20151103,GD
20151103,GE
20151103,GT
20151103,HAL
20151103,HSY
20151103,IBM
20151103,IP
20151103,K
20151103,KMB
20151103,KR
20151103,SPGI
20151103,CVS
20151103,MRK
20151103,ETR
20151103,MMM
20151103,MSI
20151103,NSC
20151103,XEL
20151103,FE
20151103,PPG
20151103,SRE
20151103,PEP
20151103,PFE
20151103,EXC
20151103,MO
20151103,COP
20151103,PG
20151103,PEG
20151103,RTN
20151103,ROK
20151103,EIX
20151103,SO
20151103,TXN
20151103,UNP
20151103,UTX
20151103,WY
20151103,WHR
20151103,XRX
20151103,AA.3
20151103,PBI
20151103,BHI
20151103,DD
20151103,PCG
20151103,SHW
20151103,CMI
20151103,EMR
20151103,SLB
20151103,CSX
20151103,CLX
20151103,GIS
20151103,NEM
20151103,MCD
20151103,LLY
20151103,BAX
20151103,BDX
20151103,JNJ
20151103,GPC
20151103,HPQ
20151103,WMB
20151103,BCR
20151103,TGNA
20151103,IFF
20151103,AXP
20151103,CI
20151103,JPM
20151103,TAP
20151103,DIS
20151103,DUK
20151103,NEE
20151103,LNC
20151103,BAC
20151103,WFC
20151103,CB.1
20151103,AET
20151103,TGT
20151103,INTC
20151103,TXT
20151103,THC
20151103,VFC
20151103,WBA
20151103,AIG
20151103,FLR
20151103,FDX
20151103,PCAR
20151103,ADP
20151103,GWW
20151103,MAS
20151103,DXC
20151103,ADM
20151103,MAT
20151103,WMT
20151103,SNA
20151103,SWK
20151103,BF.B
20151103,AAPL
20151103,OXY
20151103,R
20151103,CAG
20151103,LB
20151103,VZ
20151103,T
20151103,LOW
20151103,PHM
20151103,HES
20151103,LMT
20151103,HAS
20151103,BLL
20151103,APD
20151103,NUE
20151103,PKI
20151103,NOC
20151103,CNP
20151103,TJX
20151103,DOV
20151103,PH
20151103,ITW
20151103,JCI
20151103,GPS
20151103,JWN
20151103,MDT
20151103,HRB
20151103,SYY
20151103,CA
20151103,MMC
20151103,AVY
20151103,HD
20151103,PNC
20151103,C
20151103,STI
20151103,NKE
20151103,ECL
20151103,NWL
20151103,TMK
20151103,ORCL
20151103,STJ
20151103,ADSK
20151103,MRO
20151103,AEE
20151103,AMGN
20151103,LIN
20151103,IPG
20151103,COST
20151103,CSCO
20151103,EMN
20151103,KEY
